ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
SanBlasKuna-68_noche-1,,SanBlasKuna,68_noche,muttikki,muttikki,m u t i k i,,Constenla2005,879,,^ m u tt i kk i $,SanBlasKuna,
Cogui-68_noche-1,,Cogui,68_noche,'sesɯn,'sesɯn,'s/s e s ɯ n,,Constenla2005,880,,^ 's e s ɯ n $,Cogui,c
Arhuaco-68_noche-1,,Arhuaco,68_noche,'seiaʔ,'seiaʔ,'s/s e i a ʔ,,Constenla2005,880,,^ 's e i a ʔ $,Arhuaco,c
Malayo-68_noche-1,,Malayo,68_noche,ʃe,ʃe,ʃ e,,Constenla2005,880,,^ ʃ e $,Malayo,c
Chimila-68_noche-1,,Chimila,68_noche,'sihnaka,'sihnaka,'s/s i h n a k a,,Constenla2005,880,,^ 's i h n a k a $,Chimila,c
Chibcha-68_noche-1,,Chibcha,68_noche,tsa,tsa,ts a,,Constenla2005,880,,^ ts a $,Chibcha,c
CentralTunebo-68_noche-1,,CentralTunebo,68_noche,'ʃejkaɾa,'ʃejkaɾa,'ʃ/ʃ e j k a ɾ a,,Constenla2005,880,,^ 'ʃ e j k a ɾ a $,CentralTunebo,c
Bari-68_noche-1,,Bari,68_noche,sẽẽ,sẽẽ,s ẽ ẽ,,Constenla2005,880,,^ s ẽ ẽ $,Bari,c
LencaSalvador-69_nosotros-1,,LencaSalvador,69_nosotros,pinani,pinani,p i n a n i,,Constenla2005,881,,^ p i n a n i $,LencaSalvador,a
LencaHonduras-69_nosotros-1,,LencaHonduras,69_nosotros,apinan,apinan,a p i n a n,,Constenla2005,881,,^ a p i n a n $,LencaHonduras,a
Cacaopera-69_nosotros-1,,Cacaopera,69_nosotros,jam-takahi,jam-takahi,j a m + t a k a h i,,Constenla2005,882,,^ j a m - t a k a h i $,Cacaopera,
Mayangna-69_nosotros-1,,Mayangna,69_nosotros,jaŋ-na,jaŋ-na,j a ŋ + n a,,Constenla2005,883,,^ j a ŋ - n a $,Mayangna,b
Ulwa-69_nosotros-1,,Ulwa,69_nosotros,jaŋ-na,jaŋ-na,j a ŋ + n a,,Constenla2005,883,,^ j a ŋ - n a $,Ulwa,b
Miskito-69_nosotros-1,,Miskito,69_nosotros,jaŋ-nani,jaŋ-nani,j a ŋ + n a n i,,Constenla2005,884,,^ j a ŋ - n a n i $,Miskito,
Arhuaco-69_nosotros-1,,Arhuaco,69_nosotros,untàs,untàs,u n t à/a s,,Constenla2005,885,,^ u n t à s $,Arhuaco,
Rama-69_nosotros-1,,Rama,69_nosotros,nusut,nusut,n u s u t,,Constenla2005,886,,^ n u s u t $,Rama,c
MalekuJaika-69_nosotros-1,,MalekuJaika,69_nosotros,toi:,toi:,t o iː,,Constenla2005,887,,^ t o i: $,MalekuJaika,
Boruca-69_nosotros-1,,Boruca,69_nosotros,dìʔ ɾóxk,dìʔ ɾóxk,d ì/i ʔ + ɾ ó/o x k,,Constenla2005,888,,^ d ì ʔ + ɾ ó x k $,Boruca,ch
Bribri-69_nosotros-1,,Bribri,69_nosotros,sǎʔ,sǎʔ,s ǎ/a ʔ,,Constenla2005,889,,^ s ǎ ʔ $,Bribri,d
Cabecar-69_nosotros-1,,Cabecar,69_nosotros,sá,sá,s á/a,,Constenla2005,889,,^ s á $,Cabecar,d
Teribe-69_nosotros-1,,Teribe,69_nosotros,tʰã̀ũã́,tʰã̀ũã́,tʰ ã̀/ã ũ ã́/ã,,Constenla2005,890,,^ tʰ ã̀ ũ ã́ $,Teribe,
Ngabere-69_nosotros-1,,Ngabere,69_nosotros,nũ,nũ,n ũ,,Constenla2005,886,,^ n ũ $,Ngabere,c
Buglere-69_nosotros-1,,Buglere,69_nosotros,tʃe,tʃe,tʃ e,,Constenla2005,891,,^ tʃ e $,Buglere,
Dorasque-69_nosotros-1,,Dorasque,69_nosotros,kuχúok,kuχúok,k u χ ú/u o k,,Constenla2005,892,,^ k u χ ú o k $,Dorasque,
SanBlasKuna-69_nosotros-1,,SanBlasKuna,69_nosotros,anmala,anmala,a n m a l a,,Constenla2005,893,,^ a n m a l a $,SanBlasKuna,
Cogui-69_nosotros-1,,Cogui,69_nosotros,'nasɯn,'nasɯn,'n/n a s ɯ n,,Constenla2005,894,,^ 'n a s ɯ n $,Cogui,
Arhuaco-69_nosotros-2,,Arhuaco,69_nosotros,'níwi,'níwi,'n/n í/i w i,,Constenla2005,888,,^ 'n í w i $,Arhuaco,ch
Malayo-69_nosotros-1,,Malayo,69_nosotros,nawindina,nawindina,n a w i n d i n a,,Constenla2005,895,,^ n a w i n d i n a $,Malayo,
CentralTunebo-69_nosotros-1,,CentralTunebo,69_nosotros,'isa,'isa,'i/i s a,,Constenla2005,896,,^ 'i s a $,CentralTunebo,
Chimila-69_nosotros-1,,Chimila,69_nosotros,na:ɾiɾaʔ,na:ɾiɾaʔ,n aː ɾ i ɾ a ʔ,,Constenla2005,897,,^ n a: ɾ i ɾ a ʔ $,Chimila,
Chibcha-69_nosotros-1,,Chibcha,69_nosotros,tʲie,tʲie,tʲ i e,,Constenla2005,898,,^ tʲ i e $,Chibcha,e
Bari-69_nosotros-1,,Bari,69_nosotros,tiɲi,tiɲi,t i ɲ i,,Constenla2005,898,,^ t i ɲ i $,Bari,e
LencaSalvador-70_nube-1,,LencaSalvador,70_nube,ts'upa,ts'upa,ts 'u/u p a,,Constenla2005,899,,^ ts 'u p a $,LencaSalvador,a
LencaHonduras-70_nube-1,,LencaHonduras,70_nube,tsopata,tsopata,t s o p a t a,,Constenla2005,899,,^ t s o p a t a $,LencaHonduras,a
Cacaopera-70_nube-1,,Cacaopera,70_nube,amu,amu,a m u,,Constenla2005,900,,^ a m u $,Cacaopera,b
Mayangna-70_nube-1,,Mayangna,70_nube,mukus,mukus,m u k u s,,Constenla2005,900,,^ m u k u s $,Mayangna,b
Ulwa-70_nube-1,,Ulwa,70_nube,mukus,mukus,m u k u s,,Constenla2005,900,,^ m u k u s $,Ulwa,b
Miskito-70_nube-1,,Miskito,70_nube,kasbrika,kasbrika,k a s b r i k a,,Constenla2005,901,,^ k a s b r i k a $,Miskito,
Pech-70_nube-1,,Pech,70_nube,wanàk,wanàk,w a n à/a k,,Constenla2005,902,,^ w a n à k $,Pech,
Rama-70_nube-1,,Rama,70_nube,nu:nikka:s,nu:nikka:s,n uː n i k aː s,,Constenla2005,903,,^ n u: n i kk a: s $,Rama,
MalekuJaika-70_nube-1,,MalekuJaika,70_nube,piu:,piu:,p i uː,,Constenla2005,900,,^ p i u: $,MalekuJaika,b
Boruca-70_nube-1,,Boruca,70_nube,bók,bók,b ó/o k,,Constenla2005,900,,^ b ó k $,Boruca,b
Bribri-70_nube-1,,Bribri,70_nube,bṍ,bṍ,b ṍ/õ,,Constenla2005,900,,^ b ṍ $,Bribri,b
Cabecar-70_nube-1,,Cabecar,70_nube,bõ̀,bõ̀,b õ̀/õ,,Constenla2005,900,,^ b õ̀ $,Cabecar,b
Teribe-70_nube-1,,Teribe,70_nube,ɸóŋ,ɸóŋ,ɸ ó/o ŋ,,Constenla2005,900,,^ ɸ ó ŋ $,Teribe,b
Ngabere-70_nube-1,,Ngabere,70_nube,mɯta,mɯta,m ɯ t a,,Constenla2005,900,,^ m ɯ t a $,Ngabere,b
Buglere-70_nube-1,,Buglere,70_nube,boga,boga,b o g a,,Constenla2005,900,,^ b o g a $,Buglere,b
Dorasque-70_nube-1,,Dorasque,70_nube,bókála,bókála,b ó/o k á/a l a,,Constenla2005,900,,^ b ó k á l a $,Dorasque,b
SanBlasKuna-70_nube-1,,SanBlasKuna,70_nube,mola,mola,m o l a,,Constenla2005,900,,^ m o l a $,SanBlasKuna,b
Cogui-70_nube-1,,Cogui,70_nube,'maui,'maui,'m/m a u i,,Constenla2005,900,,^ 'm a u i $,Cogui,b
Arhuaco-70_nube-1,,Arhuaco,70_nube,'məɲɨ,'məɲɨ,'m/m ə ɲ ɨ,,Constenla2005,900,,^ 'm ə ɲ ɨ $,Arhuaco,b
Malayo-70_nube-1,,Malayo,70_nube,moɲa,moɲa,m o ɲ a,,Constenla2005,900,,^ m o ɲ a $,Malayo,b
Chimila-70_nube-1,,Chimila,70_nube,monse,monse,m o n s e,,Constenla2005,900,,^ m o n s e $,Chimila,b
Chibcha-70_nube-1,,Chibcha,70_nube,ʔaoa,ʔaoa,ʔ a o a,,Constenla2005,900,,^ ʔ a o a $,Chibcha,b
CentralTunebo-70_nube-1,,CentralTunebo,70_nube,bowa'ɾa,bowa'ɾa,b o w 'a/a ɾ a,,Constenla2005,900,,^ b o w a' ɾ a $,CentralTunebo,b
Bari-70_nube-1,,Bari,70_nube,nĩɲĩkɨ,nĩɲĩkɨ,n ĩ ɲ ĩ k ɨ,,Constenla2005,904,,^ n ĩ ɲ ĩ k ɨ $,Bari,
LencaSalvador-71_nuevo-1,,LencaSalvador,71_nuevo,tuja,tuja,t u j a,,Constenla2005,905,,^ t u j a $,LencaSalvador,a
LencaHonduras-71_nuevo-1,,LencaHonduras,71_nuevo,tuja,tuja,t u j a,,Constenla2005,905,,^ t u j a $,LencaHonduras,a
Cacaopera-71_nuevo-1,,Cacaopera,71_nuevo,misinan,misinan,m i s i n a n,,Constenla2005,906,,^ m i s i n a n $,Cacaopera,b
Mayangna-71_nuevo-1,,Mayangna,71_nuevo,wisam,wisam,w i s a m,,Constenla2005,906,,^ w i s a m $,Mayangna,b
Ulwa-71_nuevo-1,,Ulwa,71_nuevo,bata:ka,bata:ka,b a t aː k a,,Constenla2005,907,,^ b a t a: k a $,Ulwa,
Miskito-71_nuevo-1,,Miskito,71_nuevo,raja,raja,r a j a,,Constenla2005,908,,^ r a j a $,Miskito,
Pech-71_nuevo-1,,Pech,71_nuevo,wàjʔkà,wàjʔkà,w à/a j ʔ k à/a,,Constenla2005,909,,^ w à j ʔ k à $,Pech,
Rama-71_nuevo-1,,Rama,71_nuevo,abi:sa,abi:sa,a b iː s a,,Constenla2005,906,,^ a b i: s a $,Rama,b
MalekuJaika-71_nuevo-1,,MalekuJaika,71_nuevo,ɬa:ŋalu:ɾi,ɬa:ŋalu:ɾi,ɬ aː ŋ a l uː ɾ i,,Constenla2005,910,,^ ɬ a: ŋ a l u: ɾ i $,MalekuJaika,
Boruca-71_nuevo-1,,Boruca,71_nuevo,kìnká,kìnká,k ì/i n k á/a,,Constenla2005,911,,^ k ì n k á $,Boruca,
Bribri-71_nuevo-1,,Bribri,71_nuevo,pã̌ã̀ɺĩ̀,pã̌ã̀ɺĩ̀,p ã̌/ã ã̀/ã ɺ ĩ̀/ĩ,,Constenla2005,912,,^ p ã̌ ã̀ ɺ ĩ̀ $,Bribri,
Cabecar-71_nuevo-1,,Cabecar,71_nuevo,spã́'nã̀,spã́'nã̀,s p ã́/ã 'n/n ã̀/ã,,Constenla2005,913,,^ s p ã́ 'n ã̀ $,Cabecar,
Teribe-71_nuevo-1,,Teribe,71_nuevo,tàgɺɪ́ŋ,tàgɺɪ́ŋ,t à/a g ɺ ɪ́/ɪ ŋ,,Constenla2005,914,,^ t à g ɺ ɪ́ ŋ $,Teribe,c
Ngabere-71_nuevo-1,,Ngabere,71_nuevo,mɣtɣ,mɣtɣ,m ɤ t ɤ,,Constenla2005,906,,^ m ɣ t ɣ $,Ngabere,b
