ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Cabecar-18_camino-1,,Cabecar,18_camino,dʒaɺã̀,dʒaɺã̀,dʒ a ɺ ã̀/ã,,Constenla2005,236,,^ dʒ a ɺ ã̀ $,Cabecar,c
Teribe-18_camino-1,,Teribe,18_camino,i᷅-ɾbó-bòŋ,i᷅-ɾbó-bòŋ,i᷅/i + ɾ b ó/o + b ò/o ŋ,,Constenla2005,237,,^ i᷅ - ɾ b ó - b ò ŋ $,Teribe,ch
Ngabere-18_camino-1,,Ngabere,18_camino,hi,hi,h i,,Constenla2005,237,,^ h i $,Ngabere,ch
Buglere-18_camino-1,,Buglere,18_camino,ho,ho,h o,,Constenla2005,238,,^ h o $,Buglere,
Dorasque-18_camino-1,,Dorasque,18_camino,ʃi'ta,ʃi'ta,ʃ i 't/t a,,Constenla2005,239,,^ ʃ i 't a $,Dorasque,
SanBlasKuna-18_camino-1,,SanBlasKuna,18_camino,i-kala,i-kala,i + k a l a,,Constenla2005,237,,^ i - k a l a $,SanBlasKuna,ch
Cogui-18_camino-1,,Cogui,18_camino,'hi-ũgula,'hi-ũgula,'h/h i + ũ g u l a,,Constenla2005,237,,^ 'h i - ũ g u l a $,Cogui,ch
Arhuaco-18_camino-1,,Arhuaco,18_camino,'i-ngwənɨ,'i-ngwənɨ,'i/i + n gʷ ə n ɨ,,Constenla2005,237,,^ 'i - n gw ə n ɨ $,Arhuaco,ch
Malayo-18_camino-1,,Malayo,18_camino,i-nguna,i-nguna,i + n g u n a,,Constenla2005,237,,^ i - n g u n a $,Malayo,ch
Chimila-18_camino-1,,Chimila,18_camino,hi:,hi:,h iː,,Constenla2005,237,,^ h i: $,Chimila,ch
Chibcha-18_camino-1,,Chibcha,18_camino,ie,ie,i e,,Constenla2005,237,,^ i e $,Chibcha,ch
CentralTunebo-18_camino-1,,CentralTunebo,18_camino,'i-bita,'i-bita,'i/i + b i t a,,Constenla2005,237,,^ 'i - b i t a $,CentralTunebo,ch
Bari-18_camino-1,,Bari,18_camino,sikɨ,sikɨ,s i k ɨ,,Constenla2005,240,,^ s i k ɨ $,Bari,
LencaSalvador-19_cantar-1,,LencaSalvador,19_cantar,ihwa,ihwa,i h w a,,Constenla2005,241,,^ i h w a $,LencaSalvador,a
LencaHonduras-19_cantar-1,,LencaHonduras,19_cantar,ikwa,ikwa,i k w a,,Constenla2005,241,,^ i k w a $,LencaHonduras,a
Cacaopera-19_cantar-1,,Cacaopera,19_cantar,bu,bu,b u,,Constenla2005,242,,^ b u $,Cacaopera,
Mayangna-19_cantar-1,,Mayangna,19_cantar,umbau,umbau,u m b a u,,Constenla2005,243,,^ u m b a u $,Mayangna,b
Ulwa-19_cantar-1,,Ulwa,19_cantar,unbau,unbau,u n b a u,,Constenla2005,243,,^ u n b a u $,Ulwa,b
Miskito-19_cantar-1,,Miskito,19_cantar,ajwan,ajwan,a j w a n,,Constenla2005,244,,^ a j w a n $,Miskito,
Pech-19_cantar-1,,Pech,19_cantar,èjèʃ,èjèʃ,è/e j è/e ʃ,,Constenla2005,245,,^ è j è ʃ $,Pech,
Rama-19_cantar-1,,Rama,19_cantar,a:kis,a:kis,aː k i s,,Constenla2005,246,,^ a: k i s $,Rama,
MalekuJaika-19_cantar-1,,MalekuJaika,19_cantar,poɾe:te,poɾe:te,p o ɾ eː t e,,Constenla2005,247,,^ p o ɾ e: t e $,MalekuJaika,
Boruca-19_cantar-1,,Boruca,19_cantar,tàbádʒèŋ,tàbádʒèŋ,t à/a b á/a dʒ è/e ŋ,,Constenla2005,248,,^ t à b á dʒ è ŋ $,Boruca,
Bribri-19_cantar-1,,Bribri,19_cantar,stsɪ,stsɪ,s ts ɪ,,Constenla2005,249,,^ s ts ɪ $,Bribri,c
Cabecar-19_cantar-1,,Cabecar,19_cantar,ksɪ,ksɪ,k s ɪ,,Constenla2005,249,,^ k s ɪ $,Cabecar,c
Teribe-19_cantar-1,,Teribe,19_cantar,tɪ́,tɪ́,t ɪ́/ɪ,,Constenla2005,249,,^ t ɪ́ $,Teribe,c
Ngabere-19_cantar-1,,Ngabere,19_cantar,ka,ka,k a,,Constenla2005,250,,^ k a $,Ngabere,d
Buglere-19_cantar-1,,Buglere,19_cantar,mo gate,mo gate,m o + g a t e,,Constenla2005,251,,^ m o + g a t e $,Buglere,
Dorasque-19_cantar-1,,Dorasque,19_cantar,kayi,kayi,k a j i,,Constenla2005,250,,^ k a y i $,Dorasque,d
SanBlasKuna-19_cantar-1,,SanBlasKuna,19_cantar,na-makke,na-makke,n a + m a k e,,Constenla2005,252,,^ n a - m a kk e $,SanBlasKuna,ch
Cogui-19_cantar-1,,Cogui,19_cantar,'mai,'mai,'m/m a i,,Constenla2005,253,,^ 'm a i $,Cogui,e
Arhuaco-19_cantar-1,,Arhuaco,19_cantar,za'maʒ,za'maʒ,z 'a/a m a ʒ,,Constenla2005,253,,^ z a' m a ʒ $,Arhuaco,e
Malayo-19_cantar-1,,Malayo,19_cantar,ʒamai,ʒamai,ʒ a m a i,,Constenla2005,253,,^ ʒ a m a i $,Malayo,e
Chimila-19_cantar-1,,Chimila,19_cantar,kitta,kitta,k i t a,,Constenla2005,254,,^ k i tt a $,Chimila,
Chibcha-19_cantar-1,,Chibcha,19_cantar,tɨ,tɨ,t ɨ,,Constenla2005,252,,^ t ɨ $,Chibcha,ch
CentralTunebo-19_cantar-1,,CentralTunebo,19_cantar,'ta,'ta,'t/t a,,Constenla2005,252,,^ 't a $,CentralTunebo,ch
Bari-19_cantar-1,,Bari,19_cantar,tiba:,tiba:,t i b aː,,Constenla2005,255,,^ t i b a: $,Bari,
LencaSalvador-20_carne-1,,LencaSalvador,20_carne,waʃa,waʃa,w a ʃ a,,Constenla2005,256,,^ w a ʃ a $,LencaSalvador,a
LencaHonduras-20_carne-1,,LencaHonduras,20_carne,rak,rak,r a k,,Constenla2005,257,,^ r a k $,LencaHonduras,
Cacaopera-20_carne-1,,Cacaopera,20_carne,nakat,nakat,n a k a t,,Constenla2005,258,,^ n a k a t $,Cacaopera,
Mayangna-20_carne-1,,Mayangna,20_carne,di muihni,di muihni,d i + m u i h n i,,Constenla2005,259,,^ d i + m u i h n i $,Mayangna,
Ulwa-20_carne-1,,Ulwa,20_carne,di muihka,di muihka,d i + m u i h k a,,Constenla2005,260,,^ d i + m u i h k a $,Ulwa,
Miskito-20_carne-1,,Miskito,20_carne,wina,wina,w i n a,,Constenla2005,256,,^ w i n a $,Miskito,a
Pech-20_carne-1,,Pech,20_carne,jùku,jùku,j ù/u k u,,Constenla2005,261,,^ j ù k u $,Pech,
Rama-20_carne-1,,Rama,20_carne,kas,kas,k a s,,Constenla2005,262,,^ k a s $,Rama,
MalekuJaika-20_carne-1,,MalekuJaika,20_carne,ɬiki:,ɬiki:,ɬ i k iː,,Constenla2005,263,,^ ɬ i k i: $,MalekuJaika,c
Boruca-20_carne-1,,Boruca,20_carne,ùɾáŋ,ùɾáŋ,ù/u ɾ á/a ŋ,,Constenla2005,264,,^ ù ɾ á ŋ $,Boruca,ch
Bribri-20_carne-1,,Bribri,20_carne,tʃká,tʃká,tʃ k á/a,,Constenla2005,265,,^ tʃ k á $,Bribri,d
Cabecar-20_carne-1,,Cabecar,20_carne,dʒaka,dʒaka,dʒ a k a,,Constenla2005,265,,^ dʒ a k a $,Cabecar,d
Teribe-20_carne-1,,Teribe,20_carne,ʃò,ʃò,ʃ ò/o,,Constenla2005,266,,^ ʃ ò $,Teribe,e
Ngabere-20_carne-1,,Ngabere,20_carne,ŋɔtɔ,ŋɔtɔ,ŋ ɔ t ɔ,,Constenla2005,267,,^ ŋ ɔ t ɔ $,Ngabere,f
Buglere-20_carne-1,,Buglere,20_carne,udá,udá,u d á/a,,Constenla2005,264,,^ u d á $,Buglere,ch
Dorasque-20_carne-1,,Dorasque,20_carne,síá,síá,s í/i á/a,,Constenla2005,266,,^ s í á $,Dorasque,e
SanBlasKuna-20_carne-1,,SanBlasKuna,20_carne,sana,sana,s a n a,,Constenla2005,267,,^ s a n a $,SanBlasKuna,f
Cogui-20_carne-1,,Cogui,20_carne,'gata,'gata,'g/g a t a,,Constenla2005,267,,^ 'g a t a $,Cogui,f
Arhuaco-20_carne-1,,Arhuaco,20_carne,'gətʃɨ,'gətʃɨ,'g/g ə tʃ ɨ,,Constenla2005,267,,^ 'g ə tʃ ɨ $,Arhuaco,f
Malayo-20_carne-1,,Malayo,20_carne,gɨ'ta,gɨ'ta,g ɨ 't/t a,,Constenla2005,267,,^ g ɨ 't a $,Malayo,f
Chimila-20_carne-1,,Chimila,20_carne,eŋŋatta,eŋŋatta,e ŋ a t a,,Constenla2005,267,,^ e ŋŋ a tt a $,Chimila,f
Chibcha-20_carne-1,,Chibcha,20_carne,tʲihika,tʲihika,tʲ i h i k a,,Constenla2005,263,,^ tʲ i h i k a $,Chibcha,c
CentralTunebo-20_carne-1,,CentralTunebo,20_carne,'ɾuwa,'ɾuwa,'ɾ/ɾ u w a,,Constenla2005,268,,^ 'ɾ u w a $,CentralTunebo,
Bari-20_carne-1,,Bari,20_carne,aidi.,aidi.,a i d i,,Constenla2005,269,,^ a i d i . $,Bari,
LencaSalvador-21_ceniza-1,,LencaSalvador,21_ceniza,pilil,pilil,p i l i l,,Constenla2005,270,,^ p i l i l $,LencaSalvador,a
LencaHonduras-21_ceniza-1,,LencaHonduras,21_ceniza,pokko,pokko,p o k o,,Constenla2005,271,,^ p o kk o $,LencaHonduras,
Cacaopera-21_ceniza-1,,Cacaopera,21_ceniza,wabu,wabu,w a b u,,Constenla2005,272,,^ w a b u $,Cacaopera,b
Mayangna-21_ceniza-1,,Mayangna,21_ceniza,wan,wan,w a n,,Constenla2005,272,,^ w a n $,Mayangna,b
Ulwa-21_ceniza-1,,Ulwa,21_ceniza,kauh,kauh,k a u h,,Constenla2005,273,,^ k a u h $,Ulwa,
Miskito-21_ceniza-1,,Miskito,21_ceniza,jamhpus,jamhpus,j a m h p u s,,Constenla2005,274,,^ j a m h p u s $,Miskito,
Pech-21_ceniza-1,,Pech,21_ceniza,tokó,tokó,t o k ó/o,,Constenla2005,275,,^ t o k ó $,Pech,
Rama-21_ceniza-1,,Rama,21_ceniza,pluŋ,pluŋ,p l u ŋ,,Constenla2005,270,,^ p l u ŋ $,Rama,a
MalekuJaika-21_ceniza-1,,MalekuJaika,21_ceniza,puɾu:,puɾu:,p u ɾ uː,,Constenla2005,270,,^ p u ɾ u: $,MalekuJaika,a
Boruca-21_ceniza-1,,Boruca,21_ceniza,bɾùŋ,bɾùŋ,b ɾ ù/u ŋ,,Constenla2005,270,,^ b ɾ ù ŋ $,Boruca,a
Bribri-21_ceniza-1,,Bribri,21_ceniza,buɺṹ,buɺṹ,b u ɺ ṹ/ũ,,Constenla2005,270,,^ b u ɺ ṹ $,Bribri,a
Cabecar-21_ceniza-1,,Cabecar,21_ceniza,buɺi᷅tú,buɺi᷅tú,b u ɺ i᷅/i t ú/u,,Constenla2005,270,,^ b u ɺ i᷅ t ú $,Cabecar,a
Teribe-21_ceniza-1,,Teribe,21_ceniza,ɸɺúŋ,ɸɺúŋ,ɸ ɺ ú/u ŋ,,Constenla2005,270,,^ ɸ ɺ ú ŋ $,Teribe,a
Ngabere-21_ceniza-1,,Ngabere,21_ceniza,ŋɯbɾɯ,ŋɯbɾɯ,ŋ ɯ b ɾ ɯ,,Constenla2005,270,,^ ŋ ɯ b ɾ ɯ $,Ngabere,a
Buglere-21_ceniza-1,,Buglere,21_ceniza,mnu,mnu,m n u,,Constenla2005,270,,^ m n u $,Buglere,a
Dorasque-21_ceniza-1,,Dorasque,21_ceniza,bulku,bulku,b u l k u,,Constenla2005,270,,^ b u l k u $,Dorasque,a
SanBlasKuna-21_ceniza-1,,SanBlasKuna,21_ceniza,puɾu,puɾu,p u ɾ u,,Constenla2005,270,,^ p u ɾ u $,SanBlasKuna,a
Cogui-21_ceniza-1,,Cogui,21_ceniza,'muli,'muli,'m/m u l i,,Constenla2005,270,,^ 'm u l i $,Cogui,a
Arhuaco-21_ceniza-1,,Arhuaco,21_ceniza,'bunzəga,'bunzəga,'b/b u n z ə g a,,Constenla2005,270,,^ 'b u n z ə g a $,Arhuaco,a
Malayo-21_ceniza-1,,Malayo,21_ceniza,bɨn,bɨn,b ɨ n,,Constenla2005,270,,^ b ɨ n $,Malayo,a
Chimila-21_ceniza-1,,Chimila,21_ceniza,'buhŋaʔ,'buhŋaʔ,'b/b u h ŋ a ʔ,,Constenla2005,270,,^ 'b u h ŋ a ʔ $,Chimila,a
Chibcha-21_ceniza-1,,Chibcha,21_ceniza,βuskɨ,βuskɨ,β u s k ɨ,,Constenla2005,270,,^ β u s k ɨ $,Chibcha,a
CentralTunebo-21_ceniza-1,,CentralTunebo,21_ceniza,'buɾa,'buɾa,'b/b u ɾ a,,Constenla2005,270,,^ 'b u ɾ a $,CentralTunebo,a
Bari-21_ceniza-1,,Bari,21_ceniza,ibũdɪ̃,ibũdɪ̃,i b ũ d ɪ̃,,Constenla2005,270,,^ i b ũ d ɪ̃ $,Bari,a
LencaSalvador-22_cinco-1,,LencaSalvador,22_cinco,ts'aj,ts'aj,ts 'a/a j,,Constenla2005,276,,^ ts 'a j $,LencaSalvador,a
LencaHonduras-22_cinco-1,,LencaHonduras,22_cinco,saj,saj,s a j,,Constenla2005,276,,^ s a j $,LencaHonduras,a
Cacaopera-22_cinco-1,,Cacaopera,22_cinco,dukan panaka,dukan panaka,d u k a n + p a n a k a,,Constenla2005,277,,^ d u k a n + p a n a k a $,Cacaopera,
Mayangna-22_cinco-1,,Mayangna,22_cinco,sinka,sinka,s i n k a,,Constenla2005,278,,^ s i n k a $,Mayangna,b
Ulwa-22_cinco-1,,Ulwa,22_cinco,sinka,sinka,s i n k a,,Constenla2005,278,,^ s i n k a $,Ulwa,b
Miskito-22_cinco-1,,Miskito,22_cinco,matsip,matsip,m a t s i p,,Constenla2005,279,,^ m a t s i p $,Miskito,
Pech-22_cinco-1,,Pech,22_cinco,ṍki,ṍki,ṍ/õ k i,,Constenla2005,280,,^ ṍ k i $,Pech,
Rama-22_cinco-1,,Rama,22_cinco,kwikistaɾ,kwikistaɾ,k w i k i s t a ɾ,,Constenla2005,281,,^ k w i k i s t a ɾ $,Rama,
MalekuJaika-22_cinco-1,,MalekuJaika,22_cinco,otiŋ,otiŋ,o t i ŋ,,Constenla2005,282,,^ o t i ŋ $,MalekuJaika,c
Boruca-22_cinco-1,,Boruca,22_cinco,ʃìskáŋ,ʃìskáŋ,ʃ ì/i s k á/a ŋ,,Constenla2005,283,,^ ʃ ì s k á ŋ $,Boruca,ch
Bribri-22_cinco-1,,Bribri,22_cinco,skẽ,skẽ,s k ẽ,,Constenla2005,283,,^ s k ẽ $,Bribri,ch
Cabecar-22_cinco-1,,Cabecar,22_cinco,skẽ,skẽ,s k ẽ,,Constenla2005,283,,^ s k ẽ $,Cabecar,ch
Teribe-22_cinco-1,,Teribe,22_cinco,ʃkíŋ,ʃkíŋ,ʃ k í/i ŋ,,Constenla2005,283,,^ ʃ k í ŋ $,Teribe,ch
Ngabere-22_cinco-1,,Ngabere,22_cinco,ɾike,ɾike,ɾ i k e,,Constenla2005,283,,^ ɾ i k e $,Ngabere,ch
Buglere-22_cinco-1,,Buglere,22_cinco,tiga,tiga,t i g a,,Constenla2005,283,,^ t i g a $,Buglere,ch
Dorasque-22_cinco-1,,Dorasque,22_cinco,male,male,m a l e,,Constenla2005,284,,^ m a l e $,Dorasque,
SanBlasKuna-22_cinco-1,,SanBlasKuna,22_cinco,attale,attale,a t a l e,,Constenla2005,285,,^ a tt a l e $,SanBlasKuna,
Cogui-22_cinco-1,,Cogui,22_cinco,ha'tʃigua,ha'tʃigua,h a 't/t ʃ i g u a,,Constenla2005,282,,^ h a 't ʃ i g u a $,Cogui,c
Arhuaco-22_cinco-1,,Arhuaco,22_cinco,a'sewa,a'sewa,'a/a s e w a,,Constenla2005,282,,^ a' s e w a $,Arhuaco,c
Malayo-22_cinco-1,,Malayo,22_cinco,əhtʃigua,əhtʃigua,ə h tʃ i g u a,,Constenla2005,282,,^ ə h tʃ i g u a $,Malayo,c
Chimila-22_cinco-1,,Chimila,22_cinco,dʒe:mekenta,dʒe:mekenta,dʒ eː m e k e n t a,,Constenla2005,286,,^ dʒ e: m e k e n t a $,Chimila,
Chibcha-22_cinco-1,,Chibcha,22_cinco,hɨtska,hɨtska,h ɨ ts k a,,Constenla2005,282,,^ h ɨ ts k a $,Chibcha,c
CentralTunebo-22_cinco-1,,CentralTunebo,22_cinco,e'sia,e'sia,e 's/s i a,,Constenla2005,282,,^ e 's i a $,CentralTunebo,c
Bari-22_cinco-1,,Bari,22_cinco,koba,koba,k o b a,,Constenla2005,287,,^ k o b a $,Bari,
LencaSalvador-23_cola-1,,LencaSalvador,23_cola,ts'oh,ts'oh,ts 'o/o h,,Constenla2005,288,,^ ts 'o h $,LencaSalvador,
LencaHonduras-23_cola-1,,LencaHonduras,23_cola,wan,wan,w a n,,Constenla2005,289,,^ w a n $,LencaHonduras,a
Cacaopera-23_cola-1,,Cacaopera,23_cola,kuna,kuna,k u n a,,Constenla2005,290,,^ k u n a $,Cacaopera,
Mayangna-23_cola-1,,Mayangna,23_cola,mamah,mamah,m a m a h,,Constenla2005,291,,^ m a m a h $,Mayangna,
Ulwa-23_cola-1,,Ulwa,23_cola,umah,umah,u m a h,,Constenla2005,292,,^ u m a h $,Ulwa,
Miskito-23_cola-1,,Miskito,23_cola,wajka,wajka,w a j k a,,Constenla2005,289,,^ w a j k a $,Miskito,a
Pech-23_cola-1,,Pech,23_cola,pàɾ,pàɾ,p à/a ɾ,,Constenla2005,293,,^ p à ɾ $,Pech,b
Rama-23_cola-1,,Rama,23_cola,tuk,tuk,t u k,,Constenla2005,294,,^ t u k $,Rama,c
MalekuJaika-23_cola-1,,MalekuJaika,23_cola,tuki:,tuki:,t u k iː,,Constenla2005,294,,^ t u k i: $,MalekuJaika,c
Boruca-23_cola-1,,Boruca,23_cola,kuàntsá,kuàntsá,k u à/a n ts á/a,,Constenla2005,295,,^ k u à n ts á $,Boruca,
Bribri-23_cola-1,,Bribri,23_cola,baɺḗk,baɺḗk,b a ɺ ẽ́/ẽ k,,Constenla2005,293,,^ b a ɺ ḗ k $,Bribri,b
Cabecar-23_cola-1,,Cabecar,23_cola,baɺḗk,baɺḗk,b a ɺ ẽ́/ẽ k,,Constenla2005,293,,^ b a ɺ ḗ k $,Cabecar,b
Teribe-23_cola-1,,Teribe,23_cola,ɸɺàk,ɸɺàk,ɸ ɺ à/a k,,Constenla2005,293,,^ ɸ ɺ à k $,Teribe,b
Ngabere-23_cola-1,,Ngabere,23_cola,kɯbaɾa,kɯbaɾa,k ɯ b a ɾ a,,Constenla2005,293,,^ k ɯ b a ɾ a $,Ngabere,b
Buglere-23_cola-1,,Buglere,23_cola,skugda,skugda,s k u g d a,,Constenla2005,296,,^ s k u g d a $,Buglere,
Dorasque-23_cola-1,,Dorasque,23_cola,dug,dug,d u g,,Constenla2005,294,,^ d u g $,Dorasque,c
SanBlasKuna-23_cola-1,,SanBlasKuna,23_cola,punnu,punnu,p u n u,,Constenla2005,297,,^ p u nn u $,SanBlasKuna,ch
Cogui-23_cola-1,,Cogui,23_cola,'nugi,'nugi,'n/n u g i,,Constenla2005,294,,^ 'n u g i $,Cogui,c
Arhuaco-23_cola-1,,Arhuaco,23_cola,'dʒoʔo,'dʒoʔo,'d/d ʒ o ʔ o,,Constenla2005,294,,^ 'd ʒ o ʔ o $,Arhuaco,c
Malayo-23_cola-1,,Malayo,23_cola,duʃkɨna,duʃkɨna,d u ʃ k ɨ n a,,Constenla2005,294,,^ d u ʃ k ɨ n a $,Malayo,c
Chimila-23_cola-1,,Chimila,23_cola,bukɾa,bukɾa,b u k ɾ a,,Constenla2005,297,,^ b u k ɾ a $,Chimila,ch
Chibcha-23_cola-1,,Chibcha,23_cola,suhuka,suhuka,s u h u k a,,Constenla2005,294,,^ s u h u k a $,Chibcha,c
CentralTunebo-23_cola-1,,CentralTunebo,23_cola,ɾusta'ɾa,ɾusta'ɾa,ɾ u s t 'a/a ɾ a,,Constenla2005,294,,^ ɾ u s t a' ɾ a $,CentralTunebo,c
Bari-23_cola-1,,Bari,23_cola,anikku,anikku,a n i k u,,Constenla2005,298,,^ a n i kk u $,Bari,
LencaSalvador-24_comer-1,,LencaSalvador,24_comer,rom,rom,r o m,,Constenla2005,299,,^ r o m $,LencaSalvador,
LencaHonduras-24_comer-1,,LencaHonduras,24_comer,koɾ,koɾ,k o ɾ,,Constenla2005,300,,^ k o ɾ $,LencaHonduras,a
Cacaopera-24_comer-1,,Cacaopera,24_comer,duri,duri,d u r i,,Constenla2005,301,,^ d u r i $,Cacaopera,
Mayangna-24_comer-1,,Mayangna,24_comer,kas,kas,k a s,,Constenla2005,300,,^ k a s $,Mayangna,a
Ulwa-24_comer-1,,Ulwa,24_comer,kas,kas,k a s,,Constenla2005,300,,^ k a s $,Ulwa,a
Miskito-24_comer-1,,Miskito,24_comer,pi,pi,p i,,Constenla2005,302,,^ p i $,Miskito,
Pech-24_comer-1,,Pech,24_comer,ã̀ʔ,ã̀ʔ,ã̀/ã ʔ,,Constenla2005,303,,^ ã̀ ʔ $,Pech,
Rama-24_comer-1,,Rama,24_comer,altuŋwa,altuŋwa,a l t u ŋ w a,,Constenla2005,304,,^ a l t u ŋ w a $,Rama,b
MalekuJaika-24_comer-1,,MalekuJaika,24_comer,laki:,laki:,l a k iː,,Constenla2005,305,,^ l a k i: $,MalekuJaika,
Boruca-24_comer-1,,Boruca,24_comer,túʔ,túʔ,t ú/u ʔ,,Constenla2005,304,,^ t ú ʔ $,Boruca,b
Bribri-24_comer-1,,Bribri,24_comer,tʃka,tʃka,tʃ k a,,Constenla2005,306,,^ tʃ k a $,Bribri,c
Cabecar-24_comer-1,,Cabecar,24_comer,dʒakɪ,dʒakɪ,dʒ a k ɪ,,Constenla2005,306,,^ dʒ a k ɪ $,Cabecar,c
Teribe-24_comer-1,,Teribe,24_comer,ií,ií,i í/i,,Constenla2005,307,,^ i í $,Teribe,
Ngabere-24_comer-1,,Ngabere,24_comer,mɾɣɾe,mɾɣɾe,m ɾ ɤ ɾ e,,Constenla2005,308,,^ m ɾ ɣ ɾ e $,Ngabere,ch
Buglere-24_comer-1,,Buglere,24_comer,bliɾe,bliɾe,b l i ɾ e,,Constenla2005,308,,^ b l i ɾ e $,Buglere,ch
Dorasque-24_comer-1,,Dorasque,24_comer,kut,kut,k u t,,Constenla2005,309,,^ k u t $,Dorasque,d
SanBlasKuna-24_comer-1,,SanBlasKuna,24_comer,kunne,kunne,k u n e,,Constenla2005,309,,^ k u nn e $,SanBlasKuna,d
Cogui-24_comer-1,,Cogui,24_comer,'za,'za,'z/z a,,Constenla2005,310,,^ 'z a $,Cogui,e
Arhuaco-24_comer-1,,Arhuaco,24_comer,'z,'z,'z/z,,Constenla2005,310,,^ 'z $,Arhuaco,e
Malayo-24_comer-1,,Malayo,24_comer,ʒa,ʒa,ʒ a,,Constenla2005,310,,^ ʒ a $,Malayo,e
Chimila-24_comer-1,,Chimila,24_comer,'kenne,'kenne,'k/k e n e,,Constenla2005,311,,^ 'k e nn e $,Chimila,
Chibcha-24_comer-1,,Chibcha,24_comer,so,so,s o,,Constenla2005,312,,^ s o $,Chibcha,
CentralTunebo-24_comer-1,,CentralTunebo,24_comer,ja'jin,ja'jin,j 'a/a j i n,,Constenla2005,313,,^ j a' j i n $,CentralTunebo,
Bari-24_comer-1,,Bari,24_comer,dà,dà,d à/a,,Constenla2005,314,,^ d à $,Bari,
LencaSalvador-25_con-1,,LencaSalvador,25_con,teN,teN,t e n,,Constenla2005,315,,^ t e N $,LencaSalvador,a
LencaHonduras-25_con-1,,LencaHonduras,25_con,man,man,m a n,,Constenla2005,316,,^ m a n $,LencaHonduras,b
Cacaopera-25_con-1,,Cacaopera,25_con,tiwa,tiwa,t i w a,,Constenla2005,315,,^ t i w a $,Cacaopera,a
Mayangna-25_con-1,,Mayangna,25_con,karak,karak,k a r a k,,Constenla2005,317,,^ k a r a k $,Mayangna,c
Ulwa-25_con-1,,Ulwa,25_con,karak,karak,k a r a k,,Constenla2005,317,,^ k a r a k $,Ulwa,c
Miskito-25_con-1,,Miskito,25_con,wal,wal,w a l,,Constenla2005,318,,^ w a l $,Miskito,
Pech-25_con-1,,Pech,25_con,jó,jó,j ó/o,,Constenla2005,319,,^ j ó $,Pech,ch
Rama-25_con-1,,Rama,25_con,u,u,u,,Constenla2005,319,,^ u $,Rama,ch
MalekuJaika-25_con-1,,MalekuJaika,25_con,ʝu,ʝu,ʝ u,,Constenla2005,319,,^ ʝ u $,MalekuJaika,ch
Boruca-25_con-1,,Boruca,25_con,màŋ,màŋ,m à/a ŋ,,Constenla2005,316,,^ m à ŋ $,Boruca,b
Bribri-25_con-1,,Bribri,25_con,tã̀,tã̀,t ã̀/ã,,Constenla2005,320,,^ t ã̀ $,Bribri,d
Cabecar-25_con-1,,Cabecar,25_con,dà,dà,d à/a,,Constenla2005,321,,^ d à $,Cabecar,e
Teribe-25_con-1,,Teribe,25_con,tʰó,tʰó,tʰ ó/o,,Constenla2005,320,,^ tʰ ó $,Teribe,d
Ngabere-25_con-1,,Ngabere,25_con,be,be,b e,,Constenla2005,316,,^ b e $,Ngabere,b
Buglere-25_con-1,,Buglere,25_con,ole,ole,o l e,,Constenla2005,322,,^ o l e $,Buglere,
Dorasque-25_con-1,,Dorasque,25_con,ba,ba,b a,,Constenla2005,316,,^ b a $,Dorasque,b
SanBlasKuna-25_con-1,,SanBlasKuna,25_con,pa,pa,p a,,Constenla2005,316,,^ p a $,SanBlasKuna,b
Cogui-25_con-1,,Cogui,25_con,na,na,n a,,Constenla2005,321,,^ n a $,Cogui,e
Arhuaco-25_con-1,,Arhuaco,25_con,sin,sin,s i n,,Constenla2005,323,,^ s i n $,Arhuaco,
Malayo-25_con-1,,Malayo,25_con,nɨn,nɨn,n ɨ n,,Constenla2005,321,,^ n ɨ n $,Malayo,e
Chimila-25_con-1,,Chimila,25_con,ah,ah,a h,,Constenla2005,324,,^ a h $,Chimila,f
Chibcha-25_con-1,,Chibcha,25_con,βohotsa,βohotsa,β o h o ts a,,Constenla2005,325,,^ β o h o ts a $,Chibcha,
CentralTunebo-25_con-1,,CentralTunebo,25_con,ʃor,ʃor,ʃ o r,,Constenla2005,326,,^ ʃ o r $,CentralTunebo,
Bari-25_con-1,,Bari,25_con,ãhã,ãhã,ã h ã,,Constenla2005,324,,^ ã h ã $,Bari,f
LencaSalvador-26_cortar-1,,LencaSalvador,26_cortar,t'ih,t'ih,t 'i/i h,,Constenla2005,327,,^ t 'i h $,LencaSalvador,a
LencaHonduras-26_cortar-1,,LencaHonduras,26_cortar,taj,taj,t a j,,Constenla2005,327,,^ t a j $,LencaHonduras,a
Cacaopera-26_cortar-1,,Cacaopera,26_cortar,kat,kat,k a t,,Constenla2005,328,,^ k a t $,Cacaopera,
Mayangna-26_cortar-1,,Mayangna,26_cortar,dak,dak,d a k,,Constenla2005,327,,^ d a k $,Mayangna,a
Ulwa-26_cortar-1,,Ulwa,26_cortar,dak,dak,d a k,,Constenla2005,327,,^ d a k $,Ulwa,a
Miskito-26_cortar-1,,Miskito,26_cortar,klak,klak,k l a k,,Constenla2005,329,,^ k l a k $,Miskito,
Pech-26_cortar-1,,Pech,26_cortar,tàs,tàs,t à/a s,,Constenla2005,330,,^ t à s $,Pech,b
Rama-26_cortar-1,,Rama,26_cortar,a: ŋtk,a: ŋtk,aː + ŋ t k,,Constenla2005,331,,^ a: + ŋ t k $,Rama,c
