Family,Language,ID,Gloss Link,GLOSS,Orthographic Form,Phonemicized Form,Gloss as in Source,Etymology Code,Proto-Form,Proto-Language,Loan Source,Wanderwort Status,Etyma Set,Etymology Notes,General Notes,Source
Chapakuran,Wari,371,/lexical/feature/514,sweat,sudar,"suor, suar",body,,"ca nahwere' nexi' (lit. ‘our sweating’, E&K97))","ka nahwereʔ neʃiʔ (lit. ‘our sweating’, E&K97))",,,,,,,
Chapakuran,Wari,371,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,piʃak (Sousa2009),piʃak (Sousa2009),,,,,,,
Chapakuran,Wari,371,/lexical/feature/820,bark,corteza,casca,environment,,,tapari,,,,,,,
Chapakuran,Wari,371,/lexical/feature/821,fingernail,uña,unha,body,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/822,heart,corazón,coração,body,,,šimišiʔ (šim),,,,,,,
Chapakuran,Wari,371,/lexical/feature/592,sun,sol,sol,time,,,šina,,,,,,,
Chapakuran,Wari,371,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,,pakun,,,,,,,
Chapakuran,Wari,371,/lexical/feature/825,green,verde,verde,quality,,,tb̃um,,,,,,,
Chapakuran,Wari,371,/lexical/feature/826,hot,caliente,quente,quality,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/352,above,"encima, arriba",acima,location,,,baaduu,,,,,,,
Chibchan,Barí,355,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,,ibuungdyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/360,at,"en, a","em, a",location,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/361,back,espalda,costas,body,,,kwĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/565,bad,mal,mal,quality,,,arongbɨšini; atraḳaari,,,,,,,
Chibchan,Barí,355,/lexical/feature/363,belly,barriga,barriga,body,,,išii; aišii,,,,,,,
Chibchan,Barí,355,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,,roradi,,,,,,,
Chibchan,Barí,355,/lexical/feature/365,big,grande,grande,quality,,,aabii,,,,,,,
Chibchan,Barí,355,/lexical/feature/368,black,negro,preto,colour,,,bɨɨh,,,,,,,
Chibchan,Barí,355,/lexical/feature/369,blood,sangre,sangue,body,,,aabi,,,,,,,
Chibchan,Barí,355,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,,yayōsaibu,,,,,,,
Chibchan,Barí,355,/lexical/feature/373,bone,hueso,osso,body,,,ahkara,,,,,,,
Chibchan,Barí,355,/lexical/feature/376,breast,"pecho, seno",peito,body,,,twaa,,,,,,,
Chibchan,Barí,355,/lexical/feature/380,child,"niño, niña",criança,human,,,asaaši,,,,,,,
Chibchan,Barí,355,/lexical/feature/382,cloud,nube,nuvem,environment,,,nindihkɨ,,,,,,,
Chibchan,Barí,355,/lexical/feature/383,cold,frío,frio,quality,,,tɨɨšini,,,,,,,
Chibchan,Barí,355,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,,ããkai,,,,,,,
Chibchan,Barí,355,/lexical/feature/390,day,día,dia,time,,,barikari,,,,,,,
Chibchan,Barí,355,/lexical/feature/395,dirty,sucio,sujo,quality,,,baidaani,,,,,,,
Chibchan,Barí,355,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/399,dry,seco,seco,quality,,,buruuni,,,,,,,
Chibchan,Barí,355,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/401,dust,polvo,poeira,environment,,,ihtan-bruki,,,,,,,
Chibchan,Barí,355,/lexical/feature/402,ear,oreja,orelha,body,,,koḳčii,,,,,,,
Chibchan,Barí,355,/lexical/feature/403,earth/soil,tierra,terra,environment,,,ihtãã,,,,,,,
Chibchan,Barí,355,/lexical/feature/405,egg,huevo,ovo,fauna,,,ãã,,,,,,,
Chibchan,Barí,355,/lexical/feature/406,eye,ojo,olho,body,,,oo; oošubi,,,,,,,
Chibchan,Barí,355,/lexical/feature/409,far,lejos,longe,quality,,,iitčikiri,,,,,,,
Chibchan,Barí,355,/lexical/feature/410,fat/grease,grasa,gordura,body,,,ahtooto,,,,,,,
Chibchan,Barí,355,/lexical/feature/411,father,"padre, papá",pai,kinship,,,aataida,,,,,,,
Chibchan,Barí,355,/lexical/feature/413,feather,pluma,pena,fauna,,,ããčĩĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/414,fire,fuego,fogo,environment,,,kaaḍɨ,,,,,,,
Chibchan,Barí,355,/lexical/feature/417,flower,flor,flor,environment,,,tootubi,,,,,,,
Chibchan,Barí,355,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,,boraaba,,,,,,,
Chibchan,Barí,355,/lexical/feature/421,fruit,fruta,fruta,flora,,,kaaraba,,,,,,,
Chibchan,Barí,355,/lexical/feature/422,good,bueno,bom,quality,,,sasaaini; sabaini,,,,,,,
Chibchan,Barí,355,/lexical/feature/425,hair (of head),cabello,cabelo,body,,,kãatũũ,,,,,,,
Chibchan,Barí,355,/lexical/feature/426,hand,mano,mão,body,,,aḳduu,,,,,,,
Chibchan,Barí,355,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,,oobãi,,,,,,,
Chibchan,Barí,355,/lexical/feature/428,head,cabeza,cabeça,body,,,asaakbah; asaɨg,,,,,,,
Chibchan,Barí,355,/lexical/feature/430,heavy,pesado,pesado,quality,,,aabari,,,,,,,
Chibchan,Barí,355,/lexical/feature/435,how?,como,como,grammar,,,aangka,,,,,,,
Chibchan,Barí,355,/lexical/feature/558,1sg,yo,eu,grammar,,,nãi,,,,,,,
Chibchan,Barí,355,/lexical/feature/437,if,si,se,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/438,in/inside,"dentro, adentro",dentro,location,,,#NAME?,,,,,,,
Chibchan,Barí,355,/lexical/feature/439,intestines,intestinos,intestinos,body,,,aaiši,,,,,,,
Chibchan,Barí,355,/lexical/feature/444,lake,lago,lago,environment,,,badõo,,,,,,,
Chibchan,Barí,355,/lexical/feature/446,leaf,hoja,folha,environment,,,ahḳaadu,,,,,,,
Chibchan,Barí,355,/lexical/feature/447,left/left hand,izquierdo,esquerdo,location/body,,,miikã,,,,,,,
Chibchan,Barí,355,/lexical/feature/580,leg/foot,pierna,perna,body,,,kain,,,,,,,
Chibchan,Barí,355,/lexical/feature/450,lightning,"rayo, relámpago",relampago,environment,,,dyibahdū,,,,,,,
Chibchan,Barí,355,/lexical/feature/452,liver,hígado,figado,body,,,aabingba,,,,,,,
Chibchan,Barí,355,/lexical/feature/453,long,largo,"comprido, longo",quality,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/454,louse,"piollo, piojo",piolho,fauna,,,kuu,,,,,,,
Chibchan,Barí,355,/lexical/feature/581,man/male,hombre,homem,human,,,la,,,,,,,
Chibchan,Barí,355,/lexical/feature/457,meat/flesh,carne,carne,fauna,,,aaidyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/458,moon,luna,lua,environment,,,čibaɨg,,,,,,,
Chibchan,Barí,355,/lexical/feature/460,mother,"madre, mamá",mãe,kinship,,,abaama,,,,,,,
Chibchan,Barí,355,/lexical/feature/461,mouth,boca,boca,body,,,kaḳšuu,,,,,,,
Chibchan,Barí,355,/lexical/feature/462,name,nombre,nome,human,,,aa,,,,,,,
Chibchan,Barí,355,/lexical/feature/464,near/close,cerca de,perto,quality,,,muungdani,,,,,,,
Chibchan,Barí,355,/lexical/feature/463,nape,"base del cuello, nuca",nuca,body,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/465,neck,cuello,pescoço,body,,,aboo; aboo aidyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/466,new,nuevo,novo,quality,,,oḳdo,,,,,,,
Chibchan,Barí,355,/lexical/feature/467,night,noche,noite,time,,,sɨ̃ɨ̃,,,,,,,
Chibchan,Barí,355,/lexical/feature/468,no/not,no,não,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/469,nose,nariz,nariz,body,,,ḍiisa,,,,,,,
Chibchan,Barí,355,/lexical/feature/470,old,viejo,velho,quality,,,saatdau,,,,,,,
Chibchan,Barí,355,/lexical/feature/471,one,uno,um,number,,,ĩĩtoupʔ,,,,,,,
Chibchan,Barí,355,/lexical/feature/473,other,otro,outro,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,,sašini,,,,,,,
Chibchan,Barí,355,/lexical/feature/475,person/human being,persona,pessoa,human,,,barī,,,,,,,
Chibchan,Barí,355,/lexical/feature/477,rain,lluvia,chuva,environment,,,dihkaɨg,,,,,,,
Chibchan,Barí,355,/lexical/feature/478,red,rojo,vermelho,colour,,,bohḳaraa,,,,,,,
Chibchan,Barí,355,/lexical/feature/479,right/right hand,derecha,direita,location/body,,,ããkai,,,,,,,
Chibchan,Barí,355,/lexical/feature/480,road/path,camino,caminho,manufacture,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/481,root,raíz,raiz,flora,,,ašišĩĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/483,rotten,podrido,podre,quality,,,ããnta,,,,,,,
Chibchan,Barí,355,/lexical/feature/484,sand,arena,areia,environment,,,ũũngda,,,,,,,
Chibchan,Barí,355,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,,ihkobaaini,,,,,,,
Chibchan,Barí,355,/lexical/feature/490,short,corto,curto,quality,,,ooḳbarekʔ,,,,,,,
Chibchan,Barí,355,/lexical/feature/491,shoulder,hombro,ombro,body,,,bahdoo,,,,,,,
Chibchan,Barí,355,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/494,skin,piel,pele,body,,,aɨgšuu,,,,,,,
Chibchan,Barí,355,/lexical/feature/495,sky,cielo,céu,environment,,,baḍũ,,,,,,,
Chibchan,Barí,355,/lexical/feature/497,small,pequeño,pequeno,quality,,,baakaĩ; ihtoo,,,,,,,
Chibchan,Barí,355,/lexical/feature/498,smoke,humo,fumaça,environment,,,iiraḳbah,,,,,,,
Chibchan,Barí,355,/lexical/feature/509,star,estrella,estrela,environment,,,tootubi,,,,,,,
Chibchan,Barí,355,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,,kaa,,,,,,,
Chibchan,Barí,355,/lexical/feature/512,stone,piedra,pedra,environment,,,ããng; aɨna,,,,,,,
Chibchan,Barí,355,/lexical/feature/517,tail,"cola, rabo",rabo,body,,,arihku,,,,,,,
Chibchan,Barí,355,/lexical/feature/518,that,ese/esa,esse,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,,oračidyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,,aabi,,,,,,,
Chibchan,Barí,355,/lexical/feature/522,thin,delgado,fino,quality,,,ihtoo,,,,,,,
Chibchan,Barí,355,/lexical/feature/524,this,este/esta,este,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/560,2sg,xx,xx,grammar,,,bai,,,,,,,
Chibchan,Barí,355,/lexical/feature/527,throat,garganta,garganta,body,,,būuri,,,,,,,
Chibchan,Barí,355,/lexical/feature/526,three,tres,tres,number,,,tentoḳou; bitentoḳou,,,,,,,
Chibchan,Barí,355,/lexical/feature/529,thunder,truenos,trovão,environment,,,bihdāri,,,,,,,
Chibchan,Barí,355,/lexical/feature/367,bite,morder,morder,body,,,baḳosõõ,,,,,,,
Chibchan,Barí,355,/lexical/feature/370,blow,soplar,soprar,body,,,buubãã,,,,,,,
Chibchan,Barí,355,/lexical/feature/377,breathe,respirar,respirar,body,,,bosobuku,,,,,,,
Chibchan,Barí,355,/lexical/feature/378,burn,quemar,queimar,environment,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,,kõõ,,,,,,,
Chibchan,Barí,355,/lexical/feature/381,climb,subir,subir,motion,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/384,come,venir,vir,motion,,,abãi,,,,,,,
Chibchan,Barí,355,/lexical/feature/385,cook,cocinar,cozinhar,impact,,,binasa,,,,,,,
Chibchan,Barí,355,/lexical/feature/387,count,contar,contar,mental,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/388,cry,llorar,chorar,mental,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/389,cut/hack,cortar,cortar,impact,,,aɨgdaḳan,,,,,,,
Chibchan,Barí,355,/lexical/feature/391,die/be dead,morir,morrer,state,,,širɨ̃ aḳbaikãng,,,,,,,
Chibchan,Barí,355,/lexical/feature/392,dig,cavar,cavar,impact,,,okdyikããn,,,,,,,
Chibchan,Barí,355,/lexical/feature/397,dream,soñar,sonhar,mental,,,borog'barina,,,,,,,
Chibchan,Barí,355,/lexical/feature/398,drink,"beber, tomar",beber,body,,,da; aɨkseɨba,,,,,,,
Chibchan,Barí,355,/lexical/feature/404,eat,comer,comer,body,,,karabaseɨba,,,,,,,
Chibchan,Barí,355,/lexical/feature/408,fall,caer,cair,motion,,,baɨgkirakbã,,,,,,,
Chibchan,Barí,355,/lexical/feature/412,fear,miedo,medo,mental,,,doḳtosõn,,,,,,,
Chibchan,Barí,355,/lexical/feature/416,flow,fluir,fluir,motion,,,širurũ otaḳbari,,,,,,,
Chibchan,Barí,355,/lexical/feature/418,fly,volar,voar,motion,,,boohboo oḳadyĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/424,grow,crecer,crescer,state,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/429,hear,oír,ouvir,mental,,,anaɨgkãng,,,,,,,
Chibchan,Barí,355,/lexical/feature/431,hide,esconder,esconder,motion,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/432,hit,"golpear, pegar",bater,impact,,,dõõ; buukši (?),,,,,,,
Chibchan,Barí,355,/lexical/feature/433,hold,"correr, asegurar, sostener",segurar,other,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/442,kill,matar,matar,impact,,,sobãã,,,,,,,
Chibchan,Barí,355,/lexical/feature/579,know/be knowledgeable,"saber, conecer","saber, conhecer",mental,,,kaama,,,,,,,
Chibchan,Barí,355,/lexical/feature/445,laugh,reír,rir,mental,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/449,lie down,"acostarse, echarse",deitar,motion,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/451,live/be alive,vivir,"viver, morar",body,,,dobaɨgbari; baɨgbari,,,,,,,
Chibchan,Barí,355,/lexical/feature/472,open/uncover,abrir,abrir,other,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/476,pound/beat,"machacar, golpear",bater,impact,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/485,say,decir,dizer,mental,,,iibaḳan,,,,,,,
Chibchan,Barí,355,/lexical/feature/486,scratch,rascar,rasgar,impact,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/487,see,ver,ver,mental,,,maadyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/489,shoot,"tirar, disparar, balear",atirar,impact,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/493,sit,sentar(se),sentar,state,,,kaani,,,,,,,
Chibchan,Barí,355,/lexical/feature/496,sleep,dormir,dormir,body,,,kabukãng; ooškɨkʔ,,,,,,,
Chibchan,Barí,355,/lexical/feature/500,sniff/smell,"olfatear, oler",cheirar,body,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/504,spit,escupir,cuspir,body,,,kurukduu,,,,,,,
Chibchan,Barí,355,/lexical/feature/505,split,"partir, dividir","rachar, dividir, partir",impact,,,aɨgdon (?),,,,,,,
Chibchan,Barí,355,/lexical/feature/506,squeeze,"estrujar, exprimir",espremer,impact,,,saɨng-saing,,,,,,,
Chibchan,Barí,355,/lexical/feature/507,stab/pierce,"apuñalar, acuchillar",apunhalar,impact,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/508,stand,estar de pié,ficar em pé,state,,,bikigbisaa,,,,,,,
Chibchan,Barí,355,/lexical/feature/510,steal,robar,roubar,other,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/513,suck,chupar,chupar,body,,,tuu aɨgsadyĩ; dada,,,,,,,
Chibchan,Barí,355,/lexical/feature/515,swell,hincharse,inchar,body,,,ayrãã,,,,,,,
Chibchan,Barí,355,/lexical/feature/516,swim,nadar,nadar,motion,,,arubisaḳããng,,,,,,,
Chibchan,Barí,355,/lexical/feature/523,think,pensar,pensar,mental,,,yaamitdoḳaani,,,,,,,
Chibchan,Barí,355,/lexical/feature/528,throw,"tirar, lanzar","atirar, jogar",impact,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/530,tie up/fasten,"atar, amarrar",amarrar,impact,,,yuukããn,,,,,,,
Chibchan,Barí,355,/lexical/feature/534,turn,"girar, volter, torcer",virar,other,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/536,vomit,vomitar,vomitar,body,,,boɨgsɨ,,,,,,,
Chibchan,Barí,355,/lexical/feature/537,walk,"caminar, andar",andar,motion,,,nyũ,,,,,,,
Chibchan,Barí,355,/lexical/feature/552,work,trabajar,trabalhar,other,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/553,yawn,bostezar,bocejar,body,,,kabah agaksakei,,,,,,,
Chibchan,Barí,355,/lexical/feature/531,tongue,lengua,lingua,body,,,kobẽ,,,,,,,
Chibchan,Barí,355,/lexical/feature/532,tooth,diente,dente,body,,,ḍuḍu,,,,,,,
Chibchan,Barí,355,/lexical/feature/535,two,dos,dois,number,,,ĩĩsaami,,,,,,,
Chibchan,Barí,355,/lexical/feature/538,water,agua,agua,environment,,,šiima,,,,,,,
Chibchan,Barí,355,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/541,wet,mojado,molhado,quality,,,atɨšini,,,,,,,
Chibchan,Barí,355,/lexical/feature/542,what?,"que, qué",que,grammar,,,aybi; aybidou,,,,,,,
Chibchan,Barí,355,/lexical/feature/543,when?,cuando,quando,grammar,,,aaibi,,,,,,,
Chibchan,Barí,355,/lexical/feature/544,where?,donde,onde,grammar,,,abããhã,,,,,,,
Chibchan,Barí,355,/lexical/feature/545,white,blanco,branco,colour,,,bačii; bačiini,,,,,,,
Chibchan,Barí,355,/lexical/feature/546,who?,"quien, quién",quem,grammar,,,ããmai,,,,,,,
Chibchan,Barí,355,/lexical/feature/547,wife,esposa,esposa,kinship,,,a-byoo-bai,,,,,,,
Chibchan,Barí,355,/lexical/feature/548,wind,viento,vento,environment,,,saaba,,,,,,,
Chibchan,Barí,355,/lexical/feature/549,wing,ala,asa,body,,,ãčĩĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/551,woman/female,mujer,mulher,human,,,byoo,,,,,,,
Chibchan,Barí,355,/lexical/feature/554,yellow,amarillo,amarelo,colour,,,karikã ašungdu,,,,,,,
Chibchan,Barí,355,/lexical/feature/559,2pl,ustedes,vocês,grammar,,,bidyi,,,,,,,
Chibchan,Barí,355,/lexical/feature/420,foot,pie,pé,body,,,kihtuu,,,,,,,
Chibchan,Barí,355,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/354,all,todo,todos,other,,,ĩĩški,,,,,,,
Chibchan,Barí,355,/lexical/feature/356,ankle,tobillo,tornozelo,body,,,kiokbā karikāa,,,,,,,
Chibchan,Barí,355,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,,ahtū,,,,,,,
Chibchan,Barí,355,/lexical/feature/455,lung,pulmón,pulmão,body,,,ašiše,,,,,,,
Chibchan,Barí,355,/lexical/feature/514,sweat,sudar,"suor, suar",body,,,,,,,,,,
Chibchan,Barí,355,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,,alošīni,,,,,,,
Chibchan,Barí,355,/lexical/feature/820,bark,corteza,casca,environment,,,aɨgšuu,,,,,,,
Chibchan,Barí,355,/lexical/feature/821,fingernail,uña,unha,body,,,šdooh,,,,,,,
Chibchan,Barí,355,/lexical/feature/822,heart,corazón,coração,body,,,aḳbadyĩĩ,,,,,,,
Chibchan,Barí,355,/lexical/feature/592,sun,sol,sol,time,,,nyaa,,,,,,,
Chibchan,Barí,355,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,,dyɨra,,,,,,,
Chibchan,Barí,355,/lexical/feature/825,green,verde,verde,quality,,,bireikara,,,,,,,
Chibchan,Barí,355,/lexical/feature/826,hot,caliente,quente,quality,,,asãã; asaašini,,,,,,,
Chibchan,Muisca,82,/lexical/feature/352,above,"encima, arriba",acima,location,,,,,,,,,,
Chibchan,Muisca,82,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Chibchan,Muisca,82,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,"fusque, sucta","puske, sukta",,,,,,,
Chibchan,Muisca,82,/lexical/feature/360,at,"en, a","em, a",location,,na,na,,,,,,,
Chibchan,Muisca,82,/lexical/feature/361,back,espalda,costas,body,,gutaquyn,γutakuɨn,,,,,,,
Chibchan,Muisca,82,/lexical/feature/565,bad,mal,mal,quality,,achuenza,aʂuentʂa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/363,belly,barriga,barriga,body,,"ie, ieta","ie, ieta",,,,,,,
Chibchan,Muisca,82,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,hicha-,hiʂa-,,,,,,,
Chibchan,Muisca,82,/lexical/feature/365,big,grande,grande,quality,,cuhuma,kuhuma,,,,,,,
Chibchan,Muisca,82,/lexical/feature/368,black,negro,preto,colour,,amuyhyzyn mague,amuɨhɨtʂɨn maγe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/369,blood,sangre,sangue,body,,hyba,hɨβa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,atomansuca,atomansuka,,,,,,,
Chibchan,Muisca,82,/lexical/feature/373,bone,hueso,osso,body,,quyne,kuɨne,,,,,,,
Chibchan,Muisca,82,/lexical/feature/376,breast,"pecho, seno",peito,body,,fihista,βihista,,,,,,,
Chibchan,Muisca,82,/lexical/feature/380,child,"niño, niña",criança,human,,guasgua cha,γuasγua ʂa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/382,cloud,nube,nuvem,environment,,faoa,βaoa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/383,cold,frío,frio,quality,,zquyensuca,tʂkuɨensuka,,,,,,,
Chibchan,Muisca,82,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,ocasa,okasa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/390,day,día,dia,time,,sua,sua,,,,,,,
Chibchan,Muisca,82,/lexical/feature/395,dirty,sucio,sujo,quality,,amuyhyzen mague,amuɨhɨzen maγe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Chibchan,Muisca,82,/lexical/feature/399,dry,seco,seco,quality,,buchua,βuʂua,,,,,,,
Chibchan,Muisca,82,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,,,,,,,,
Chibchan,Muisca,82,/lexical/feature/401,dust,polvo,poeira,environment,,fusque,puske,,,,,,,
Chibchan,Muisca,82,/lexical/feature/402,ear,oreja,orelha,body,,cuhuca,kuhuka,,,,,,,
Chibchan,Muisca,82,/lexical/feature/403,earth/soil,tierra,terra,environment,,iegui,ieγi,,,,,,,
Chibchan,Muisca,82,/lexical/feature/405,egg,huevo,ovo,fauna,,bgye,βγɨe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/406,eye,ojo,olho,body,,upqua,upkua,,,,,,,
Chibchan,Muisca,82,/lexical/feature/409,far,lejos,longe,quality,,ahuen mague,ahuen maγe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/410,fat/grease,grasa,gordura,body,,,,,,,,,,
Chibchan,Muisca,82,/lexical/feature/411,father,"padre, papá",pai,kinship,,"paba, pabi","paβa, paβi",,,,,,,
Chibchan,Muisca,82,/lexical/feature/413,feather,pluma,pena,fauna,,gaca,γaka,,,,,,,
Chibchan,Muisca,82,/lexical/feature/414,fire,fuego,fogo,environment,,gata,γata,,,,,,,
Chibchan,Muisca,82,/lexical/feature/417,flower,flor,flor,environment,,uba,uβa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,faoa,paoa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/421,fruit,fruta,fruta,flora,,quyeuba,kuɨeuβa,,,,,,,
Chibchan,Muisca,82,/lexical/feature/422,good,bueno,bom,quality,,cho,ʂo,,,,,,,
Chibchan,Muisca,82,/lexical/feature/425,hair (of head),cabello,cabelo,body,,zye,tʂɨe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/426,hand,mano,mão,body,,yta,ɨta,,,,,,,
Chibchan,Muisca,82,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,asy,asɨ,,,,,,,
Chibchan,Muisca,82,/lexical/feature/428,head,cabeza,cabeça,body,,zysquy,tʂɨskuɨ,,,,,,,
Chibchan,Muisca,82,/lexical/feature/430,heavy,pesado,pesado,quality,,afihizan mague,apihitʂan maγe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/435,how?,como,como,grammar,,ia hacobe,ia hakoβe,,,,,,,
Chibchan,Muisca,82,/lexical/feature/558,1sg,yo,eu,grammar,,hycha,hɨʂa,,,,,,,
