Family,Language,ID,Gloss Link,GLOSS,Orthographic Form,Phonemicized Form,Gloss as in Source,Etymology Code,Proto-Form,Proto-Language,Loan Source,Wanderwort Status,Etyma Set,Etymology Notes,General Notes,Source
Isolate,Kwazá,379,/lexical/feature/544,where?,donde,onde,grammar,,,,,,,,,,
Isolate,Kwazá,379,/lexical/feature/545,white,blanco,branco,colour,,"ha?ỹ-, hakuty-","ha?ỹ-, hakuty-",,,,,,,
Isolate,Kwazá,379,/lexical/feature/546,who?,"quien, quién",quem,grammar,,dilɛ,dilɛ,,,,,,,
Isolate,Kwazá,379,/lexical/feature/547,wife,esposa,esposa,kinship,,etay,etay,,,,,,,
Isolate,Kwazá,379,/lexical/feature/548,wind,viento,vento,environment,,kurje-,kurje-,,,,,,,
Isolate,Kwazá,379,/lexical/feature/549,wing,ala,asa,body,,"cake, -kasi","cake, -kasi",,,,,,,
Isolate,Kwazá,379,/lexical/feature/551,woman/female,mujer,mulher,human,,"etay, -tay","etay, -tay",,,,,,,
Isolate,Kwazá,379,/lexical/feature/554,yellow,amarillo,amarelo,colour,,"haxy?ỹ-, wɛu?ỹ-","haxy?ỹ-, wɛu?ỹ-",,,,,,,
Isolate,Kwazá,379,/lexical/feature/559,2pl,ustedes,vocês,grammar,,xyitsɛ,xyitsɛ,,,,,,,
Isolate,Kwazá,379,/lexical/feature/420,foot,pie,pé,body,,"dykudji, dytoha, -toha, coha, -djo","dykudji, dytoha, -toha, coha, -djo",,,,,,,
Isolate,Kwazá,379,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,"bonyhỹ, -je?e, -e","bonyhỹ, -je?e, -e",,,,,,,
Isolate,Kwazá,379,/lexical/feature/354,all,todo,todos,other,,"du-, txirja","du-, txirja",,,,,,,
Isolate,Kwazá,379,/lexical/feature/356,ankle,tobillo,tornozelo,body,,ecorewe,ecorewe,,,,,,,
Isolate,Kwazá,379,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,"tsoronãtai, -natai","tsoronãtai, -natai",,,,,,,
Isolate,Kwazá,379,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,,,,,,,,,
Isolate,Kwazá,379,/lexical/feature/455,lung,pulmón,pulmão,body,,"erixykãjã, exykãjã, -xykãjã (all refer to the plural  lungs )","erixykãjã, exykãjã, -xykãjã (all refer to the plural  lungs )",,,,,,,
Isolate,Kwazá,379,/lexical/feature/514,sweat,sudar,"suor, suar",body,,konãjãdy-,konãjãdy-,,,,,,,
Isolate,Kwazá,379,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,"ihilu-, kakanĩ-, koxona-, pɛtxa","ihilu-, kakanĩ-, koxona-, pɛtxa",,,,,,,
Isolate,Kwazá,379,/lexical/feature/820,bark,corteza,casca,environment,,"wo-, -siki, -ka","wo-, -siki, -ka",,,,,,,
Isolate,Kwazá,379,/lexical/feature/821,fingernail,uña,unha,body,,"tswãsĩ, -swãsĩ","tswãsĩ, -swãsĩ",,,,,,,
Isolate,Kwazá,379,/lexical/feature/822,heart,corazón,coração,body,,erito,erito,,,,,,,
Isolate,Kwazá,379,/lexical/feature/592,sun,sol,sol,time,,kosa,kosa,,,,,,,
Isolate,Kwazá,379,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,tsuritsatu,tsuritsatu,,,,,,,
Isolate,Kwazá,379,/lexical/feature/825,green,verde,verde,quality,,mɛ̃rũi?ỹ-,mɛ̃rũi?ỹ-,,,,,,,
Isolate,Kwazá,379,/lexical/feature/826,hot,caliente,quente,quality,,"kike-, konãjã-","kike-, konãjã-",,,,,,,
Isolate,Máku,104,/lexical/feature/352,above,"encima, arriba",acima,location,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/360,at,"en, a","em, a",location,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/361,back,espalda,costas,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/565,bad,mal,mal,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/363,belly,barriga,barriga,body,,sɨkɨči,sɨkɨtʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/365,big,grande,grande,quality,,bote,bote,,,,,,,
Isolate,Máku,104,/lexical/feature/368,black,negro,preto,colour,,"kabi, weʔči","kabi, weʔtʃi",,,,,,,
Isolate,Máku,104,/lexical/feature/369,blood,sangre,sangue,body,,le:me,le:me,,,,,,,
Isolate,Máku,104,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/373,bone,hueso,osso,body,,a:mu,a:mu,,,,,,,
Isolate,Máku,104,/lexical/feature/376,breast,"pecho, seno",peito,body,,čüčü,tʃütʃü,,,,,,,
Isolate,Máku,104,/lexical/feature/380,child,"niño, niña",criança,human,,,maʔ'sa,,,,,,,
Isolate,Máku,104,/lexical/feature/382,cloud,nube,nuvem,environment,,sapǝnawi,,,,,,,,
Isolate,Máku,104,/lexical/feature/383,cold,frío,frio,quality,,"antsu, mihu","antsu, mihu",,,,,,,
Isolate,Máku,104,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/390,day,día,dia,time,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/395,dirty,sucio,sujo,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/399,dry,seco,seco,quality,,ka:te,ka:te,,,,,,,
Isolate,Máku,104,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/401,dust,polvo,poeira,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/402,ear,oreja,orelha,body,,čikaʔte,tʃikaʔte,,,,,,,
Isolate,Máku,104,/lexical/feature/403,earth/soil,tierra,terra,environment,,boʔte,boʔte,,,,,,,
Isolate,Máku,104,/lexical/feature/405,egg,huevo,ovo,fauna,,küʔte,küʔte,,,,,,,
Isolate,Máku,104,/lexical/feature/406,eye,ojo,olho,body,,sukute,sukute,,,,,,,
Isolate,Máku,104,/lexical/feature/409,far,lejos,longe,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/410,fat/grease,grasa,gordura,body,,e:künü,e:künü,,,,,,,
Isolate,Máku,104,/lexical/feature/411,father,"padre, papá",pai,kinship,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/413,feather,pluma,pena,fauna,,ku:te (also used for hair),ku:te (also used for hair),,,,,,,
Isolate,Máku,104,/lexical/feature/414,fire,fuego,fogo,environment,,nühẽ,nühẽ,,,,,,,
Isolate,Máku,104,/lexical/feature/417,flower,flor,flor,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/421,fruit,fruta,fruta,flora,,,ku:mu,,,,,,,
Isolate,Máku,104,/lexical/feature/422,good,bueno,bom,quality,,"kuduma, e:di","kuduma, e:di",,,,,,,
Isolate,Máku,104,/lexical/feature/425,hair (of head),cabello,cabelo,body,,ku:te (also used for feather),ku:te (also used for feather),,,,,,,
Isolate,Máku,104,/lexical/feature/426,hand,mano,mão,body,,suku,suku,,,,,,,
Isolate,Máku,104,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/428,head,cabeza,cabeça,body,,ke:te,ke:te,,,,,,,
Isolate,Máku,104,/lexical/feature/430,heavy,pesado,pesado,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/435,how?,como,como,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/558,1sg,yo,eu,grammar,,te:ne,te:ne,,,,,,,
Isolate,Máku,104,/lexical/feature/437,if,si,se,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/438,in/inside,"dentro, adentro",dentro,location,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/439,intestines,intestinos,intestinos,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/444,lake,lago,lago,environment,,,bʌ'ʔi,,,,,,,
Isolate,Máku,104,/lexical/feature/446,leaf,hoja,folha,environment,,de:mu,de:mu,,,,,,,
Isolate,Máku,104,/lexical/feature/447,left/left hand,izquierdo,esquerdo,location/body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/580,leg/foot,pierna,perna,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/450,lightning,"rayo, relámpago",relampago,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/452,liver,hígado,figado,body,,i:sa,i:sa,,,,,,,
Isolate,Máku,104,/lexical/feature/453,long,largo,"comprido, longo",quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/454,louse,"piollo, piojo",piolho,fauna,,,i'ne,,,,,,,
Isolate,Máku,104,/lexical/feature/581,man/male,hombre,homem,human,,la:səba,la:səba,,,,,,,
Isolate,Máku,104,/lexical/feature/457,meat/flesh,carne,carne,fauna,,muči,mutʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/458,moon,luna,lua,environment,,ya,ya,,,,,,,
Isolate,Máku,104,/lexical/feature/460,mother,"madre, mamá",mãe,kinship,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/461,mouth,boca,boca,body,,wɨ:či,wɨ:tʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/462,name,nombre,nome,human,,entse,entse,,,,,,,
Isolate,Máku,104,/lexical/feature/464,near/close,cerca de,perto,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/463,nape,"base del cuello, nuca",nuca,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/465,neck,cuello,pescoço,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/466,new,nuevo,novo,quality,,asi,asi,,,,,,,
Isolate,Máku,104,/lexical/feature/467,night,noche,noite,time,,i:kisu,i:kisu,,,,,,,
Isolate,Máku,104,/lexical/feature/468,no/not,no,não,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/469,nose,nariz,nariz,body,,pi,pi,,,,,,,
Isolate,Máku,104,/lexical/feature/470,old,viejo,velho,quality,,,lu'kwa,,,,,,,
Isolate,Máku,104,/lexical/feature/471,one,uno,um,number,,nokuðamu,nokuðamu,,,,,,,
Isolate,Máku,104,/lexical/feature/473,other,otro,outro,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/475,person/human being,persona,pessoa,human,,dzoʔkude,dzoʔkude,,,,,,,
Isolate,Máku,104,/lexical/feature/477,rain,lluvia,chuva,environment,,naʔme,,,,,,,,
Isolate,Máku,104,/lexical/feature/478,red,rojo,vermelho,colour,,leme,leme,,,,,,,
Isolate,Máku,104,/lexical/feature/479,right/right hand,derecha,direita,location/body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/480,road/path,camino,caminho,manufacture,,i:kilu,i:kilu,,,,,,,
Isolate,Máku,104,/lexical/feature/481,root,raíz,raiz,flora,,lemekeči,lemeketʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/483,rotten,podrido,podre,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/484,sand,arena,areia,environment,,lünükü,lünükü,,,,,,,
Isolate,Máku,104,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/490,short,corto,curto,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/491,shoulder,hombro,ombro,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/494,skin,piel,pele,body,,č:mu (possibly a mistake in the source?),tʃ:mu (possibly a mistake in the source?),,,,,,,
Isolate,Máku,104,/lexical/feature/495,sky,cielo,céu,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/497,small,pequeño,pequeno,quality,,kudi,kudi,,,,,,,
Isolate,Máku,104,/lexical/feature/498,smoke,humo,fumaça,environment,,čipe,tʃipe,,,,,,,
Isolate,Máku,104,/lexical/feature/509,star,estrella,estrela,environment,,ðaoku,ðaoku,,,,,,,
Isolate,Máku,104,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/512,stone,piedra,pedra,environment,,li:ne,li:ne,,,,,,,
Isolate,Máku,104,/lexical/feature/517,tail,"cola, rabo",rabo,body,,ne:to,ne:to,,,,,,,
Isolate,Máku,104,/lexical/feature/518,that,ese/esa,esse,grammar,,kwa,kwa,,,,,,,
Isolate,Máku,104,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/522,thin,delgado,fino,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/524,this,este/esta,este,grammar,,ki,ki,,,,,,,
Isolate,Máku,104,/lexical/feature/560,2sg,xx,xx,grammar,,e:ne,e:ne,,,,,,,
Isolate,Máku,104,/lexical/feature/527,throat,garganta,garganta,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/526,three,tres,tres,number,,šünalá,,,,,,,,
Isolate,Máku,104,/lexical/feature/529,thunder,truenos,trovão,environment,,ülü,,,,,,,,
Isolate,Máku,104,/lexical/feature/367,bite,morder,morder,body,,bü,,,,,,,,
Isolate,Máku,104,/lexical/feature/370,blow,soplar,soprar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/377,breathe,respirar,respirar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/378,burn,quemar,queimar,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/381,climb,subir,subir,motion,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/384,come,venir,vir,motion,,na,,,,,,,,
Isolate,Máku,104,/lexical/feature/385,cook,cocinar,cozinhar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/387,count,contar,contar,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/388,cry,llorar,chorar,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/389,cut/hack,cortar,cortar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/391,die/be dead,morir,morrer,state,,kinə,kinə,,,,,,,
Isolate,Máku,104,/lexical/feature/392,dig,cavar,cavar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/397,dream,soñar,sonhar,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/398,drink,"beber, tomar",beber,body,,mi,mi,,,,,,,
Isolate,Máku,104,/lexical/feature/404,eat,comer,comer,body,,ki,ki,,,,,,,
Isolate,Máku,104,/lexical/feature/408,fall,caer,cair,motion,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/412,fear,miedo,medo,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/416,flow,fluir,fluir,motion,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/418,fly,volar,voar,motion,,nü,nü,,,,,,,
Isolate,Máku,104,/lexical/feature/424,grow,crecer,crescer,state,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/429,hear,oír,ouvir,mental,,ne,ne,,,,,,,
Isolate,Máku,104,/lexical/feature/431,hide,esconder,esconder,motion,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/432,hit,"golpear, pegar",bater,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/433,hold,"correr, asegurar, sostener",segurar,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/442,kill,matar,matar,impact,,šipinu,ʃipinu,,,,,,,
Isolate,Máku,104,/lexical/feature/579,know/be knowledgeable,"saber, conecer","saber, conhecer",mental,,nimi,nimi,,,,,,,
Isolate,Máku,104,/lexical/feature/445,laugh,reír,rir,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/449,lie down,"acostarse, echarse",deitar,motion,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/451,live/be alive,vivir,"viver, morar",body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/472,open/uncover,abrir,abrir,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/476,pound/beat,"machacar, golpear",bater,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/485,say,decir,dizer,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/486,scratch,rascar,rasgar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/487,see,ver,ver,mental,,ku,ku,,,,,,,
Isolate,Máku,104,/lexical/feature/489,shoot,"tirar, disparar, balear",atirar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/493,sit,sentar(se),sentar,state,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/496,sleep,dormir,dormir,body,,we (also used for hot),we (also used for hot),,,,,,,
Isolate,Máku,104,/lexical/feature/500,sniff/smell,"olfatear, oler",cheirar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/504,spit,escupir,cuspir,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/505,split,"partir, dividir","rachar, dividir, partir",impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/506,squeeze,"estrujar, exprimir",espremer,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/507,stab/pierce,"apuñalar, acuchillar",apunhalar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/508,stand,estar de pié,ficar em pé,state,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/510,steal,robar,roubar,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/513,suck,chupar,chupar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/515,swell,hincharse,inchar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/516,swim,nadar,nadar,motion,,lawa,lawa,,,,,,,
Isolate,Máku,104,/lexical/feature/523,think,pensar,pensar,mental,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/528,throw,"tirar, lanzar","atirar, jogar",impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/530,tie up/fasten,"atar, amarrar",amarrar,impact,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/534,turn,"girar, volter, torcer",virar,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/536,vomit,vomitar,vomitar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/537,walk,"caminar, andar",andar,motion,,te,te,,,,,,,
Isolate,Máku,104,/lexical/feature/552,work,trabajar,trabalhar,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/553,yawn,bostezar,bocejar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/531,tongue,lengua,lingua,body,,du:te,du:te,,,,,,,
Isolate,Máku,104,/lexical/feature/532,tooth,diente,dente,body,,wu:mu,wu:mu,,,,,,,
Isolate,Máku,104,/lexical/feature/535,two,dos,dois,number,,baʔta,"baʔta, nu'ʔu",,,,,,,
Isolate,Máku,104,/lexical/feature/538,water,agua,agua,environment,,naʔme,naʔme,,,,,,,
Isolate,Máku,104,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,te:kene,te:kene,,,,,,,
Isolate,Máku,104,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/541,wet,mojado,molhado,quality,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/542,what?,"que, qué",que,grammar,,čini,tʃini,,,,,,,
Isolate,Máku,104,/lexical/feature/543,when?,cuando,quando,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/544,where?,donde,onde,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/545,white,blanco,branco,colour,,kaləmate,kaləmate,,,,,,,
Isolate,Máku,104,/lexical/feature/546,who?,"quien, quién",quem,grammar,,toči,totʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/547,wife,esposa,esposa,kinship,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/548,wind,viento,vento,environment,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/549,wing,ala,asa,body,,indé,,,,,,,,
Isolate,Máku,104,/lexical/feature/551,woman/female,mujer,mulher,human,,ne:labə,ne:labə,,,,,,,
Isolate,Máku,104,/lexical/feature/554,yellow,amarillo,amarelo,colour,,kaləmadə,kaləmadə,,,,,,,
Isolate,Máku,104,/lexical/feature/559,2pl,ustedes,vocês,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/420,foot,pie,pé,body,,basuku (morphologically complex?),basuku (morphologically complex?),,,,,,,
Isolate,Máku,104,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/354,all,todo,todos,other,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/356,ankle,tobillo,tornozelo,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/455,lung,pulmón,pulmão,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/514,sweat,sudar,"suor, suar",body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,,,,,,,,,
Isolate,Máku,104,/lexical/feature/820,bark,corteza,casca,environment,,či:mu,tʃi:mu,,,,,,,
Isolate,Máku,104,/lexical/feature/821,fingernail,uña,unha,body,,sukuči,sukutʃi,,,,,,,
Isolate,Máku,104,/lexical/feature/822,heart,corazón,coração,body,,səbuku,səbuku,,,,,,,
Isolate,Máku,104,/lexical/feature/592,sun,sol,sol,time,,keʔle,keʔle,,,,,,,
Isolate,Máku,104,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,wi:ke,wi:ke,,,,,,,
Isolate,Máku,104,/lexical/feature/825,green,verde,verde,quality,,nüčü,nütʃü,,,,,,,
Isolate,Máku,104,/lexical/feature/826,hot,caliente,quente,quality,,we (also used for sleep),we (also used for sleep),,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/352,above,"encima, arriba",acima,location,,,čeʔe'we,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,,čim,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/360,at,"en, a","em, a",location,,,,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/361,back,espalda,costas,body,,,mœrehri'ka,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/565,bad,mal,mal,quality,,,ham 'hemdsi (f.),,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/363,belly,barriga,barriga,body,,,tere'buč,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,,mu'ix'ya,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/365,big,grande,grande,quality,,,'dersi,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/368,black,negro,preto,colour,,,c̷in'katč; c̷in'kas,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/369,blood,sangre,sangue,body,,,češ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,,ɲop'yeʔ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/373,bone,hueso,osso,body,,,hin,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/376,breast,"pecho, seno",peito,body,,,eefe,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/380,child,"niño, niña",criança,human,,,mi'ki-t,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/382,cloud,nube,nuvem,environment,,,erubu'ye,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/383,cold,frío,frio,quality,,,he'tis,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,,'kœc̷is (f.),,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/390,day,día,dia,time,,,mayẽ'dʸeʔ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/395,dirty,sucio,sujo,quality,,,aʔ'tči,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/399,dry,seco,seco,quality,,,'čaɲe ~ 'c̷œɲe,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,mœ'nes,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/401,dust,polvo,poeira,environment,,,pœ'dai; 'hak,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/402,ear,oreja,orelha,body,,,'čuiɲ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/403,earth/soil,tierra,terra,environment,,,yuči'haʔ; 'hak,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/405,egg,huevo,ovo,fauna,,,fen,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/406,eye,ojo,olho,body,,,beh,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/409,far,lejos,longe,quality,,,'mutč,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/410,fat/grease,grasa,gordura,body,,,'čœye,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/411,father,"padre, papá",pai,kinship,,,'tata; 'ata,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/413,feather,pluma,pena,fauna,,,paiɲ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/414,fire,fuego,fogo,environment,,,'c̷ih,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/417,flower,flor,flor,environment,,,haa'me,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,,yikbaba-'dʸeʔ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/421,fruit,fruta,fruta,flora,,,weš; 'tatu,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/422,good,bueno,bom,quality,,,'hem; hemd'si,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/425,hair (of head),cabello,cabelo,body,,,'fin,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/426,hand,mano,mão,body,,,uɲ,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,,mœ; mo,,,,,,,
Isolate,Mosetén-Chimané,380,/lexical/feature/428,head,cabeza,cabeça,body,,,xuʔ'no,,,,,,,
