ID_forms	Local_ID	Language_ID	Parameter_ID	Value	Form	Segments	Comment	Source	Cognacy	Loan	Graphemes	Profile	ID_languages	Name	Glottocode	Glottolog_Name	ISO639P3code	Macroarea	Latitude	Longitude	Family	ID	Name_parameters	Concepticon_ID	Concepticon_Gloss	ID_cognates	Form_ID	Form_cognates	Cognateset_ID	Doubt	Cognate_Detection_Method	Source_cognates	Alignment	Alignment_Method	Alignment_Source
Prototucanoan-41-feminine-1		Prototucanoan	41-feminine	*-kʔo	kʔ.o	kˀ o		Chacon2014			^ kʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	41-feminine	feminine		FEMALE	Prototucanoan-41-feminine-1-1	Prototucanoan-41-feminine-1	kʔ.o	41-feminine-1	False	expert	Chacon2014	kˀ o	expert	Chacon2014
Prototucanoan-88-non3rdanimateperson-1		Prototucanoan	88-non3rdanimateperson	*-pʔɨ	pʔ.ɨ	pˀ ɨ		Chacon2014			^ pʔ . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	88-non3rdanimateperson	non.3rd.animate.person	2642.0	HE OR SHE	Prototucanoan-88-non3rdanimateperson-1-1	Prototucanoan-88-non3rdanimateperson-1	pʔ.ɨ	88-non3rdanimateperson-2	False	expert	Chacon2014	pˀ ɨ	expert	Chacon2014
Prototucanoan-1-3rdpersonmasculine-1		Prototucanoan	1-3rdpersonmasculine	*-pi	p.i	p i		Chacon2014			^ p . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	1-3rdpersonmasculine	3rd.person.masculine	1211.0	HE	Prototucanoan-1-3rdpersonmasculine-1-1	Prototucanoan-1-3rdpersonmasculine-1	p.i	1-3rdpersonmasculine-3	False	expert	Chacon2014	p i	expert	Chacon2014
Prototucanoan-19-casenonnominatvie-1		Prototucanoan	19-casenonnominatvie	*-tʔe	tʔ.e	tˀ e		Chacon2014			^ tʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	19-casenonnominatvie	Case: non-nominatvie			Prototucanoan-19-casenonnominatvie-1-1	Prototucanoan-19-casenonnominatvie-1	tʔ.e	19-casenonnominatvie-4	False	expert	Chacon2014	tˀ e	expert	Chacon2014
Prototucanoan-76-locative-1		Prototucanoan	76-locative	*-tʔo	tʔ.o	tˀ o		Chacon2014			^ tʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	76-locative	locative			Prototucanoan-76-locative-1-1	Prototucanoan-76-locative-1	tʔ.o	76-locative-5	False	expert	Chacon2014	tˀ o	expert	Chacon2014
Prototucanoan-107-snake-1		Prototucanoan	107-snake	*ãja	ã.j.a	ã j a		Chacon2014			^ ã . j . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	107-snake	snake	730.0	SNAKE	Prototucanoan-107-snake-1-1	Prototucanoan-107-snake-1	ã.j.a	107-snake-6	False	expert	Chacon2014	- ã j a	expert	Chacon2014
Prototucanoan-61-hot-1		Prototucanoan	61-hot	*atjɨ	a.ts.ɨ	a ts ɨ		Chacon2014			^ a . ts . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	61-hot	hot	1286.0	HOT	Prototucanoan-61-hot-1-1	Prototucanoan-61-hot-1	a.ts.ɨ	61-hot-7	False	expert	Chacon2014	- a - ts ɨ - ( - - )	expert	Chacon2014
Prototucanoan-89-nose-1		Prototucanoan	89-nose	*ɨ̃kwʔe	ɨ̃.kwʔ.e	ɨ̃ kʷˀ e		Chacon2014			^ ɨ̃ . kwʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	89-nose	nose	1221.0	NOSE	Prototucanoan-89-nose-1-1	Prototucanoan-89-nose-1	ɨ̃.kwʔ.e	89-nose-8	False	expert	Chacon2014	- ɨ̃ kʷˀ e - -	expert	Chacon2014
Prototucanoan-78-man-1		Prototucanoan	78-man	*ɨmɨ	ɨ.m.ɨ	ɨ m ɨ		Chacon2014			^ ɨ . m . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	78-man	man	1554.0	MAN	Prototucanoan-78-man-1-1	Prototucanoan-78-man-1	ɨ.m.ɨ	78-man-9	False	expert	Chacon2014	ɨ m ɨ	expert	Chacon2014
Prototucanoan-101-pupunha-1		Prototucanoan	101-pupunha	*ɨne	ɨ.n.e	ɨ n e		Chacon2014			^ ɨ . n . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	101-pupunha	pupunha			Prototucanoan-101-pupunha-1-1	Prototucanoan-101-pupunha-1	ɨ.n.e	101-pupunha-10	False	expert	Chacon2014	ɨ n e	expert	Chacon2014
Prototucanoan-117-three-1		Prototucanoan	117-three	*ɨtʔia	ɨ.tʔ.i.a	ɨ tˀ i a		Chacon2014			^ ɨ . tʔ . i . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	117-three	three	492.0	THREE	Prototucanoan-117-three-1-1	Prototucanoan-117-three-1	ɨ.tʔ.i.a	117-three-11	False	expert	Chacon2014	ɨ tˀ i a	expert	Chacon2014
Prototucanoan-53-grape-1		Prototucanoan	53-grape	*ɨʔje	ɨ.ʔj.e	ɨ ˀj e		Chacon2014			^ ɨ . ʔj . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	53-grape	grape	920.0	GRAPE	Prototucanoan-53-grape-1-1	Prototucanoan-53-grape-1	ɨ.ʔj.e	53-grape-12	False	expert	Chacon2014	ɨ ˀj e -	expert	Chacon2014
Prototucanoan-59-heron-1		Prototucanoan	59-heron	*jahi	j.a.h.i	j a h i		Chacon2014			^ j . a . h . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	59-heron	heron	758.0	HERON	Prototucanoan-59-heron-1-1	Prototucanoan-59-heron-1	j.a.h.i	59-heron-13	False	expert	Chacon2014	j a h i	expert	Chacon2014
Prototucanoan-67-jaguar-1		Prototucanoan	67-jaguar	*jai	j.a.i	j a i		Chacon2014			^ j . a . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	67-jaguar	jaguar	1250.0	JAGUAR	Prototucanoan-67-jaguar-1-1	Prototucanoan-67-jaguar-1	j.a.i	67-jaguar-14	False	expert	Chacon2014	( - - ) j a - i ( - )	expert	Chacon2014
Prototucanoan-20-centipede-1		Prototucanoan	20-centipede	*jãkʔi	ɲ.ã.kʔ.i	ɲ ã kˀ i		Chacon2014			^ ɲ . ã . kʔ . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	20-centipede	centipede	1974.0	CENTIPEDE	Prototucanoan-20-centipede-1-1	Prototucanoan-20-centipede-1	ɲ.ã.kʔ.i	20-centipede-15	False	expert	Chacon2014	ɲ ã kˀ i ( - - - - )	expert	Chacon2014
Prototucanoan-29-deer-1		Prototucanoan	29-deer	*jama	j.a.m.a	j a m a		Chacon2014			^ j . a . m . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	29-deer	deer	1936.0	DEER	Prototucanoan-29-deer-1-1	Prototucanoan-29-deer-1	j.a.m.a	29-deer-16	False	expert	Chacon2014	j a m a	expert	Chacon2014
Prototucanoan-141-yam-1		Prototucanoan	141-yam	*jãpʔo	ɲ.ã.pʔ.o	ɲ ã pˀ o		Chacon2014			^ ɲ . ã . pʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	141-yam	yam	410.0	YAM	Prototucanoan-141-yam-1-1	Prototucanoan-141-yam-1	ɲ.ã.pʔ.o	141-yam-17	False	expert	Chacon2014	ɲ ã pˀ o	expert	Chacon2014
Prototucanoan-18-caradioscoreaalata-1		Prototucanoan	18-caradioscoreaalata	*japi	j.a.p.i	j a p i		Chacon2014			^ j . a . p . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	18-caradioscoreaalata	cará(Dioscorea alata)			Prototucanoan-18-caradioscoreaalata-1-1	Prototucanoan-18-caradioscoreaalata-1	j.a.p.i	18-caradioscoreaalata-18	False	expert	Chacon2014	j a p i ( - - )	expert	Chacon2014
Prototucanoan-52-grandfather-1		Prototucanoan	52-grandfather	*jẽkku-	j.ẽ.kk.u	j ẽ kː u		Chacon2014			^ j . ẽ . kk . u $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	52-grandfather	grand-father	1383.0	GRANDFATHER	Prototucanoan-52-grandfather-1-1	Prototucanoan-52-grandfather-1	j.ẽ.kk.u	52-grandfather-19	False	expert	Chacon2014	j ẽ kː u ( - - )	expert	Chacon2014
Prototucanoan-73-land-1		Prototucanoan	73-land	*jepʔa	j.e.pʔ.a	j e pˀ a		Chacon2014			^ j . e . pʔ . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	73-land	land	626.0	LAND	Prototucanoan-73-land-1-1	Prototucanoan-73-land-1	j.e.pʔ.a	73-land-20	False	expert	Chacon2014	j e pˀ a	expert	Chacon2014
Prototucanoan-84-mouth2-1		Prototucanoan	84-mouth2	*jɨ-ʔo	j.ɨ.ʔ.o	j ɨ ʔ o		Chacon2014			^ j . ɨ . ʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	84-mouth2	mouth2	674.0	MOUTH	Prototucanoan-84-mouth2-1-1	Prototucanoan-84-mouth2-1	j.ɨ.ʔ.o	84-mouth2-21	False	expert	Chacon2014	j ɨ ʔ o ( - - )	expert	Chacon2014
Prototucanoan-69-kapok-1		Prototucanoan	69-kapok	*jɨi	j.ɨ.i	j ɨ i		Chacon2014			^ j . ɨ . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	69-kapok	kapok	2499.0	KAPOK TREE	Prototucanoan-69-kapok-1-1	Prototucanoan-69-kapok-1	j.ɨ.i	69-kapok-22	False	expert	Chacon2014	j - ɨ - i - -	expert	Chacon2014
Prototucanoan-75-leg-1		Prototucanoan	75-leg	*jɨ̃ka	j.ɨ̃.k.a	j ɨ̃ k a		Chacon2014			^ j . ɨ̃ . k . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	75-leg	leg	1297.0	LEG	Prototucanoan-75-leg-1-1	Prototucanoan-75-leg-1	j.ɨ̃.k.a	75-leg-23	False	expert	Chacon2014	j ɨ̃ k a	expert	Chacon2014
Prototucanoan-64-i-1		Prototucanoan	64-i	*jɨʔɨ	j.ɨ.ʔ.ɨ	j ɨ ʔ ɨ		Chacon2014			^ j . ɨ . ʔ . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	64-i	I	1209.0	I	Prototucanoan-64-i-1-1	Prototucanoan-64-i-1	j.ɨ.ʔ.ɨ	64-i-24	False	expert	Chacon2014	j ɨ ʔ ɨ	expert	Chacon2014
Prototucanoan-33-ear-1		Prototucanoan	33-ear	*kʔãpʔo	kʔ.ã.pʔ.o	kˀ ã pˀ o		Chacon2014			^ kʔ . ã . pʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	33-ear	ear	1247.0	EAR	Prototucanoan-33-ear-1-1	Prototucanoan-33-ear-1	kʔ.ã.pʔ.o	33-ear-25	False	expert	Chacon2014	kˀ ã pˀ o	expert	Chacon2014
Prototucanoan-48-foot-1		Prototucanoan	48-foot	*kʔɨpʔo	kʔ.ɨ.pʔ.o	kˀ ɨ pˀ o		Chacon2014			^ kʔ . ɨ . pʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	48-foot	foot	1301.0	FOOT	Prototucanoan-48-foot-1-1	Prototucanoan-48-foot-1	kʔ.ɨ.pʔ.o	48-foot-26	False	expert	Chacon2014	kˀ ɨ pˀ o	expert	Chacon2014
Prototucanoan-38-excrement-1		Prototucanoan	38-excrement	*kʔɨtʔa	kʔ.ɨ.tʔ.a	kˀ ɨ tˀ a		Chacon2014			^ kʔ . ɨ . tʔ . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	38-excrement	excrement	675.0	FAECES (EXCREMENT)	Prototucanoan-38-excrement-1-1	Prototucanoan-38-excrement-1	kʔ.ɨ.tʔ.a	38-excrement-27	False	expert	Chacon2014	kˀ ɨ tˀ a	expert	Chacon2014
Prototucanoan-127-tortoise-1		Prototucanoan	127-tortoise	*kʔoɨ	kʔ.o.ɨ	kˀ o ɨ		Chacon2014			^ kʔ . o . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	127-tortoise	tortoise	895.0	TORTOISE	Prototucanoan-127-tortoise-1-1	Prototucanoan-127-tortoise-1	kʔ.o.ɨ	127-tortoise-28	False	expert	Chacon2014	kˀ o - ɨ ( - - )	expert	Chacon2014
Prototucanoan-131-urinate-1		Prototucanoan	131-urinate	*kʔone	kʔ.o.n.e	kˀ o n e		Chacon2014			^ kʔ . o . n . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	131-urinate	urinate	592.0	PISS	Prototucanoan-131-urinate-1-1	Prototucanoan-131-urinate-1	kʔ.o.n.e	131-urinate-29	False	expert	Chacon2014	kˀ o n e	expert	Chacon2014
Prototucanoan-60-hole-1		Prototucanoan	60-hole	*kʔope	kʔ.o.p.e	kˀ o p e		Chacon2014			^ kʔ . o . p . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	60-hole	hole	1667.0	HOLE	Prototucanoan-60-hole-1-1	Prototucanoan-60-hole-1	kʔ.o.p.e	60-hole-30	False	expert	Chacon2014	kˀ o p e	expert	Chacon2014
Prototucanoan-126-tooth-1		Prototucanoan	126-tooth	*kʔõpi	kʔ.õ.p.i	kˀ õ p i		Chacon2014			^ kʔ . õ . p . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	126-tooth	tooth	1380.0	TOOTH	Prototucanoan-126-tooth-1-1	Prototucanoan-126-tooth-1	kʔ.õ.p.i	126-tooth-31	False	expert	Chacon2014	kˀ õ p i ( - - - - - )	expert	Chacon2014
Prototucanoan-13-bone-1		Prototucanoan	13-bone	*kʔoʔa	kʔ.õ.ʔ.ã	kˀ õ ʔ ã		Chacon2014			^ kʔ . õ . ʔ . ã $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	13-bone	bone	1394.0	BONE	Prototucanoan-13-bone-1-1	Prototucanoan-13-bone-1	kʔ.õ.ʔ.ã	13-bone-32	False	expert	Chacon2014	kˀ õ ʔ ã	expert	Chacon2014
Prototucanoan-47-flower-1		Prototucanoan	47-flower	*kʔoʔo	kʔ.o.ʔ.o	kˀ o ʔ o		Chacon2014			^ kʔ . o . ʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	47-flower	flower	239.0	FLOWER	Prototucanoan-47-flower-1-1	Prototucanoan-47-flower-1	kʔ.o.ʔ.o	47-flower-33	False	expert	Chacon2014	- - kˀ o ʔ o ( - - )	expert	Chacon2014
Prototucanoan-106-sleep-1		Prototucanoan	106-sleep	*kã-	k.ã	k ã		Chacon2014			^ k . ã $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	106-sleep	sleep	1585.0	SLEEP	Prototucanoan-106-sleep-1-1	Prototucanoan-106-sleep-1	k.ã	106-sleep-34	False	expert	Chacon2014	k ã - -	expert	Chacon2014
Prototucanoan-36-elevatedstructureshelvesroofetc-1		Prototucanoan	36-elevatedstructureshelvesroofetc	*kaja	k.a.j.a	k a j a		Chacon2014			^ k . a . j . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	36-elevatedstructureshelvesroofetc	elevated structure (shelves roof etc.)			Prototucanoan-36-elevatedstructureshelvesroofetc-1-1	Prototucanoan-36-elevatedstructureshelvesroofetc-1	k.a.j.a	36-elevatedstructureshelvesroofetc-35	False	expert	Chacon2014	k a j a	expert	Chacon2014
Prototucanoan-79-manioc-1		Prototucanoan	79-manioc	*kɨi	k.ɨ.i	k ɨ i		Chacon2014			^ k . ɨ . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	79-manioc	manioc	925.0	CASSAVA	Prototucanoan-79-manioc-1-1	Prototucanoan-79-manioc-1	k.ɨ.i	79-manioc-36	False	expert	Chacon2014	k ɨ i	expert	Chacon2014
Prototucanoan-140-woodpecker-1		Prototucanoan	140-woodpecker	*kone	k.o.n.e	k o n e		Chacon2014			^ k . o . n . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	140-woodpecker	woodpecker	2447.0	WOODPECKER	Prototucanoan-140-woodpecker-1-1	Prototucanoan-140-woodpecker-1	k.o.n.e	140-woodpecker-37	False	expert	Chacon2014	k o n e	expert	Chacon2014
Prototucanoan-119-tobite-1		Prototucanoan	119-tobite	*kũ	k.ũ	k ũ		Chacon2014			^ k . ũ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	119-tobite	to bite	1403.0	BITE	Prototucanoan-119-tobite-1-1	Prototucanoan-119-tobite-1	k.ũ	119-tobite-38	False	expert	Chacon2014	k ũ - -	expert	Chacon2014
Prototucanoan-17-capybara-1		Prototucanoan	17-capybara	*kwetju	kw.e.tj.u	kʷ e tʲ u		Chacon2014			^ kw . e . tj . u $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	17-capybara	capybara	314.0	CAPYBARA	Prototucanoan-17-capybara-1-1	Prototucanoan-17-capybara-1	kw.e.tj.u	17-capybara-39	False	expert	Chacon2014	kʷ e tʲ u	expert	Chacon2014
Prototucanoan-133-wait-1		Prototucanoan	133-wait	*kwɨtʔe	kw.ɨ.tʔ.e	kʷ ɨ tˀ e		Chacon2014			^ kw . ɨ . tʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	133-wait	wait	1590.0	WAIT (FOR)	Prototucanoan-133-wait-1-1	Prototucanoan-133-wait-1	kw.ɨ.tʔ.e	133-wait-40	False	expert	Chacon2014	kʷ ɨ tˀ e	expert	Chacon2014
Prototucanoan-77-macaw-1		Prototucanoan	77-macaw	*maha	m.a.h.a	m a h a		Chacon2014			^ m . a . h . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	77-macaw	macaw	1630.0	MACAW	Prototucanoan-77-macaw-1-1	Prototucanoan-77-macaw-1	m.a.h.a	77-macaw-41	False	expert	Chacon2014	( - - - ) m a h a	expert	Chacon2014
Prototucanoan-71-know-1		Prototucanoan	71-know	*masi	m.a.s.i	m a s i		Chacon2014			^ m . a . s . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	71-know	know	3626.0	KNOW	Prototucanoan-71-know-1-1	Prototucanoan-71-know-1	m.a.s.i	71-know-42	False	expert	Chacon2014	m a s i	expert	Chacon2014
Prototucanoan-94-path-1		Prototucanoan	94-path	*maʔa	m.a.ʔ.a	m a ʔ a		Chacon2014			^ m . a . ʔ . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	94-path	path	2252.0	PATH	Prototucanoan-94-path-1-1	Prototucanoan-94-path-1	m.a.ʔ.a	94-path-43	False	expert	Chacon2014	m a ʔ a	expert	Chacon2014
Prototucanoan-3-antsp-1		Prototucanoan	3-antsp	*meka	m.e.k.a	m e k a		Chacon2014			^ m . e . k . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	3-antsp	ant sp.	587.0	ANT	Prototucanoan-3-antsp-1-1	Prototucanoan-3-antsp-1	m.e.k.a	3-antsp-44	False	expert	Chacon2014	m e k a	expert	Chacon2014
Prototucanoan-63-hummingbird-1		Prototucanoan	63-hummingbird	*mimi	m.i.m.i	m i m i		Chacon2014			^ m . i . m . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	63-hummingbird	hummingbird	1589.0	HUMMINGBIRD	Prototucanoan-63-hummingbird-1-1	Prototucanoan-63-hummingbird-1	m.i.m.i	63-hummingbird-45	False	expert	Chacon2014	m i m i	expert	Chacon2014
Prototucanoan-142-youall-1		Prototucanoan	142-youall	*mɨ-tja	m.ɨ.ts.a	m ɨ ts a		Chacon2014			^ m . ɨ . ts . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	142-youall	you all	1213.0	YOU	Prototucanoan-142-youall-1-1	Prototucanoan-142-youall-1	m.ɨ.ts.a	142-youall-46	False	expert	Chacon2014	m ɨ ts a ( - - - - - - )	expert	Chacon2014
Prototucanoan-123-tobacco-1		Prototucanoan	123-tobacco	*mɨtʔo	m.ɨ.tʔ.o	m ɨ tˀ o		Chacon2014			^ m . ɨ . tʔ . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	123-tobacco	tobacco	974.0	TOBACCO	Prototucanoan-123-tobacco-1-1	Prototucanoan-123-tobacco-1	m.ɨ.tʔ.o	123-tobacco-47	False	expert	Chacon2014	m ɨ tˀ o	expert	Chacon2014
Prototucanoan-82-mosquito-1		Prototucanoan	82-mosquito	*mɨte	m.ɨ.t.e	m ɨ t e		Chacon2014			^ m . ɨ . t . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	82-mosquito	mosquito	1509.0	MOSQUITO	Prototucanoan-82-mosquito-1-1	Prototucanoan-82-mosquito-1	m.ɨ.t.e	82-mosquito-48	False	expert	Chacon2014	m ɨ t e	expert	Chacon2014
Prototucanoan-22-charcoal2-1		Prototucanoan	22-charcoal2	*neo	n.e.o	n e o		Chacon2014			^ n . e . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	22-charcoal2	charcoal (2)	1188.0	CHARCOAL	Prototucanoan-22-charcoal2-1-1	Prototucanoan-22-charcoal2-1	n.e.o	22-charcoal2-49	False	expert	Chacon2014	n e o	expert	Chacon2014
Prototucanoan-16-buritipalm-1		Prototucanoan	16-buritipalm	*neʔe	n.e.ʔ.e	n e ʔ e		Chacon2014			^ n . e . ʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	16-buritipalm	buriti palm	3811.0	MIRITI PALM	Prototucanoan-16-buritipalm-1-1	Prototucanoan-16-buritipalm-1	n.e.ʔ.e	16-buritipalm-50	False	expert	Chacon2014	n e ʔ e	expert	Chacon2014
Prototucanoan-21-charcoal1-1		Prototucanoan	21-charcoal1	*nitti	n.i.tt.i	n i tː i		Chacon2014			^ n . i . tt . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	21-charcoal1	charcoal (1)	1188.0	CHARCOAL	Prototucanoan-21-charcoal1-1-1	Prototucanoan-21-charcoal1-1	n.i.tt.i	21-charcoal1-51	False	expert	Chacon2014	n i tː i	expert	Chacon2014
Prototucanoan-111-stop-1		Prototucanoan	111-stop	*nɨkʔ-	n.ɨ.kʔ	n ɨ kˀ		Chacon2014			^ n . ɨ . kʔ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	111-stop	stop	3351.0	STOP DOING	Prototucanoan-111-stop-1-1	Prototucanoan-111-stop-1	n.ɨ.kʔ	111-stop-52	False	expert	Chacon2014	n ɨ kˀ -	expert	Chacon2014
Prototucanoan-96-penis-1		Prototucanoan	96-penis	*no-	n.o	n o		Chacon2014			^ n . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	96-penis	penis	1222.0	PENIS	Prototucanoan-96-penis-1-1	Prototucanoan-96-penis-1	n.o	96-penis-53	False	expert	Chacon2014	n o - ( - - )	expert	Chacon2014
Prototucanoan-120-tocry-1		Prototucanoan	120-tocry	*o-	o	o		Chacon2014			^ o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	120-tocry	to cry	1839.0	CRY	Prototucanoan-120-tocry-1-1	Prototucanoan-120-tocry-1	o	120-tocry-54	False	expert	Chacon2014	o - -	expert	Chacon2014
Prototucanoan-7-bat-1		Prototucanoan	7-bat	*ojo	o.j.o	o j o		Chacon2014			^ o . j . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	7-bat	bat	1793.0	BAT	Prototucanoan-7-bat-1-1	Prototucanoan-7-bat-1	o.j.o	7-bat-55	False	expert	Chacon2014	- o - j o	expert	Chacon2014
Prototucanoan-135-water-1		Prototucanoan	135-water	*okko	o.kk.o	o kː o		Chacon2014			^ o . kk . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	135-water	water	948.0	WATER	Prototucanoan-135-water-1-1	Prototucanoan-135-water-1	o.kk.o	135-water-56	False	expert	Chacon2014	- - o kː o ( - - - - )	expert	Chacon2014
Prototucanoan-98-plant-1		Prototucanoan	98-plant	*otte	o.tt.e	o tː e		Chacon2014			^ o . tt . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	98-plant	plant	653.0	PLANT (VEGETATION)	Prototucanoan-98-plant-1-1	Prototucanoan-98-plant-1	o.tt.e	98-plant-57	False	expert	Chacon2014	- o tː e -	expert	Chacon2014
