ORIGINAL_GLOSS	CONCEPT	CONCEPTICON_ID	LANGUAGE_NAME	DOCULECT	FAMILY	FORM	TOKENS
lagarto	LIZARD	632.0	Proto-Guaicuru	guai1249	Guaicuruan	tʃálikajik	t ʃ á l i k a j i k
calango	LIZARD	632.0	Proto-Naduhup	nada1235	Naduhup	ʔow	ʔ o w
lagarto	LIZARD	632.0	Proto-Naduhup	nada1235	Naduhup	cʼapʼǔcuʔ	cʼ a pʼ ǔ c u ʔ
lagarto	LIZARD	632.0	Proto-Shuar	jiva1245	Chicham	yantánaa	ya n t á n aa
langosta	LOBSTER	2397.0	Proto-Guaicuru	guai1249	Guaicuruan	ilék	i l é k
locust	LOCUST	810.0	Proto-Panoan	pano1256	Panoan	tʂãpo	t ʂ ã p o
pampanilla de hombre	LOINCLOTH	1965.0	Proto-Shuar	jiva1245	Chicham	itípi	i t í p i
long	LONG	1203.0	Proto-Arawakan	araw1281	Arawakan	tekʊ	t e k ʊ
largo	LONG	1203.0	Proto-Guaicuru	guai1249	Guaicuruan	elokoʔaji	e l o k o ʔ a j i
to long	LONG (FOR SOMETHING)	3473.0	Proto-Panoan	pano1256	Panoan	manot	m a n o t
look	LOOK	1819.0	Proto-Aymara	ayma1253	Aymaran	uʎa	u ʎ a
to look	LOOK	1819.0	Proto-Chapacuran	chap1271	Chapacuran	kɾik	k ɾ i k
mirar	LOOK	1819.0	Proto-Guaicuru	guai1249	Guaicuruan	ali	a l i
mirar	LOOK	1819.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀlo	ˀl o
mirar	LOOK	1819.0	Proto-Guaicuru	guai1249	Guaicuruan	wen	w e n
to look	LOOK	1819.0	Proto-Panoan	pano1256	Panoan	ʔoin	ʔ oi n
to look	LOOK	1819.0	Proto-Panoan	pano1256	Panoan	his	h i s
to look	LOOK	1819.0	Proto-Quechuan	quec1387	Quechuan	qawa	q a w a
to search for	LOOK FOR	1468.0	Proto-Aymara	ayma1253	Aymaran	tʰaqa	tʰ a q a
seek	LOOK FOR	1468.0	Proto-Chibchan	chib1249	Chibchan	ˈdí	ˈd í
buscar	LOOK FOR	1468.0	Proto-Chocoan	choc1280	Chocoan	hɯɾɯ	h ɯ ɾ ɯ
buscar	LOOK FOR	1468.0	Proto-Naduhup	nada1235	Naduhup	hɯ̂d	h ɯ̂ d
to look for	LOOK FOR	1468.0	Proto-Panoan	pano1256	Panoan	mɨɽa	m ɨ ɽ a
to search	LOOK FOR	1468.0	Proto-Panoan	pano1256	Panoan	βɨ	β ɨ
buscar	LOOK FOR	1468.0	Proto-Shuar	jiva1245	Chicham	ega	e g a
baggy	LOOSE	2506.0	Proto-Aymara	ayma1253	Aymaran	hankʰa	h a n kʰ a
loosen	LOOSEN	1933.0	Proto-Aymara	ayma1253	Aymaran	pʰasa	pʰ a s a
loosen	LOOSEN	1933.0	Proto-Quechuan	quec1387	Quechuan	paska	p a s k a
ruidoso	LOUD	377.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀake	a kˀ a k e
louse	LOUSE	1392.0	Proto-Arawakan	araw1281	Arawakan	ini	i n i
louse	LOUSE	1392.0	Proto-Aymara	ayma1253	Aymaran	kutʂi	k u t ʂ i
louse	LOUSE	1392.0	Proto-Aymara	ayma1253	Aymaran	lapa	l a p a
louse	LOUSE	1392.0	Proto-Chapacuran	chap1271	Chapacuran	ʔiwˀ	ʔ i wˀ
louse	LOUSE	1392.0	Proto-Chibchan	chib1249	Chibchan	ˈkṹ	ˈk ṹ
louse	LOUSE	1392.0	Proto-Guahiboan	guah1252	Guahiboan	talí	t a l í
piojo	LOUSE	1392.0	Proto-Guaicuru	guai1249	Guaicuruan	aqˀéte	a qˀ é t e
louse	LOUSE	1392.0	Proto-Panoan	pano1256	Panoan	ʔia	ʔ ia
louse	LOUSE	1392.0	Proto-Quechuan	quec1387	Quechuan	usa	u s a
piojo	LOUSE	1392.0	Proto-Shuar	jiva1245	Chicham	téma	t é m a
lice	LOUSE	1392.0	Proto-Zaparoan	zapa1251	Zaparoan	sukana	s u k a n a
amar	LOVE	923.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀmaˀn	eˀ m aˀ n
querer	LOVE	923.0	Proto-Guaicuru	guai1249	Guaicuruan	jiqe	j i q e
amar	LOVE	923.0	Proto-Matacoan	mata1289	Matacoan	hmi	h m i
amar	LOVE	923.0	Proto-Naduhup	nada1235	Naduhup	woj	w o j
to love	LOVE	923.0	Proto-Panoan	pano1256	Panoan	noi	n oi
to love	LOVE	923.0	Proto-Quechuan	quec1387	Quechuan	kuya	k uya
to love	LOVE	923.0	Proto-Quechuan	quec1387	Quechuan	wayʎu	w ay ʎ u
love	LOVE (AFFECTION)	3834.0	Proto-Aymara	ayma1253	Aymaran	muna	m u n a
love	LOVE (AFFECTION)	3834.0	Proto-Quechuan	quec1387	Quechuan	muna	m u n a
lower arm	LOWER ARM	446.0	Proto-Guahiboan	guah1252	Guahiboan	maxisípapa	m a x i s í p a p a
forearm	LOWER ARM	446.0	Proto-Quechuan	quec1387	Quechuan	maki	m a k i
lower leg	LOWER LEG	447.0	Proto-Guahiboan	guah1252	Guahiboan	síto	s í t o
lower leg	LOWER LEG	447.0	Proto-Panoan	pano1256	Panoan	wiʔtaʂɨ	w i ʔ t a ʂ ɨ
lungs	LUNG	688.0	Proto-Guahiboan	guah1252	Guahiboan	kafofóbi	k a f o f ó b i
pulmón	LUNG	688.0	Proto-Guaicuru	guai1249	Guaicuruan	atˀid	a tˀ i d
pulmão	LUNG	688.0	Proto-Naduhup	nada1235	Naduhup	pupuh	p u p u h
pulmones	LUNG	688.0	Proto-Shuar	jiva1245	Chicham	suwáchi	s u w á c h i
pulmones	LUNG	688.0	Proto-Shuar	jiva1245	Chicham	mayái	m ayái
red macaw	MACAW	1630.0	Proto-Chapacuran	chap1271	Chapacuran	tɾamʷin	t ɾ a mʷ i n
guacamayo	MACAW	1630.0	Proto-Chocoan	choc1280	Chocoan	bakaˈɾa	b a k a ˈɾ a
macaw	MACAW	1630.0	Proto-Guahiboan	guah1252	Guahiboan	máha	m á h a
guacamayo	MACAW	1630.0	Proto-Guaicuru	guai1249	Guaicuruan	kˀilike	kˀ i l i k e
macaw species	MACAW	1630.0	Proto-Panoan	pano1256	Panoan	kaʔin	k a ʔ i n
macaw species	MACAW	1630.0	Proto-Panoan	pano1256	Panoan	kara	k a r a
macaw species	MACAW	1630.0	Proto-Panoan	pano1256	Panoan	ʂawar	ʂ a w a r
guacamayo	MACAW	1630.0	Proto-Shuar	jiva1245	Chicham	yampúnaa	ya m p ú n aa
	MACAW	1630.0	Proto-Tucanoan	tuca1253	Tucanoan	m.a.h.a	m a h a
crazy	MAD	1899.0	Proto-Aymara	ayma1253	Aymaran	luqʰi	l u qʰ i
crazy	MAD	1899.0	Proto-Aymara	ayma1253	Aymaran	luqi	l u q i
corn	MAIZE	506.0	Proto-Aymara	ayma1253	Aymaran	tunqu	t u n q u
corn	MAIZE	506.0	Proto-Chapacuran	chap1271	Chapacuran	mapak	m a p a k
maíz	MAIZE	506.0	Proto-Chocoan	choc1280	Chocoan	ˈbe	ˈb e
corn	MAIZE	506.0	Proto-Guahiboan	guah1252	Guahiboan	hétsa	h é t s a
maíz	MAIZE	506.0	Proto-Matacoan	mata1289	Matacoan	iphatha	i p h a t h a
corn	MAIZE	506.0	Proto-Panoan	pano1256	Panoan	ʂɨki	ʂ ɨ k i
corn	MAIZE	506.0	Proto-Quechuan	quec1387	Quechuan	sara	s a r a
corn variety	MAIZE	506.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuʎpi	t͡ʃ u ʎ p i
corn variety	MAIZE	506.0	Proto-Quechuan	quec1387	Quechuan	murut͡ʃu	m u r u t͡ʃ u
to make sth.	MAKE	734.0	Proto-Arawakan	araw1281	Arawakan	tʊma	t ʊ m a
to make	MAKE	734.0	Proto-Panoan	pano1256	Panoan	ʔak	ʔ a k
to make	MAKE	734.0	Proto-Panoan	pano1256	Panoan	wa	w a
to create	MAKE	734.0	Proto-Quechuan	quec1387	Quechuan	kama	k a m a
annoy	MAKE ANGRY (ANNOY)	2892.0	Proto-Aymara	ayma1253	Aymaran	tʂaqmi	t ʂ a q m i
enojar	MAKE ANGRY (ANNOY)	2892.0	Proto-Shuar	jiva1245	Chicham	kahé	k a h é
to dry	MAKE DRY	2015.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃaki	t͡ʃ a k i
ruido	MAKE NOISE	2895.0	Proto-Guaicuru	guai1249	Guaicuruan	aják	a j á k
ruido	MAKE NOISE	2895.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀake	a kˀ a k e
ruido	MAKE NOISE	2895.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀgiˀgi	ˀg iˀ g i
ruido	MAKE NOISE	2895.0	Proto-Guaicuru	guai1249	Guaicuruan	tʃˀaqˀe	t ʃˀ a qˀ e
paludismo	MALARIA	3059.0	Proto-Shuar	jiva1245	Chicham	kúngamaka	k ú n g a m a k a
male	MALE	1553.0	Proto-Aymara	ayma1253	Aymaran	kʰarma	kʰ a r m a
male	MALE	1553.0	Proto-Aymara	ayma1253	Aymaran	urqu	u r q u
male	MALE	1553.0	Proto-Panoan	pano1256	Panoan	βɨnɨ	β ɨ n ɨ
male	MALE	1553.0	Proto-Panoan	pano1256	Panoan	βɨ̃βo	β ɨ̃ β o
male	MALE	1553.0	Proto-Quechuan	quec1387	Quechuan	urqu	u r q u
male	MALE	1553.0	Proto-Quechuan	quec1387	Quechuan	uʎqu	u ʎ q u
male	MALE (OF PERSON)	2261.0	Proto-Aymara	ayma1253	Aymaran	kʰarma	kʰ a r m a
male	MALE (OF PERSON)	2261.0	Proto-Aymara	ayma1253	Aymaran	urqu	u r q u
man	MALE PERSON	2106.0	Proto-Chapacuran	chap1271	Chapacuran	tɾamaʔ	t ɾ a m a ʔ
man	MAN	1554.0	Proto-Guahiboan	guah1252	Guahiboan	pébĩ	p é b ĩ
hombre	MAN	1554.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀle	eˀ l e
hombre	MAN	1554.0	Proto-Matacoan	mata1289	Matacoan	χinoʔ	χ i n o ʔ
man	MAN	1554.0	Proto-Panoan	pano1256	Panoan	βɨ̃βo	β ɨ̃ β o
man	MAN	1554.0	Proto-Panoan	pano1256	Panoan	honi	h o n i
	MAN	1554.0	Proto-Tucanoan	tuca1253	Tucanoan	ɨ.m.ɨ	ɨ m ɨ
manioc	MANIOC	927.0	Proto-Chapacuran	chap1271	Chapacuran	ʔakop	ʔ a k o p
beiju	MANIOC BREAD	407.0	Proto-Naduhup	nada1235	Naduhup	p'âʔ	p 'â ʔ
manioc flour	MANIOC FLOUR	324.0	Proto-Guahiboan	guah1252	Guahiboan	matsúka	m a t s ú k a
manera	MANNER	488.0	Proto-Shuar	jiva1245	Chicham	itúr	i t ú r
mantis	MANTIS	3279.0	Proto-Chocoan	choc1280	Chocoan	tɯ̃koˈmia	t ɯ̃ k o ˈm ia
many	MANY	1198.0	Proto-Aymara	ayma1253	Aymaran	atʂi	a t ʂ i
much	MANY	1198.0	Proto-Chapacuran	chap1271	Chapacuran	ʔamʷiː	ʔ a mʷ iː
harto	MANY	1198.0	Proto-Guaicuru	guai1249	Guaicuruan	qˀem	qˀ e m
mucho	MANY	1198.0	Proto-Guaicuru	guai1249	Guaicuruan	owite	o w i t e
much	MANY	1198.0	Proto-Panoan	pano1256	Panoan	ʔitsak	ʔ i t s a k
many	MANY	1198.0	Proto-Quechuan	quec1387	Quechuan	at͡ʃka	a t͡ʃ k a
mucho	MANY	1198.0	Proto-Shuar	jiva1245	Chicham	núkape	n ú k a p e
many	MANY PIECES	3453.0	Proto-Guahiboan	guah1252	Guahiboan	nawita	n a w i t a
marrow	MARROW	1835.0	Proto-Aymara	ayma1253	Aymaran	parpa	p a r p a
to marry	MARRY	203.0	Proto-Chapacuran	chap1271	Chapacuran	wet	w e t
casarse	MARRY	203.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀdon	aˀ d o n
get married	MARRY	203.0	Proto-Quechuan	quec1387	Quechuan	ʃawa	ʃ a w a
máscara	MASK	2005.0	Proto-Shuar	jiva1245	Chicham	nawátaa	n a w á t aa
amo	MASTER	383.0	Proto-Guaicuru	guai1249	Guaicuruan	agkóˀd	a g k óˀ d
mat	MAT	195.0	Proto-Chapacuran	chap1271	Chapacuran	ʔiwiː	ʔ i w iː
mat	MAT	195.0	Proto-Panoan	pano1256	Panoan	kaʃi	k a ʃ i
mat	MAT	195.0	Proto-Panoan	pano1256	Panoan	piʃin	p i ʃ i n
estera	MAT	195.0	Proto-Shuar	jiva1245	Chicham	tanísha	t a n í s h a
maternal grandmother	MATERNAL GRANDMOTHER	2177.0	Proto-Chapacuran	chap1271	Chapacuran	ʔapaʔ	ʔ a p a ʔ
mother's brother	MATERNAL UNCLE (MOTHER'S BROTHER)	2692.0	Proto-Panoan	pano1256	Panoan	koka	k o k a
mother's brother	MATERNAL UNCLE (MOTHER'S BROTHER)	2692.0	Proto-Panoan	pano1256	Panoan	koko	k o k o
to measure (size or quantity or distance)	MEASURE	1506.0	Proto-Aymara	ayma1253	Aymaran	tupu	t u p u
carne	MEAT	634.0	Proto-Shuar	jiva1245	Chicham	namángke	n a m á n g k e
remedio	MEDICINE	1372.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔetˀád	ʔ e tˀ á d
remédio	MEDICINE	1372.0	Proto-Naduhup	nada1235	Naduhup	jǒh	j ǒ h
drug	MEDICINE	1372.0	Proto-Panoan	pano1256	Panoan	ɽaʔo	ɽ a ʔ o
medicine	MEDICINE	1372.0	Proto-Quechuan	quec1387	Quechuan	hampi	h a m p i
meet	MEET	1831.0	Proto-Aymara	ayma1253	Aymaran	akʰi	a kʰ i
encontrar	MEET	1831.0	Proto-Naduhup	nada1235	Naduhup	wɯtʼ	w ɯ tʼ
meet	MEET	1831.0	Proto-Quechuan	quec1387	Quechuan	tari	t a r i
encontrar uno a otro	MEET	1831.0	Proto-Shuar	jiva1245	Chicham	ingkú	i n g k ú
to melt	MELT	2334.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuʎu	t͡ʃ u ʎ u
metal	METAL	2244.0	Proto-Panoan	pano1256	Panoan	manɨ	m a n ɨ
middle	MIDDLE	1093.0	Proto-Quechuan	quec1387	Quechuan	tʂawpi	t ʂ a w p i
leche	MILK	635.0	Proto-Guaicuru	guai1249	Guaicuruan	ótˀi	ó tˀ i
milk	MILK	635.0	Proto-Panoan	pano1256	Panoan	ʂoma	ʂ o m a
leche	MILK	635.0	Proto-Shuar	jiva1245	Chicham	múntsu	m ú n t s u
miriti palm	MIRITI PALM	3811.0	Proto-Guahiboan	guah1252	Guahiboan	inohóabo	i n o h ó a b o
miriti palm	MIRITI PALM	3811.0	Proto-Guahiboan	guah1252	Guahiboan	to	t o
moriche palm	MIRITI PALM	3811.0	Proto-Panoan	pano1256	Panoan	βinon	β i n o n
aguaje	MIRITI PALM	3811.0	Proto-Shuar	jiva1245	Chicham	áchu	á c h u
	MIRITI PALM	3811.0	Proto-Tucanoan	tuca1253	Tucanoan	n.e.ʔ.e	n e ʔ e
desdicha	MISERY	2553.0	Proto-Guaicuru	guai1249	Guaicuruan	jeʔqˀodáqa	j e ʔ qˀ o d á q a
desdicha	MISERY	2553.0	Proto-Guaicuru	guai1249	Guaicuruan	jeʔqˀodik	j e ʔ qˀ o d i k
to miss the target with an arrow	MISS (A TARGET)	161.0	Proto-Chapacuran	chap1271	Chapacuran	puɾek	p u ɾ e k
errar	MISS (A TARGET)	161.0	Proto-Guaicuru	guai1249	Guaicuruan	patˀa	p a tˀ a
extrañar	MISS (SOMEBODY)	2328.0	Proto-Guaicuru	guai1249	Guaicuruan	jatˀa	j a tˀ a
miss a person	MISS (SOMEBODY)	2328.0	Proto-Quechuan	quec1387	Quechuan	watu	w a t u
mix	MIX	2017.0	Proto-Aymara	ayma1253	Aymaran	pʰitʂu	pʰ i t ʂ u
mix	MIX	2017.0	Proto-Aymara	ayma1253	Aymaran	tiki	t i k i
mezcla	MIX	2017.0	Proto-Guaicuru	guai1249	Guaicuruan	aleke	a l e k e
blend	MIX	2017.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃapu	t͡ʃ a p u
mold	MOLD (GET ROTTEN)	3251.0	Proto-Aymara	ayma1253	Aymaran	tika	t i k a
mole	MOLE	1907.0	Proto-Quechuan	quec1387	Quechuan	ana	a n a
money	MONEY	1559.0	Proto-Aymara	ayma1253	Aymaran	quʎqi	q u ʎ q i
monkey species	MONKEY	1350.0	Proto-Chapacuran	chap1271	Chapacuran	jowin	j o w i n
monkey species	MONKEY	1350.0	Proto-Chapacuran	chap1271	Chapacuran	tapan	t a p a n
monkey species	MONKEY	1350.0	Proto-Chapacuran	chap1271	Chapacuran	ʔotˢiw	ʔ o tˢ i w
mono	MONKEY	1350.0	Proto-Chocoan	choc1280	Chocoan	koˈtutu	k o ˈt u t u
monkey	MONKEY	1350.0	Proto-Guahiboan	guah1252	Guahiboan	níhẽ	n í h ẽ
macaco	MONKEY	1350.0	Proto-Naduhup	nada1235	Naduhup	cǐciʔ	c ǐ c i ʔ
	MONKEY	1350.0	Proto-Tucanoan	tuca1253	Tucanoan	t.a.kk.e	t a kː e
month	MONTH	1370.0	Proto-Chibchan	chib1249	Chibchan	siˈhíʔ	s i ˈh í ʔ
month	MONTH	1370.0	Proto-Quechuan	quec1387	Quechuan	kiʎa	k i ʎ a
moon	MOON	1313.0	Proto-Arawakan	araw1281	Arawakan	kaçɨthɨ	k a ç ɨ t h ɨ
moon	MOON	1313.0	Proto-Arawakan	araw1281	Arawakan	kahithi	k a h i t h i
moon	MOON	1313.0	Proto-Aymara	ayma1253	Aymaran	paqʃi	p a q ʃ i
moon	MOON	1313.0	Proto-Chibchan	chib1249	Chibchan	siˈhíʔ	s i ˈh í ʔ
luna	MOON	1313.0	Proto-Chocoan	choc1280	Chocoan	ede	e d e
luna	MOON	1313.0	Proto-Matacoan	mata1289	Matacoan	xuweʔla	x u w e ʔ l a
moon	MOON	1313.0	Proto-Quechuan	quec1387	Quechuan	kiʎa	k i ʎ a
luna	MOON	1313.0	Proto-Shuar	jiva1245	Chicham	nántu	n á n t u
más	MORE	1992.0	Proto-Guaicuru	guai1249	Guaicuruan	pake	p a k e
mañana	MORNING	1339.0	Proto-Guaicuru	guai1249	Guaicuruan	anˀáqeja	a nˀ á q e j a
mañana	MORNING	1339.0	Proto-Shuar	jiva1245	Chicham	kashíni	k a s h í n i
mortero	MORTAR	224.0	Proto-Guaicuru	guai1249	Guaicuruan	awijó	a w i j ó
mortar	MORTAR	224.0	Proto-Quechuan	quec1387	Quechuan	mutʂka	m u t ʂ k a
mitch	MOSQUITO	1509.0	Proto-Arawakan	araw1281	Arawakan	hainɨjʊ	h ai n ɨ j ʊ
kind of mosquito	MOSQUITO	1509.0	Proto-Chapacuran	chap1271	Chapacuran	ʔikan	ʔ i k a n
gnat	MOSQUITO	1509.0	Proto-Chibchan	chib1249	Chibchan	buˈr̃ṹʔ	b u ˈr̃ ṹ ʔ
mosquito	MOSQUITO	1509.0	Proto-Guahiboan	guah1252	Guahiboan	wéasɨ	w é a s ɨ
mosquito	MOSQUITO	1509.0	Proto-Guaicuru	guai1249	Guaicuruan	qwanadó	q w a n a d ó
carapanã	MOSQUITO	1509.0	Proto-Naduhup	nada1235	Naduhup	kʼijoh	kʼ i j o h
mosquito species	MOSQUITO	1509.0	Proto-Panoan	pano1256	Panoan	βi	β i
mosquito species	MOSQUITO	1509.0	Proto-Panoan	pano1256	Panoan	nakʷa	n a kʷ a
mosquito	MOSQUITO	1509.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuspi	t͡ʃ u s p i
zancudo	MOSQUITO	1509.0	Proto-Shuar	jiva1245	Chicham	mánchu	m á n c h u
	MOSQUITO	1509.0	Proto-Tucanoan	tuca1253	Tucanoan	m.ɨ.t.e	m ɨ t e
polilla	MOTH	2828.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀikoqon	tˀ i k o q o n
moth	MOTH	2828.0	Proto-Quechuan	quec1387	Quechuan	piʎpintu	p i ʎ p i n t u
mother	MOTHER	1216.0	Proto-Arawakan	araw1281	Arawakan	ɨnʊ	ɨ n ʊ
mother	MOTHER	1216.0	Proto-Chapacuran	chap1271	Chapacuran	ʔinaʔ	ʔ i n a ʔ
mother	MOTHER	1216.0	Proto-Guahiboan	guah1252	Guahiboan	péna	p é n a
madre	MOTHER	1216.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀjodó	ˀj o d ó
mamá	MOTHER	1216.0	Proto-Guaicuru	guai1249	Guaicuruan	ateʔé	a t e ʔ é
mãe	MOTHER	1216.0	Proto-Naduhup	nada1235	Naduhup	ʔĩ̌do	ʔ ĩ̌ d o
madre	MOTHER	1216.0	Proto-Shuar	jiva1245	Chicham	núku	n ú k u
suegra	MOTHER-IN-LAW	1050.0	Proto-Chocoan	choc1280	Chocoan	pa	p a
suegra	MOTHER-IN-LAW	1050.0	Proto-Shuar	jiva1245	Chicham	tsatsa	t s a t s a
mountain	MOUNTAIN	639.0	Proto-Quechuan	quec1387	Quechuan	urqu	u r q u
ratón	MOUSE	1491.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀíkaqa	tˀ í k a q a
ratón	MOUSE	1491.0	Proto-Shuar	jiva1245	Chicham	katipi	k a t i p i
mouth	MOUTH	674.0	Proto-Arawakan	araw1281	Arawakan	kanakɨ	k a n a k ɨ
mouth	MOUTH	674.0	Proto-Arawakan	araw1281	Arawakan	nʊma	n ʊ m a
mouth	MOUTH	674.0	Proto-Chapacuran	chap1271	Chapacuran	topak	t o p a k
mouth	MOUTH	674.0	Proto-Chibchan	chib1249	Chibchan	ˈkahkə	ˈk a h k ə
boca	MOUTH	674.0	Proto-Chocoan	choc1280	Chocoan	i	i
mouth	MOUTH	674.0	Proto-Guahiboan	guah1252	Guahiboan	kuiboto	k ui b o t o
boca	MOUTH	674.0	Proto-Macro-Je	nucl1710	Macro-Jean	ĵajhə	ĵ a j h ə
boca	MOUTH	674.0	Proto-Naduhup	nada1235	Naduhup	dõ̌h	d õ̌ h
mouth	MOUTH	674.0	Proto-Quechuan	quec1387	Quechuan	ʃimi	ʃ i m i
boca	MOUTH	674.0	Proto-Shuar	jiva1245	Chicham	wénu	w é n u
	MOUTH	674.0	Proto-Tucanoan	tuca1253	Tucanoan	j.ɨ.ʔ.o	j ɨ ʔ o
	MOUTH	674.0	Proto-Tucanoan	tuca1253	Tucanoan	tsʔ.ɨ.s.e.o	tsˀ ɨ s e o
move	MOVE	765.0	Proto-Aymara	ayma1253	Aymaran	iqa	i q a
mover	MOVE	765.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀinaqa	tˀ i n a q a
to move	MOVE	765.0	Proto-Quechuan	quec1387	Quechuan	kuyu	k uyu
move away	MOVE AWAY	229.0	Proto-Aymara	ayma1253	Aymaran	arpʰa	a r pʰ a
cambiar de lugar de residencia	MOVE AWAY	229.0	Proto-Guaicuru	guai1249	Guaicuruan	látˀi	l á tˀ i
cut vegetation	MOW	190.0	Proto-Panoan	pano1256	Panoan	nawɨ	n a w ɨ
a lot	MUCH	3452.0	Proto-Aymara	ayma1253	Aymaran	antʂa	a n t ʂ a
a lot	MUCH	3452.0	Proto-Quechuan	quec1387	Quechuan	ant͡ʃa	a n t͡ʃ a
mud	MUD	640.0	Proto-Aymara	ayma1253	Aymaran	huqʰu	h u qʰ u
mud	MUD	640.0	Proto-Aymara	ayma1253	Aymaran	ɲiqi	ɲ i q i
mud	MUD	640.0	Proto-Chibchan	chib1249	Chibchan	oˈr̃i	o ˈr̃ i
mush	MUSH (FOOD)	3651.0	Proto-Aymara	ayma1253	Aymaran	utʂa	u t ʂ a
mushroom species	MUSHROOM	641.0	Proto-Chapacuran	chap1271	Chapacuran	ʔorawˀ	ʔ o r a wˀ
mute	MUTE	1666.0	Proto-Quechuan	quec1387	Quechuan	upa	u p a
my	MY	2090.0	Proto-Guahiboan	guah1252	Guahiboan	tax	t a x
my	MY	2090.0	Proto-Guahiboan	guah1252	Guahiboan	taha	t a h a
a mythical being	MYTHICAL BEING	2641.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuquʎu	t͡ʃ u q u ʎ u
	MYTHICAL BEING	2641.0	Proto-Tucanoan	tuca1253	Tucanoan	w.ã.tt.i	w ã tː i
clavar	NAIL	3306.0	Proto-Guaicuru	guai1249	Guaicuruan	otˀon	o tˀ o n
tack	NAIL (TOOL)	502.0	Proto-Aymara	ayma1253	Aymaran	tiri	t i r i
naked	NAKED	590.0	Proto-Aymara	ayma1253	Aymaran	qara	q a r a
naked	NAKED	590.0	Proto-Quechuan	quec1387	Quechuan	qara	q a r a
naked	NAKED	590.0	Proto-Quechuan	quec1387	Quechuan	qaʎa	q a ʎ a
name	NAME	1405.0	Proto-Aymara	ayma1253	Aymaran	ʃuti	ʃ u t i
name	NAME	1405.0	Proto-Chapacuran	chap1271	Chapacuran	ʔuwit	ʔ u w i t
name	NAME	1405.0	Proto-Chibchan	chib1249	Chibchan	ˈhaká	ˈh a k á
nombre	NAME	1405.0	Proto-Chocoan	choc1280	Chocoan	tɯ̃ˈɾɯ	t ɯ̃ ˈɾ ɯ
name	NAME	1405.0	Proto-Guahiboan	guah1252	Guahiboan	wɨ́ni	w ɨ́ n i
nombre	NAME	1405.0	Proto-Guaicuru	guai1249	Guaicuruan	eʔeˀnaqáte	e ʔ eˀ n a q á t e
nome	NAME	1405.0	Proto-Macro-Je	nucl1710	Macro-Jean	jet	j e t
nome	NAME	1405.0	Proto-Naduhup	nada1235	Naduhup	xâto	x â t o
name	NAME	1405.0	Proto-Panoan	pano1256	Panoan	harɨ	h a r ɨ
name	NAME	1405.0	Proto-Quechuan	quec1387	Quechuan	ʃuti	ʃ u t i
name	NAME	1405.0	Proto-Quechuan	quec1387	Quechuan	suti	s u t i
nombre	NAME	1405.0	Proto-Shuar	jiva1245	Chicham	naa	n aa
	NAME	1405.0	Proto-Tucanoan	tuca1253	Tucanoan	w.ã.m.i	w ã m i
nape	NAPE (OF NECK)	1347.0	Proto-Chibchan	chib1249	Chibchan	duˈkurə	d u ˈk u r ə
nuca	NAPE (OF NECK)	1347.0	Proto-Guaicuru	guai1249	Guaicuruan	náʔqe	n á ʔ q e
nape	NAPE (OF NECK)	1347.0	Proto-Panoan	pano1256	Panoan	tɨʂo	t ɨ ʂ o
narrow	NARROW	1267.0	Proto-Aymara	ayma1253	Aymaran	kuʎku	k u ʎ k u
narrow	NARROW	1267.0	Proto-Quechuan	quec1387	Quechuan	kitʂki	k i t ʂ k i
mucus	NASAL MUCUS (SNOT)	208.0	Proto-Aymara	ayma1253	Aymaran	ʎiqwi	ʎ i q w i
moco	NASAL MUCUS (SNOT)	208.0	Proto-Guaicuru	guai1249	Guaicuruan	kópˀid	k ó pˀ i d
navel	NAVEL	1838.0	Proto-Aymara	ayma1253	Aymaran	kururu	k u r u r u
belly button	NAVEL	1838.0	Proto-Chapacuran	chap1271	Chapacuran	ʔonok	ʔ o n o k
navel	NAVEL	1838.0	Proto-Quechuan	quec1387	Quechuan	pupu	p u p u
	NAVEL	1838.0	Proto-Tucanoan	tuca1253	Tucanoan	t∫.õ.pʔ.ɨ	tʃ õ pˀ ɨ
near	NEAR	1942.0	Proto-Aymara	ayma1253	Aymaran	haka	h a k a
near	NEAR	1942.0	Proto-Guahiboan	guah1252	Guahiboan	imokhóyo	i m o k h ó yo
próximo	NEAR	1942.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀna	ˀn a
neck	NECK	1333.0	Proto-Arawakan	araw1281	Arawakan	nʊ	n ʊ
