ID,Language_ID,Parameter_ID,Form,Segments,Source
f9772,l239,p192,mboẽnga,m/b o + ẽ n g a,gerardietal2021
f9773,l212,p192,ka,k a,gerardireichert2021;gerardietal2021
f9774,l212,p192,umiai,u m i ai,gerardireichert2021;gerardietal2021
f9775,l252,p192,ba,b a,gerardietal2021
f9776,l252,p192,maraʃá,m a r a ʃ á,gerardietal2021
f9777,l197,p192,oo,o o,gerardireichert2021;gerardietal2021
f9778,l197,p192,oo,oː,gerardireichert2021;gerardietal2021
f9779,l198,p192,puã,p uã,gerardietal2021
f9780,l200,p192,kʷã,kʷ ã,gerardietal2021
f9781,l262,p193,kreɨ,k r e ɨ,gerardireichert2021;gerardietal2021
f9782,l247,p193,wen,w ɛ n,gerardietal2021
f9783,l159,p193,pa,p a,gerardietal2021
f9784,l216,p193,mõmĩnã,m õ m ĩ n ã,gerardireichert2021;gerardietal2021
f9785,l163,p193,pã,p ã,gerardireichert2021;gerardietal2021
f9786,l79,p193,pa,p a,gerardireichert2021;gerardietal2021
f9787,l203,p193,wereb,w e r e b,gerardietal2021
f9788,l199,p193,akonba,a k o n b a,gerardietal2021
f9789,l168,p193,paw,p a w,gerardireichert2021;gerardietal2021
f9790,l169,p193,pa,p a,gerardireichert2021;gerardietal2021
f9791,l213,p193,mõmĩnã,m õ m ĩ n ã,gerardietal2021
f9792,l227,p193,másehu,m á s e h u,gerardietal2021
f9793,l245,p193,pa,p a,gerardireichert2021;gerardietal2021
f9794,l173,p193,pa,p a,gerardietal2021
f9795,l264,p193,pap,p a p,gerardireichert2021;gerardietal2021
f9796,l248,p193,amɨ,a m ɨ,gerardietal2021
f9797,l248,p193,non,n o n,gerardietal2021
f9798,l248,p193,pɨmo,p ɨ m o,gerardietal2021
f9799,l248,p193,pɨɨk,p ɨɨ k,gerardietal2021
f9800,l229,p193,kãri nãn,k ã r i + n ã n,gerardietal2021
f9801,l253,p193,pap,p a p,gerardireichert2021;gerardietal2021
f9802,l253,p193,ɨk,ɨ k,gerardireichert2021;gerardietal2021
f9803,l20,p193,upata,u p a t a,gerardireichert2021;gerardietal2021
f9804,l249,p193,wik,w i k,gerardietal2021
f9805,l231,p193,wẽn,w ẽ n,gerardietal2021
f9806,l180,p193,məʔə̃m,m ə ʔ ə̃ m,gerardietal2021
f9807,l100,p193,pa,p a,gerardireichert2021;gerardietal2021
f9808,l181,p193,upata,u p a t a,gerardireichert2021;gerardietal2021
f9809,l243,p193,paw,p a w,gerardireichert2021;gerardietal2021
f9810,l183,p193,paβ,p a β,gerardireichert2021;gerardietal2021
f9811,l184,p193,rãmonte,r ã m o n t e,gerardireichert2021;gerardietal2021
f9812,l234,p193,wéréb,w é r é b,gerardietal2021
f9813,l187,p193,pa,p a,gerardietal2021
f9814,l188,p193,pãw,p ã w,gerardireichert2021;gerardietal2021
f9815,l251,p193,paw,p a w,gerardireichert2021;gerardietal2021
f9816,l236,p193,poatkat,p oa t k a t,gerardietal2021
f9817,l237,p193,paβ,p a b,gerardireichert2021;gerardietal2021
f9818,l192,p193,mombá,m o + m/b á,gerardietal2021
f9819,l193,p193,paw,p a w,gerardietal2021
f9820,l194,p193,paβ,p a β,gerardireichert2021;gerardietal2021
f9821,l195,p193,pa,p a,gerardireichert2021;gerardietal2021
f9822,l246,p193,pa,p a,gerardireichert2021;gerardietal2021
f9823,l239,p193,wik,w i k,gerardietal2021
f9824,l212,p193,arádia,a r á d ia,gerardireichert2021;gerardietal2021
f9825,l252,p193,base,b a s e,gerardietal2021
f9826,l197,p193,bero,b e r o,gerardireichert2021;gerardietal2021
f9827,l198,p193,opa,o p a,gerardietal2021
f9828,l215,p228,aʐa,a ʐ a,galucioetal2015;gerardireichert2021;gerardietal2021
f9829,l262,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9830,l247,p228,otat,u t a t,galucioetal2015;gerardietal2021
f9831,l247,p228,otat,o t a t,galucioetal2015;gerardietal2021
f9832,l159,p228,tata,t a t a,gerardietal2021
f9833,l216,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9834,l263,p228,atã,a t ã,gerardireichert2021;gerardietal2021
f9835,l242,p228,tata,t a t a,gerardietal2021
f9836,l217,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9837,l163,p228,ata,a t a,gerardireichert2021;gerardietal2021
f9838,l163,p228,tatã,t a t ã,gerardireichert2021;gerardietal2021
f9839,l201,p228,somi,s o m i,gerardietal2021
f9840,l218,p228,kãj,k ã j,galucioetal2015;gerardietal2021
f9841,l268,p228,kãj,k ã j,gerardietal2021
f9842,l218,p228,kã́j,k ã́/ã j,galucioetal2015;gerardietal2021
f9843,l219,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9844,l220,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9845,l241,p228,tati,t a t i,gerardietal2021
f9846,l221,p228,tata,t a t a,gerardireichert2021
f9847,l215,p228,aʑa,a ʑ a,galucioetal2015;gerardireichert2021;gerardietal2021
f9848,l215,p228,ʔapo,ʔ a p o,galucioetal2015;gerardireichert2021;gerardietal2021
f9849,l79,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9850,l203,p228,pokãj,p o k ã j,gerardietal2021
f9851,l222,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9852,l199,p228,pókáàj,p ó k á à j,galucioetal2015;gerardietal2021
f9853,l199,p228,pó-kã́ã̀j,p ó/o k ã́/ã ã̀/ã j,galucioetal2015;gerardietal2021
f9854,l168,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9855,l169,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9856,l223,p228,tata,t a t a,gerardireichert2021
f9857,l224,p228,tata,t a t a,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f9858,l225,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9859,l226,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9860,l213,p228,tata,t a t a,gerardietal2021
f9861,l214,p228,tatá,t a t á,gerardietal2021
f9862,l244,p228,tata,t a t a,gerardietal2021
f9863,l227,p228,aʃi,a ʃ i,galucioetal2015;gerardietal2021
f9864,l227,p228,aʃí,a ʃ í/i,galucioetal2015;gerardietal2021
f9865,l245,p228,tata,t a t a,galucioetal2015;gerardireichert2021;gerardietal2021
f9866,l173,p228,tata,t a t a,gerardietal2021
f9867,l264,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9868,l248,p228,iso,i s o,HGN;galucioetal2015;gerardietal2021
f9869,l229,p228,tʃan,tʃ a n,galucioetal2015;gerardietal2021
f9870,l253,p228,ata,a t a,gerardireichert2021;gerardietal2021
f9871,l209,p228,garembi,g a r e m/b i,gerardietal2021
f9872,l20,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9873,l228,p228,láʃa,l á ʃ a,galucioetal2015;gerardietal2021
f9874,l228,p228,ɮáʃa,ɮ á/a ʃ a,galucioetal2015;gerardietal2021
f9875,l229,p228,cán nãʔ,c á/a n + n ã ʔ,galucioetal2015;gerardietal2021
f9876,l230,p228,arja,a r j a,galucioetal2015;gerardireichert2021;gerardietal2021
f9877,l249,p228,otʃat,o tʃ a t,galucioetal2015;gerardietal2021
f9878,l249,p228,ujtʃat,u j tʃ a t,galucioetal2015;gerardietal2021
f9879,l230,p228,arja,a ɾ ia,galucioetal2015;gerardireichert2021;gerardietal2021
f9880,l230,p228,aɾja,a ɾ j a,galucioetal2015;gerardireichert2021;gerardietal2021
f9881,l231,p228,utat,u t a t,galucioetal2015;gerardietal2021
f9882,l231,p228,otat pok,o t a t + p o k,galucioetal2015;gerardietal2021
f9883,l233,p228,kãj,k ã j,galucioetal2015;gerardietal2021
f9884,l180,p228,daʃá,d a ʃ á,galucioetal2015;gerardietal2021
f9885,l180,p228,daʃá,d a ʃ á/a,galucioetal2015;gerardietal2021
f9886,l100,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9887,l181,p228,tata,t a t a,gerardietal2021
f9888,l243,p228,tatã,t a t ã,gerardireichert2021;gerardietal2021
f9889,l183,p228,ta,t a,gerardireichert2021;gerardietal2021
f9890,l232,p228,-ata,a t a,galucioetal2015
f9891,l250,p228,namiʃə̃op,n a m i ʃ ə̃o p,galucioetal2015;gerardietal2021
f9892,l250,p228,dabək,d a b ə k,galucioetal2015;gerardietal2021
f9893,l250,p228,ßok,β o k,galucioetal2015;gerardietal2021
f9894,l233,p228,kã́ã̀j,k ã́/ã ã̀/ã j,galucioetal2015;gerardietal2021
f9895,l184,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9896,l185,p228,tata,t a t a,gerardietal2021
f9897,l234,p228,mokãj,m o k ã j,galucioetal2015;gerardireichert2021;gerardietal2021
f9898,l234,p228,mó-kã́ã̀j,m ó/o k ã́/ã ã̀/ã j,galucioetal2015;gerardireichert2021;gerardietal2021
f9899,l234,p228,tata,t a t a,galucioetal2015;gerardireichert2021;gerardietal2021
f9900,l267,p228,tata,t a t a,gerardietal2021
f9901,l187,p228,tata,t a t a,gerardietal2021
f9902,l188,p228,ãtã,ã t ã,galucioetal2015;gerardireichert2021;gerardietal2021
f9903,l251,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9904,l235,p228,tata,t a t a,gerardireichert2021
f9905,l236,p228,kopkap,k o p k a p,galucioetal2015;gerardietal2021
f9906,l237,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9907,l192,p228,tata,t a t a,gerardietal2021
f9908,l193,p228,tatá,t a t á,gerardietal2021
f9909,l194,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9910,l211,p228,ʃamon,ʃ a m o n,gerardietal2021
f9911,l195,p228,tata,t a t a,gerardireichert2021;gerardietal2021
f9912,l246,p228,tata,t a t a,HGN;gerardireichert2021;gerardietal2021
f9913,l239,p228,agopkap,a g o p k a p,galucioetal2015;gerardietal2021
f9914,l212,p228,ata,a t a,gerardireichert2021;gerardietal2021
f9915,l252,p228,aʃi,a ʃ i,galucioetal2015;gerardietal2021
f9916,l197,p228,ata,a t a,gerardireichert2021;gerardietal2021
f9917,l198,p228,ata,a t a,gerardietal2021
f9918,l199,p228,pokããj,p o k ãː j,galucioetal2015;gerardietal2021
f9919,l240,p228,pó-kã́ã̀j,p ó/o k ã́/ã ã̀/ã j,galucioetal2015
f9920,l262,p195,ambwa,a m/b w a,gerardireichert2021;gerardietal2021
f9921,l247,p195,koko ebitãne,k o k o + e b i t ã n e,gerardietal2021
f9922,l263,p195,wɨwɨ,w ɨ w ɨ,gerardietal2021
f9923,l218,p195,bugup bugup,b ʌ g ʌ p b ʌ g ʌ p,gerardietal2021
f9924,l215,p195,wawaŋ,w a w a ŋ,gerardietal2021
f9925,l79,p195,tʃanopéra,tʃ a n o p e r a,gerardireichert2021;gerardietal2021
f9926,l79,p195,t͡ʃanopéra,t͡ʃ a n o p é r a,gerardireichert2021;gerardietal2021
f9927,l222,p195,moã,m o ã,gerardireichert2021;gerardietal2021
f9928,l199,p195,ako kããj,a k o + k ãː j,gerardietal2021
f9929,l168,p195,wag,w a g,gerardietal2021
f9930,l223,p195,mũã,m ũ ã,gerardireichert2021
f9931,l224,p195,muã,m u ã,gerardireichert2021;gerardietal2021
f9932,l225,p195,mwã,m w ã,gerardireichert2021;gerardietal2021
f9933,l224,p195,muã,m uã,gerardireichert2021;gerardietal2021
f9934,l226,p195,kurukusi,k u r u k u s i,gerardietal2021
f9935,l262,p195,ambwa,a mb w a,gerardireichert2021;gerardietal2021
f9936,l244,p195,mõhu,m õ h u,gerardietal2021
f9937,l245,p195,uwã,u w ã,gerardietal2021
f9938,l248,p195,hɨmhɨmã,h ɨ mʰ ɨ m ã,gerardietal2021
f9939,l229,p195,magowip,m a g o w i p,gerardietal2021
f9940,l20,p195,mwa,m w a,gerardireichert2021;gerardietal2021
f9941,l20,p195,mwa,mʷ a,gerardireichert2021;gerardietal2021
f9942,l249,p195,mboreeptʃop,m/b o r eː p tʃ o p,gerardietal2021
f9943,l230,p195,wamɨjã,w a m ɨ j ã,gerardietal2021
f9944,l225,p195,gʷaã,gʷ aã,gerardireichert2021;gerardietal2021
f9945,l225,p195,mwã,mʷ ã,gerardireichert2021;gerardietal2021
f9946,l231,p195,ɨɾaamãj,ɨ ɾ aː m ã j,gerardietal2021
f9947,l180,p195,sopsop,s o p + s o p,gerardietal2021
f9948,l100,p195,gagaluma,g a g a l u m a,gerardireichert2021;gerardietal2021
f9949,l181,p195,majsosakwara,m a j s o s a k w a r a,gerardireichert2021;gerardietal2021
f9950,l181,p195,maisosakʷara,m ai s o s a kʷ a r a,gerardireichert2021;gerardietal2021
f9951,l243,p195,piraka,p i r a k a,gerardireichert2021;gerardietal2021
f9952,l183,p195,muhũ,m u h ũ,gerardireichert2021;gerardietal2021
f9953,l250,p195,tutukuju,t u t u k u j u,gerardietal2021
f9954,l184,p195,gʷãẽ,gʷ ãẽ,gerardireichert2021;gerardietal2021
f9955,l184,p195,gʷãẽ,gʷ ã ẽ,gerardireichert2021;gerardietal2021
f9956,l234,p195,ako kããj,a k o + k ãː j,gerardietal2021
f9957,l187,p195,hiwikwasape,h i w i kʷ a s a p e,gerardietal2021
f9958,l187,p195,mõwã,m õ w ã,gerardietal2021
f9959,l222,p195,moã,m oã,gerardireichert2021;gerardietal2021
f9960,l251,p195,waŋ,w a ŋ,gerardireichert2021;gerardietal2021
f9961,l235,p195,muhũ,m u h ũ,gerardireichert2021
f9962,l236,p195,porewa,p o r e w a,gerardietal2021
f9963,l237,p195,mamwa,m a mʷ a,gerardireichert2021;gerardietal2021
f9964,l237,p195,mamwa,m a m w a,gerardireichert2021;gerardietal2021
f9965,l192,p195,buiʒia,b ui ʒ ia,gerardietal2021
f9966,l194,p195,muhũ,m u h ũ,gerardireichert2021;gerardietal2021
f9967,l246,p195,ajãpɨteʔ,a j ã p ɨ t e ʔ,gerardireichert2021;gerardietal2021
f9968,l239,p195,mbambaa,m/b a m/b aː,gerardietal2021
f9969,l197,p195,gʷã,gʷ ã,gerardireichert2021;gerardietal2021
f9970,l199,p195,bagambagapkɨ̃ɨ̃t,b a g a m/b a g a p k ɨ̃ː t,gerardietal2021
f9971,l262,p196,tʃãkã,tʃ ã k ã,gerardietal2021
f9972,l247,p196,peá,p e ʔ a,gerardietal2021
f9973,l216,p196,dʒakɨra,dʒ a k ɨ ɾ a,gerardietal2021
f9974,l242,p196,jakĩ,j a k ĩ,gerardietal2021
f9975,l217,p196,tata,t a t a,gerardietal2021
f9976,l163,p196,ihatʃĩ,i h a tʃ ĩ,gerardireichert2021;gerardietal2021
f9977,l163,p196,ihat͡ʃĩ,i h a t͡ʃ ĩ,gerardireichert2021;gerardietal2021
f9978,l201,p196,saŋa,s a ŋ a,gerardietal2021
f9979,l218,p196,kainkap,k a i n k a p,gerardietal2021
f9980,l219,p196,t͡ʃepeʔa,t͡ʃ e p e ʔ a,gerardireichert2021;gerardietal2021
f9981,l220,p196,iakɨ̃,i a k ɨ̃,gerardireichert2021;gerardietal2021
f9982,l219,p196,tʃepeʔa,tʃ e + p e ʔ + a,gerardireichert2021;gerardietal2021
f9983,l220,p196,iakɨ̃,j a k ɨ̃,gerardireichert2021;gerardietal2021
f9984,l221,p196,jakaj,j a k a j,gerardireichert2021
f9985,l215,p196,tata,t a t a,gerardietal2021
f9986,l79,p196,jepea,j e + p e + a,gerardireichert2021;gerardietal2021
f9987,l79,p196,jepea,j e p e a,gerardireichert2021;gerardietal2021
f9988,l199,p196,pokajna βabí,p o k a j n a β a b í,gerardietal2021
f9989,l168,p196,zapeʔaw,z a + p e ʔ + a w,gerardireichert2021;gerardietal2021
f9990,l168,p196,zapeʔaw,z a p e ʔ a w,gerardireichert2021;gerardietal2021
f9991,l169,p196,tataʔɨ́,t a t a + ʔ ɨ́,gerardietal2021
f9992,l223,p196,jepeʔa,j e p e ʔ a,gerardireichert2021
f9993,l224,p196,jepeʔa,j e p e ʔ a,gerardireichert2021;gerardietal2021
f9994,l225,p196,japeʔa,j a p e ʔ a,gerardireichert2021;gerardietal2021
f9995,l224,p196,jepeʔa,j e + p e ʔ + a,gerardireichert2021;gerardietal2021
f9996,l226,p196,jepeʔa,j e p e ʔ a,gerardireichert2021
f9997,l213,p196,dʒakɨra,dʒ a k ɨ r a,gerardietal2021
f9998,l227,p196,aʃí,a ʃ í,gerardietal2021
f9999,l245,p196,japeʔa,j a + p e ʔ + a,gerardireichert2021;gerardietal2021
f10000,l173,p196,pɨahɨ́i,p ɨ a h ɨ́ i,gerardietal2021
f10001,l264,p196,japeʔaw,j a + p e ʔ + a w,gerardireichert2021;gerardietal2021
f10002,l264,p196,japeʔaw,j a p e ʔ a w,gerardireichert2021;gerardietal2021
f10003,l248,p196,sõg,s õ g,gerardietal2021
f10004,l229,p196,tʃat,tʃ a t,gerardietal2021
f10005,l253,p196,tata,t a t a,gerardireichert2021;gerardietal2021
f10006,l209,p196,gát,g á t,gerardietal2021
f10007,l20,p196,ipia,i + p i + a,gerardireichert2021;gerardietal2021
f10008,l20,p196,ipia,i p i a,gerardireichert2021;gerardietal2021
f10009,l228,p196,ðaʃa,ð a ʃ a,gerardietal2021
f10010,l249,p196,otʃapot,o tʃ a p o t,gerardietal2021
f10011,l230,p196,aria,a ɾ ia,gerardietal2021
f10012,l225,p196,japeʔa,j a + p e ʔ + a,gerardireichert2021;gerardietal2021
f10013,l231,p196,utat pok,u t a t + p o k,gerardietal2021
f10014,l180,p196,daʃá,d a ʃ á,gerardietal2021
f10015,l100,p196,jepeawa,j e + p e + a w a,gerardireichert2021;gerardietal2021
f10016,l100,p196,jepeawa,j e p e a w a,gerardireichert2021;gerardietal2021
f10017,l181,p196,ɪpɪa,i + p i + a,gerardireichert2021;gerardietal2021
f10018,l181,p196,ɪpɪa,ɪ p ɪ a,gerardireichert2021;gerardietal2021
f10019,l243,p196,tʃepeaβ,tʃ e + p e + a β,gerardireichert2021;gerardietal2021
f10020,l243,p196,t͡ʃepeaβ,t͡ʃ e p e a β,gerardireichert2021;gerardietal2021
f10021,l183,p196,ataʔɨ,a t a ʔ ɨ,gerardireichert2021;gerardietal2021
f10022,l250,p196,namiʃə̃,n a m i ʃ ə̃,gerardietal2021
f10023,l184,p196,dʒea,dʒ ea,gerardireichert2021;gerardietal2021
f10024,l184,p196,dʒea,dʒ e a,gerardireichert2021;gerardietal2021
f10025,l185,p196,joko,j o k o,gerardietal2021
f10026,l234,p196,iibalabia,iː b a l a b ia,gerardietal2021
f10027,l187,p196,ʒipeʔa,ʒ i + p e ʔ + a,gerardietal2021
f10028,l222,p196,boɨg,b o ɨ g,gerardietal2021
f10029,l251,p196,zapeʔaw,z a + p e ʔ + a w,gerardietal2021
f10030,l236,p196,ẽko,ẽ k o,gerardietal2021
f10031,l237,p196,jepeʔaβ,j e + p e ʔ + a b,gerardireichert2021;gerardietal2021
f10032,l237,p196,jepeʔaβ,j e p e ʔ a β,gerardireichert2021;gerardietal2021
f10033,l192,p196,ʒapiá,ʒ a + p i + á,gerardietal2021
f10034,l245,p196,japeʔa,j a p e ʔ a,gerardireichert2021;gerardietal2021
f10035,l195,p196,ðapéʔa,ð a + p é ʔ + a,gerardireichert2021;gerardietal2021
f10036,l195,p196,ðapéʔa,ð a p é ʔ a,gerardireichert2021;gerardietal2021
f10037,l246,p196,japeʔa,j a + p e ʔ + a,gerardireichert2021;gerardietal2021
f10038,l246,p196,japeʔa,j a p e ʔ a,gerardireichert2021;gerardietal2021
f10039,l239,p196,agopkap,a g o p k a p,gerardietal2021
f10040,l212,p196,ʒapia,ʒ a + p i + a,gerardietal2021
f10041,l252,p196,aʃí,a ʃ í,gerardietal2021
f10042,l197,p196,ja,j a,gerardireichert2021;gerardietal2021
f10043,l215,p229,pira,p i r a,galucioetal2015;gerardireichert2021;gerardietal2021
f10044,l262,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10045,l247,p229,kɨjtpit,k ɨ j t p i t,galucioetal2015;gerardietal2021
f10046,l247,p229,kojtpit,k o j t p i t,galucioetal2015;gerardietal2021
f10047,l159,p229,pira,p i r a,gerardietal2021
f10048,l216,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10049,l216,p229,pira,p i ɾ a,gerardireichert2021;gerardietal2021
f10050,l263,p229,pirã,p i r ã,gerardireichert2021;gerardietal2021
f10051,l217,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10052,l163,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10053,l201,p229,iba,i b a,gerardietal2021
f10054,l201,p229,potkap,p o t k a p,gerardietal2021
f10055,l218,p229,bolip,b o l i p,galucioetal2015;gerardietal2021
f10056,l218,p229,bolíp,b o l í/i p,galucioetal2015;gerardietal2021
f10057,l219,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10058,l220,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10059,l221,p229,pira,p i r a,gerardireichert2021
f10060,l215,p229,pira,p i ɾ a,galucioetal2015;gerardireichert2021;gerardietal2021
f10061,l215,p229,piɾaʔɨt,p i ɾ a ʔ ɨ t,galucioetal2015;gerardireichert2021;gerardietal2021
f10062,l203,p229,mbulíp,m/b u l í p,gerardietal2021
f10063,l222,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10064,l199,p229,bolíp,b o l í p,galucioetal2015;gerardietal2021
f10065,l199,p229,bolíp,b o l í/i p,galucioetal2015;gerardietal2021
f10066,l168,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10067,l169,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10068,l223,p229,pira,p i r a,gerardireichert2021
f10069,l224,p229,pira,p i r a,bridetal2022;galucioetal2015;gerardireichert2021;gerardietal2021
f10070,l225,p229,pira,p i r a,bridetal2022;gerardireichert2021;gerardietal2021
f10071,l224,p229,pira,p i ɾ a,bridetal2022;galucioetal2015;gerardireichert2021;gerardietal2021
f10072,l226,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10073,l214,p229,jíra,j í r a,gerardietal2021
f10074,l244,p229,pira,p i r a,gerardietal2021
f10075,l227,p229,pitʃa,p i tʃ a,galucioetal2015;gerardietal2021
f10076,l245,p229,pira,p i r a,galucioetal2015;gerardireichert2021;gerardietal2021
f10077,l173,p229,pira,p i r a,gerardietal2021
f10078,l264,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10079,l248,p229,ip,i p,galucioetal2015;gerardietal2021
f10080,l248,p229,ʔip,ʔ i p,galucioetal2015;gerardietal2021
f10081,l229,p229,ip,i p,galucioetal2015;gerardietal2021
f10082,l253,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10083,l209,p229,ip,i p,gerardietal2021
f10084,l20,p229,ipira,i p i r a,gerardireichert2021;gerardietal2021
f10085,l20,p229,ipira,p i r a,gerardireichert2021;gerardietal2021
f10086,l228,p229,potip,p o t i p,galucioetal2015;gerardietal2021
f10087,l230,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10088,l249,p229,potkap,p o t k a p,galucioetal2015;gerardietal2021
f10089,l249,p229,piɾa,p i ɾ a,galucioetal2015;gerardietal2021
f10090,l230,p229,pira,p i ɾ a,gerardireichert2021;gerardietal2021
f10091,l231,p229,kɨjpit,k ɨ j p i t,galucioetal2015;gerardietal2021
f10092,l231,p229,piɾ,p i ɾ,galucioetal2015;gerardietal2021
f10093,l233,p229,murip,m u r i p,galucioetal2015;gerardietal2021
f10094,l180,p229,aʃimá,a ʃ i m á,galucioetal2015;gerardietal2021
f10095,l180,p229,aʃimá,a ʃ i m á/a,galucioetal2015;gerardietal2021
f10096,l100,p229,pira,p i r a,HGN;gerardireichert2021;gerardietal2021
f10097,l100,p229,pira,p i ɾ a,HGN;gerardireichert2021;gerardietal2021
f10098,l181,p229,ipira,i p i r a,gerardireichert2021;gerardietal2021
f10099,l243,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10100,l183,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10101,l183,p229,pira,p i ɾ a,gerardireichert2021;gerardietal2021
f10102,l232,p229,piɾa,p i ɾ a,galucioetal2015
f10103,l250,p229,ɨpʔaj,ɨ p ʔ a j,galucioetal2015;gerardietal2021
f10104,l250,p229,ʔɨpʔaj,ʔ ɨ p ʔ a j,galucioetal2015;gerardietal2021
f10105,l233,p229,bolíp,b o l í/i p,galucioetal2015;gerardietal2021
f10106,l184,p229,hira,h i r a,gerardireichert2021;gerardietal2021
f10107,l185,p229,pira,p i r a,gerardietal2021
f10108,l234,p229,morip,m o ɾ i p,galucioetal2015;gerardireichert2021;gerardietal2021
f10109,l234,p229,moɾíp,m o ɾ í/i p,galucioetal2015;gerardireichert2021;gerardietal2021
f10110,l234,p229,moɾíw-aa,m o ɾ í/i w aː,galucioetal2015;gerardireichert2021;gerardietal2021
f10111,l234,p229,pira,p i r a,galucioetal2015;gerardireichert2021;gerardietal2021
f10112,l187,p229,pira,p i r a,bridetal2022;gerardietal2021
f10113,l188,p229,hipiɾã,h i p i ɾ ã,galucioetal2015;gerardireichert2021;gerardietal2021
f10114,l188,p229,pirã,p i r ã,galucioetal2015;gerardireichert2021;gerardietal2021
f10115,l251,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10116,l235,p229,pira,p i r a,gerardireichert2021
f10117,l236,p229,ʔipot,ʔ i p o t,galucioetal2015;gerardietal2021
f10118,l236,p229,ipot,i p o t,galucioetal2015;gerardietal2021
f10119,l237,p229,piɾa,p i ɾ a,gerardireichert2021;gerardietal2021
f10120,l237,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10121,l192,p229,pira,p i r a,gerardietal2021
f10122,l245,p229,piɾa,p i ɾ a,galucioetal2015;gerardireichert2021;gerardietal2021
f10123,l194,p229,pira,p i r a,gerardireichert2021;gerardietal2021
f10124,l194,p229,pira,p i ɾ a,gerardireichert2021;gerardietal2021
f10125,l195,p229,pɨra,p ɨ r a,gerardireichert2021;gerardietal2021
f10126,l246,p229,pirã,p i r ã,gerardireichert2021;gerardietal2021
f10127,l239,p229,ɨwoj,ɨ w o j,galucioetal2015;gerardietal2021
f10128,l239,p229,ißojt,i β o j t,galucioetal2015;gerardietal2021
f10129,l212,p229,pira(j),p i r a,gerardireichert2021;gerardietal2021
f10130,l212,p229,piraj,p i r a j,gerardireichert2021;gerardietal2021
f10131,l252,p229,ʃíta,ʃ í t a,galucioetal2015;gerardietal2021
f10132,l252,p229,ʃita,ʃ i t a,galucioetal2015;gerardietal2021
f10133,l197,p229,hira,h i r a,gerardireichert2021;gerardietal2021
f10134,l198,p229,pire,p i r e,gerardietal2021
f10135,l199,p229,bulip,b u l i p,galucioetal2015;gerardietal2021
f10136,l240,p229,bolíp,b o l í/i p,galucioetal2015
f10137,l247,p198,ko,k o,gerardietal2021
f10138,l216,p198,pirapɨhɨkawa,p i ɾ a p ɨ h ɨ k a w a,gerardietal2021
f10139,l217,p198,itapotaɲa,i t a p o t a ɲ a,gerardietal2021
f10140,l217,p198,tupɨtaɲa,t u p ɨ t a ɲ a,gerardietal2021
f10141,l163,p198,pida,p i d a,gerardietal2021
f10142,l201,p198,iubo odobo,i b o o d o b o,gerardietal2021
f10143,l215,p198,mitã,m i t ã,gerardietal2021
f10144,l79,p198,pinda,p i n/d a,gerardietal2021
f10145,l199,p198,bolíβ​a​p,b o l í β + a p,gerardietal2021
f10146,l168,p198,pina,p i n a,gerardietal2021
f10147,l224,p198,pinda,p i n/d a,gerardietal2021
f10148,l227,p198,piná,p i n á,gerardietal2021
f10149,l245,p198,pinda,p i n d a,gerardietal2021
f10150,l248,p198,ipmɨrɨgĩmpa,i p + m ɨ r ɨ g ĩ m + p a,gerardietal2021
f10151,l229,p198,ʃo puʔ,tʃ o + p u ʔ,gerardietal2021
