ID,Language_ID,Parameter_ID,Form,Segments,Source
f10152,l20,p198,maninpiara,m a n i n p ia r a,gerardietal2021
f10153,l228,p198,pínã,p í n ã,gerardietal2021
f10154,l249,p198,ko,k o,gerardietal2021
f10155,l249,p198,tĩwãp,t ĩ w ã p,gerardietal2021
f10156,l230,p198,pinã,p i n ã,gerardietal2021
f10157,l225,p198,pinda,p i n/d a,gerardietal2021
f10158,l231,p198,ko,k o,gerardietal2021
f10159,l180,p198,piɲã́,p i ɲ ã́,gerardietal2021
f10160,l100,p198,pinda,p i n/d a,gerardietal2021
f10161,l181,p198,manipiara,m a n i p ia r a,gerardietal2021
f10162,l183,p198,piramokondava,p i ɾ a m o k o n/d a v a,gerardietal2021
f10163,l184,p198,uaʃɨ̃,ua ʃ ɨ̃,gerardietal2021
f10164,l234,p198,ãsáo,ã s áo,gerardietal2021
f10165,l187,p198,pinda,p i n/d a,gerardietal2021
f10166,l188,p198,pinã,p i n ã,gerardietal2021
f10167,l222,p198,wɨkə,w ɨ k ə,gerardietal2021
f10168,l251,p198,pina,p i n a,gerardietal2021
f10169,l236,p198,nik,n i k,gerardietal2021
f10170,l237,p198,pindá,p i n/d a,gerardietal2021
f10171,l192,p198,pindá,p i n/d á,gerardietal2021
f10172,l194,p198,piramboahawa,p i ɾ a m/b oa h a w a,gerardietal2021
f10173,l246,p198,pina,p i n a,gerardietal2021
f10174,l239,p198,engonĩam,e n g o n ĩa m,gerardietal2021
f10175,l252,p198,pinã,p i n ã,gerardietal2021
f10176,l198,p198,pide,p i d e,gerardietal2021
f10177,l262,p199,tʃepe,tʃ e p e,gerardietal2021
f10178,l216,p199,oβa,o β a,gerardireichert2021;gerardietal2021
f10179,l263,p199,pa,p a,gerardireichert2021;gerardietal2021
f10180,l217,p199,hɨm,h ɨ m,gerardietal2021
f10181,l163,p199,pe,p e,gerardireichert2021;gerardietal2021
f10182,l218,p199,tʃirãj,tʃ i r ã j,gerardietal2021
f10183,l219,p199,karat͡s,k a r a t͡s,gerardireichert2021;gerardietal2021
f10184,l219,p199,hɨm,h ɨ m,gerardireichert2021;gerardietal2021
f10185,l221,p199,pep,p e p,gerardireichert2021
f10186,l215,p199,kujʔapẽte,k u j ʔ a p ẽ t e,gerardietal2021
f10187,l79,p199,pope,p o p e,gerardireichert2021;gerardietal2021
f10188,l222,p199,tãbe,t ã b e,gerardireichert2021;gerardietal2021
f10189,l199,p199,pê,p ê,gerardietal2021
f10190,l199,p199,ʃíníníìp,ʃ í n í n í ì p,gerardietal2021
f10191,l168,p199,pew,p e w,gerardireichert2021;gerardietal2021
f10192,l169,p199,pe,p e,gerardietal2021
f10193,l223,p199,pe,p e,gerardireichert2021
f10194,l224,p199,joja,j o j a,gerardireichert2021;gerardietal2021
f10195,l225,p199,mbe,mb e,gerardireichert2021;gerardietal2021
f10196,l226,p199,pe,p e,gerardireichert2021;gerardietal2021
f10197,l227,p199,arĩ́rú,a r ĩ́ r ú,gerardietal2021
f10198,l245,p199,pe,p e,gerardireichert2021;gerardietal2021
f10199,l264,p199,ojim,o j i m,gerardireichert2021;gerardietal2021
f10200,l248,p199,kɨ̃kɨ̃n,k ɨ̃ k ɨ̃ n,gerardietal2021
f10201,l229,p199,tʃẽrat,tʃ ẽ r a t,gerardietal2021
f10202,l253,p199,pep,p e p,gerardireichert2021;gerardietal2021
f10203,l20,p199,pewan,p e w a n,gerardireichert2021;gerardietal2021
f10204,l228,p199,korop,k o r o p,gerardietal2021
f10205,l249,p199,talep,t a l e p,gerardietal2021
f10206,l230,p199,tɨm,t ɨ m,gerardietal2021
f10207,l225,p199,mbe,m/b e,gerardireichert2021;gerardietal2021
f10208,l233,p199,sinĩp,s i n ĩ p,gerardietal2021
f10209,l180,p199,sẽm,s ẽ m,gerardietal2021
f10210,l100,p199,pewa,p e w a,gerardireichert2021;gerardietal2021
f10211,l181,p199,pɪwa,p ɪ w a,gerardireichert2021;gerardietal2021
f10212,l243,p199,peβ,p e β,gerardireichert2021;gerardietal2021
f10213,l183,p199,peβ,p e β,gerardireichert2021;gerardietal2021
f10214,l184,p199,ibera,i b e r a,gerardireichert2021;gerardietal2021
f10215,l185,p199,pem,p e m,gerardietal2021
f10216,l234,p199,ʃirip,ʃ i r i p,gerardireichert2021;gerardietal2021
f10217,l234,p199,pem,p e m,gerardireichert2021;gerardietal2021
f10218,l187,p199,ipe,i p e,gerardietal2021
f10219,l188,p199,pew,p e w,gerardireichert2021;gerardietal2021
f10220,l251,p199,pew,p e w,gerardireichert2021;gerardietal2021
f10221,l235,p199,apere,a p e r e,gerardireichert2021
f10222,l236,p199,asik,a s i k,gerardietal2021
f10223,l237,p199,peβ,p e b,gerardireichert2021;gerardietal2021
f10224,l237,p199,peβ,p e β,gerardireichert2021;gerardietal2021
f10225,l192,p199,apeb,a p e b,gerardietal2021
f10226,l192,p199,apev,a p e v,gerardietal2021
f10227,l195,p199,pe,p e,gerardireichert2021;gerardietal2021
f10228,l246,p199,pe,p e,gerardireichert2021;gerardietal2021
f10229,l198,p199,apé,a p é,gerardietal2021
f10230,l262,p200,kɨwo,k ɨ w o,gerardietal2021
f10231,l247,p200,jũtu,j ũ t u,gerardietal2021
f10232,l163,p200,tõ,t õ,gerardietal2021
f10233,l218,p200,nãmgop,n ã m g o p,gerardietal2021
f10234,l220,p200,tũŋa,t ũ ŋ a,gerardietal2021
f10235,l215,p200,tuŋ,t u ŋ,gerardietal2021
f10236,l199,p200,nõp,n õ p,gerardietal2021
f10237,l168,p200,tug,t u g,gerardietal2021
f10238,l224,p200,tuŋusu,t u ŋ u s u,bridetal2022;gerardietal2021
f10239,l227,p200,pɨra,p ɨ r a,gerardietal2021
f10240,l245,p200,kɨ,k ɨ,gerardietal2021
f10241,l248,p200,ŋep,ŋ e p,gerardietal2021
f10242,l229,p200,nãp,n ã p,gerardietal2021
f10243,l209,p200,joái,j o ái,gerardietal2021
f10244,l228,p200,lõŋ,l õ ŋ,gerardietal2021
f10245,l249,p200,joŋ,j o ŋ,gerardietal2021
f10246,l230,p200,juŋ,j u ŋ,gerardietal2021
f10247,l225,p200,tuũ,t u ũ,bridetal2022;gerardietal2021
f10248,l231,p200,ãmtsap,ã m + ts a p,gerardietal2021
f10249,l233,p200,numgup,n u m g u p,gerardietal2021
f10250,l233,p200,nõʔã,n õ ʔ ã,gerardietal2021
f10251,l180,p200,nõŋʔá,n õ ŋ ʔ á,gerardietal2021
f10252,l100,p200,kiiba,k iː b a,gerardietal2021
f10253,l100,p200,tendi,t e n/d i,gerardietal2021
f10254,l243,p200,tog,t o g,gerardietal2021
f10255,l183,p200,pɨahog,p ɨa h o g,gerardietal2021
f10256,l250,p200,uruʃa,u r u ʃ a,gerardietal2021
f10257,l184,p200,ki,k i,gerardietal2021
f10258,l185,p200,tunɨ,t u n ɨ,gerardietal2021
f10259,l234,p200,nõm,n õ m,gerardietal2021
f10260,l187,p200,piʃi,p i ʃ i,bridetal2022;gerardietal2021
f10261,l222,p200,tõdɨ,t õ d ɨ,gerardietal2021
f10262,l251,p200,tuŋ,t u ŋ,gerardietal2021
f10263,l236,p200,jõtap,j õ + t a p,gerardietal2021
f10264,l237,p200,tuŋusu,t u ŋ u s u,gerardietal2021
f10265,l192,p200,kiiba,k iː b a,gerardietal2021
f10266,l192,p200,tuŋaj,t u ŋ a j,gerardietal2021
f10267,l195,p200,mɨtsu,m ɨ ts u,gerardietal2021
f10268,l246,p200,tune,t u n e,gerardietal2021
f10269,l246,p200,tũ,t ũ,gerardietal2021
f10270,l239,p200,ɲõŋ,ɲ õ ŋ,gerardietal2021
f10271,l252,p200,pɨra,p ɨ r a,gerardietal2021
f10272,l198,p200,tũŋ,t ũ ŋ,gerardietal2021
f10273,l215,p203,jujã,j u j ã,galucioetal2015;gerardireichert2021;gerardietal2021
f10274,l216,p203,aʔo,a ʔ o,gerardireichert2021;gerardietal2021
f10275,l163,p203,haa,h a a,gerardireichert2021;gerardietal2021
f10276,l219,p203,aʔa,a ʔ a,gerardireichert2021;gerardietal2021
f10277,l220,p203,aʔa,a ʔ a,gerardireichert2021;gerardietal2021
f10278,l221,p203,o,o,gerardireichert2021
f10279,l79,p203,oo,o o,gerardireichert2021;gerardietal2021
f10280,l222,p203,ɨwɨkʷer,ɨ w ɨ kʷ e r,gerardireichert2021;gerardietal2021
f10281,l168,p203,oʔo,o ʔ o,gerardireichert2021;gerardietal2021
f10282,l169,p203,haʔo,h a ʔ o,gerardireichert2021;gerardietal2021
f10283,l223,p203,soʔo,s o ʔ o,gerardireichert2021
f10284,l224,p203,oʔo,o ʔ o,galucioetal2015;gerardireichert2021;gerardietal2021
f10285,l225,p203,t͡ʃoʔo,t͡ʃ o ʔ o,gerardireichert2021;gerardietal2021
f10286,l226,p203,oʔo,o ʔ o,gerardireichert2021
f10287,l262,p203,o,o,gerardireichert2021;gerardietal2021
f10288,l20,p203,t͡su,t͡s u,gerardireichert2021;gerardietal2021
f10289,l230,p203,puʔi,p u ʔ i,galucioetal2015;gerardireichert2021;gerardietal2021
f10290,l100,p203,suu,s u u,gerardireichert2021;gerardietal2021
f10291,l181,p203,su,s u,gerardireichert2021;gerardietal2021
f10292,l183,p203,aʔo,a ʔ o,gerardireichert2021;gerardietal2021
f10293,l184,p203,oo,o o,gerardireichert2021;gerardietal2021
f10294,l234,p203,oʔo,o ʔ o,galucioetal2015;gerardireichert2021;gerardietal2021
f10295,l188,p203,aʔa,a ʔ a,galucioetal2015;gerardireichert2021;gerardietal2021
f10296,l251,p203,oo,o o,gerardireichert2021;gerardietal2021
f10297,l235,p203,aʔo,a ʔ o,gerardireichert2021
f10298,l194,p203,aʔo,a ʔ o,gerardireichert2021;gerardietal2021
f10299,l195,p203,oʔo,o ʔ o,gerardireichert2021;gerardietal2021
f10300,l197,p203,o,o,gerardireichert2021;gerardietal2021
f10301,l262,p203,oʔo,o ʔ o,gerardireichert2021;gerardietal2021
f10302,l247,p203,kʷe,kʷ e,gerardietal2021
f10303,l216,p203,biara,b ia ɾ a,gerardireichert2021;gerardietal2021
f10304,l263,p203,maʔa raʔo,m a ʔ a + r a ʔ o,gerardietal2021
f10305,l217,p203,ʔao,ʔ ao,gerardietal2021
f10306,l163,p203,aʔa,a ʔ a,gerardireichert2021;gerardietal2021
f10307,l201,p203,pisaja,p i s a j a,gerardietal2021
f10308,l218,p203,jõp,j õ p,galucioetal2015;gerardietal2021
f10309,l79,p203,oo,oː,gerardireichert2021;gerardietal2021
f10310,l199,p203,jòhp,j ò o p,galucioetal2015;gerardietal2021
f10311,l244,p203,aʔo,a ʔ o,gerardietal2021
f10312,l227,p203,atʃá,a tʃ á,galucioetal2015;gerardietal2021
f10313,l245,p203,hukʷer,h u kʷ e r,galucioetal2015;gerardireichert2021;gerardietal2021
f10314,l245,p203,oʔo,o ʔ o,galucioetal2015;gerardireichert2021;gerardietal2021
f10315,l173,p203,oʔo,o ʔ o,gerardietal2021
f10316,l264,p203,aʔo,a ʔ o,gerardireichert2021;gerardietal2021
f10317,l248,p203,pisɨp,p i s ɨ p,galucioetal2015;gerardietal2021
f10318,l248,p203,pisɨpgɨjɨmɨ,p i s ɨ p g ɨ j ɨ m ɨ,galucioetal2015;gerardietal2021
f10319,l229,p203,tʃĩm,tʃ ĩ m,galucioetal2015;gerardietal2021
f10320,l253,p203,wɨra,w ɨ r a,gerardireichert2021;gerardietal2021
f10321,l209,p203,ɲum,ɲ u m,gerardietal2021
f10322,l20,p203,tsu,ts u,gerardireichert2021;gerardietal2021
f10323,l228,p203,ẽn,ẽ n,galucioetal2015;gerardietal2021
f10324,l249,p203,ɲirǝ̃ʔ,ɲ i r ǝ̃ ʔ,galucioetal2015;gerardietal2021
f10325,l225,p203,tʃoʔo,tʃ o ʔ o,gerardireichert2021;gerardietal2021
f10326,l231,p203,ɲẽɾã,ɲ ẽ ɾ ã,galucioetal2015;gerardietal2021
f10327,l180,p203,ẽn,ẽ n,galucioetal2015;gerardietal2021
f10328,l100,p203,suu,s uː,gerardireichert2021;gerardietal2021
f10329,l181,p203,suu,s u u,gerardireichert2021;gerardietal2021
f10330,l243,p203,aʔa,a ʔ a,gerardireichert2021;gerardietal2021
f10331,l250,p203,dió,d i ó,galucioetal2015;gerardietal2021
f10332,l250,p203,ʔita,ʔ i t a,galucioetal2015;gerardietal2021
f10333,l184,p203,oo,oː,gerardireichert2021;gerardietal2021
f10334,l185,p203,oʔo,o ʔ o,gerardietal2021
f10335,l234,p203,joma,j o m a,galucioetal2015;gerardireichert2021;gerardietal2021
f10336,l187,p203,oʔo,o ʔ o,gerardietal2021
f10337,l251,p203,oo,oː,gerardireichert2021;gerardietal2021
f10338,l236,p203,jenʔã,j e n ʔ ã,galucioetal2015;gerardietal2021
f10339,l237,p203,oʔo,o ʔ o,gerardireichert2021;gerardietal2021
f10340,l192,p203,soo,s oː,gerardietal2021
f10341,l246,p203,oʔo,o ʔ o,gerardireichert2021;gerardietal2021
f10342,l239,p203,ɲẽrã,ɲ ẽ r ã,galucioetal2015;gerardietal2021
f10343,l252,p203,ata,a t a,galucioetal2015;gerardietal2021
f10344,l197,p203,so,s o,gerardireichert2021;gerardietal2021
f10345,l198,p203,soʔo,s o ʔ o,gerardietal2021
f10346,l199,p203,jõõβa,j õː β + a,galucioetal2015;gerardietal2021
f10347,l200,p203,soʔo,s o ʔ o,gerardietal2021
f10348,l215,p203,ujã,u j ã,galucioetal2015;gerardireichert2021;gerardietal2021
f10349,l199,p203,jõ̂õ̀p,j õ̂/õ õ̀/õ p,galucioetal2015;gerardietal2021
f10350,l227,p203,aʧá,a tʃ á/a,galucioetal2015;gerardietal2021
f10351,l229,p203,cĩm,c ĩ m,galucioetal2015;gerardietal2021
f10352,l249,p203,ɲĩĩɾaʔ,ɲ ĩː ɾ a ʔ,galucioetal2015;gerardietal2021
f10353,l230,p203,i-puʔi,i p u ʔ i,galucioetal2015;gerardireichert2021;gerardietal2021
f10354,l231,p203,kwe jẽɾã,k w e + j ẽ ɾ ã,galucioetal2015;gerardietal2021
f10355,l224,p203,s-oʔo,s o ʔ o,galucioetal2015;gerardireichert2021;gerardietal2021
f10356,l232,p203,-aʔo,a ʔ o,galucioetal2015
f10357,l234,p203,jṍm-a,j õ m a,galucioetal2015;gerardireichert2021;gerardietal2021
f10358,l188,p203,aha,a h a,galucioetal2015;gerardireichert2021;gerardietal2021
f10359,l236,p203,nienʔã,n i e n ʔ ã,galucioetal2015;gerardietal2021
f10360,l245,p203,h-u-kweɾ,h u k w e ɾ,galucioetal2015;gerardireichert2021;gerardietal2021
f10361,l239,p203,iko-ɲẽɾã,i k o ɲ ẽ ɾ ã,galucioetal2015;gerardietal2021
f10362,l240,p203,jṍṍß-a,j ṍṍ/õː β a,galucioetal2015
f10363,l227,p204,lãã,l ãã,gerardietal2021
f10364,l227,p204,unta,u n t a,gerardietal2021
f10365,l248,p204,pekera,p e k e r a,gerardietal2021
f10366,l229,p204,mon,m o n,gerardietal2021
f10367,l229,p204,ʃapai,tʃ a p ai,gerardietal2021
f10368,l20,p204,putu,p u t u,gerardietal2021
f10369,l230,p204,pemuːʔe,p e m uː ʔ e,gerardietal2021
f10370,l180,p204,dʒebók,dʒ e + b ó k,gerardietal2021
f10371,l181,p204,putu,p u t u,gerardietal2021
f10372,l183,p204,ɨpeɲan,ɨ + p e ɲ a n,gerardietal2021
f10373,l183,p204,ɨpere,ɨ + p e ɾ e,gerardietal2021
f10374,l187,p204,ɨĩãrãiwa,ɨ + ĩã r ãi w a,bridetal2022;gerardietal2021
f10375,l222,p204,roho,r o h o,gerardietal2021
f10376,l251,p204,iar,i + a r,gerardietal2021
f10377,l236,p204,mɨna,m ɨ n a,gerardietal2021
f10378,l246,p204,mu,m u,gerardietal2021
f10379,l239,p204,etɨroβa,e t ɨ r o β a,gerardietal2021
f10380,l262,p205,tapɨɨwɨ tɨ,t a p ɨː w ɨ + t ɨ,gerardietal2021
f10381,l247,p205,pej,p e j,gerardietal2021
f10382,l216,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10383,l216,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10384,l263,p205,utĩ,u t ĩ,gerardireichert2021;gerardietal2021
f10385,l242,p205,ui,u + i,gerardietal2021
f10386,l217,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10387,l217,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10388,l163,p205,utʃĩ,u tʃ ĩ,gerardireichert2021;gerardietal2021
f10389,l163,p205,ut͡ʃĩ,u t͡ʃ ĩ,gerardireichert2021;gerardietal2021
f10390,l201,p205,tʃaɨ,tʃ aɨ,gerardietal2021
f10391,l219,p205,oʔi,o ʔ i,gerardireichert2021;gerardietal2021
f10392,l220,p205,oʔi,o ʔ i,gerardireichert2021;gerardietal2021
f10393,l219,p205,oʔi,o + ʔ i,gerardireichert2021;gerardietal2021
f10394,l220,p205,oʔi,o + ʔ i,gerardireichert2021;gerardietal2021
f10395,l221,p205,uʔi,u ʔ i,gerardireichert2021
f10396,l215,p205,parijã,p a ɾ i j ã,gerardietal2021
f10397,l79,p205,kui,k u + i,gerardireichert2021;gerardietal2021
f10398,l79,p205,kui,k u i,gerardireichert2021;gerardietal2021
f10399,l203,p205,ʃeposk,ʃ e p o s k,gerardietal2021
f10400,l222,p205,panin,p a n i n,gerardireichert2021;gerardietal2021
f10401,l199,p205,ʃíbòjk​ò​oβ,ʃ í b ò j k òo β,gerardietal2021
f10402,l168,p205,kuʔi,k u + ʔ i,gerardireichert2021;gerardietal2021
f10403,l168,p205,kuʔi,k u ʔ i,gerardireichert2021;gerardietal2021
f10404,l168,p205,tɨrəm,t ɨ ɾ ə m,gerardireichert2021;gerardietal2021
f10405,l169,p205,tɨrɨmɨ̃,t ɨ r ɨ m ɨ̃,gerardireichert2021;gerardietal2021
f10406,l169,p205,tɨrɨmɨ̃,t ɨ ɾ ɨ m ɨ̃,gerardireichert2021;gerardietal2021
f10407,l223,p205,uɨ,u ɨ,gerardireichert2021
f10408,l224,p205,kuʔi,k u ʔ i,gerardireichert2021;gerardietal2021
f10409,l225,p205,kuʔi,k u ʔ i,gerardireichert2021;gerardietal2021
f10410,l224,p205,kuʔi,k u + ʔ i,gerardireichert2021;gerardietal2021
f10411,l226,p205,kuʔɨ,k u ʔ ɨ,gerardireichert2021
f10412,l227,p205,asa,a s a,gerardietal2021
f10413,l245,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10414,l173,p205,uʔi,u + ʔ i,gerardietal2021
f10415,l264,p205,kuʔi,k u + ʔ i,gerardireichert2021;gerardietal2021
f10416,l264,p205,kuʔi,k u ʔ i,gerardireichert2021;gerardietal2021
f10417,l253,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10418,l253,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10419,l20,p205,ui,u + i,gerardireichert2021;gerardietal2021
f10420,l20,p205,ui,u i,gerardireichert2021;gerardietal2021
f10421,l228,p205,mori ðom,m o ɾ i + ð o m,gerardietal2021
f10422,l230,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10423,l249,p205,tʃaɨ,tʃ aɨ,gerardietal2021
f10424,l230,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10425,l225,p205,kuʔi,k u + ʔ i,gerardireichert2021;gerardietal2021
f10426,l231,p205,peɾenã,p e ɾ e n ã,gerardietal2021
f10427,l180,p205,oʔi,o + ʔ i,gerardietal2021
f10428,l180,p205,ʃĩntṍm,ʃ ĩ n t ṍ m,gerardietal2021
f10429,l100,p205,uĩ,u + ĩ,gerardireichert2021;gerardietal2021
f10430,l100,p205,uĩ,u ĩ,gerardireichert2021;gerardietal2021
f10431,l181,p205,uj,u + i,gerardireichert2021;gerardietal2021
f10432,l181,p205,uj,u j,gerardireichert2021;gerardietal2021
f10433,l243,p205,oʔi,o + ʔ i,gerardireichert2021;gerardietal2021
f10434,l243,p205,oʔi,o ʔ i,gerardireichert2021;gerardietal2021
f10435,l183,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10436,l183,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10437,l250,p205,bururu,b u ɾ u ɾ u,gerardietal2021
f10438,l250,p205,muikaburu,m ui k a + b u ɾ u,gerardietal2021
f10439,l184,p205,kui,k u + i,gerardireichert2021;gerardietal2021
f10440,l184,p205,kui,k u i,gerardireichert2021;gerardietal2021
f10441,l185,p205,manime,m a n i m e,gerardietal2021
f10442,l234,p205,hojóa,h o j ó a,gerardireichert2021;gerardietal2021
f10443,l234,p205,manime,m a n i m e,gerardireichert2021;gerardietal2021
f10444,l187,p205,kuʔi,k u + ʔ i,gerardietal2021
f10445,l188,p205,oʔi,o + ʔ i,gerardireichert2021;gerardietal2021
f10446,l188,p205,oʔi,o ʔ i,gerardireichert2021;gerardietal2021
f10447,l251,p205,tɨrəm,t ɨ ɾ ə m,gerardireichert2021;gerardietal2021
f10448,l251,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10449,l251,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10450,l236,p205,jõom,j õo m,gerardietal2021
f10451,l237,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10452,l237,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10453,l192,p205,uj,u + i,gerardietal2021
f10454,l245,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10455,l194,p205,uʔi,u + ʔ i,gerardireichert2021;gerardietal2021
f10456,l194,p205,uʔi,u ʔ i,gerardireichert2021;gerardietal2021
f10457,l195,p205,kuʔɨ,k u + ʔ ɨ,gerardireichert2021;gerardietal2021
f10458,l195,p205,kuʔɨ,k u ʔ ɨ,gerardireichert2021;gerardietal2021
f10459,l246,p205,kuʔi,k u + ʔ i,gerardireichert2021;gerardietal2021
f10460,l246,p205,kuʔi,k u ʔ i,gerardireichert2021;gerardietal2021
f10461,l239,p205,amborojom,a m/b o r o j o m,gerardietal2021
f10462,l212,p205,urakujte,u r a k u j t e,gerardireichert2021;gerardietal2021
f10463,l212,p205,ura,u ɾ a,gerardireichert2021;gerardietal2021
f10464,l252,p205,asa,a s a,gerardietal2021
f10465,l197,p205,arina,a ɾ i n a,gerardietal2021
f10466,l198,p205,uʔi,u + ʔ i,gerardietal2021
f10467,l200,p205,kuʔi,k u + ʔ i,gerardietal2021
f10468,l215,p230,potɨt,p o t ɨ t,gerardireichert2021;gerardietal2021
f10469,l262,p230,putɨ,p u t ɨ,HGN;gerardireichert2021;gerardietal2021
f10470,l247,p230,tiɾa,t i ɾ a,gerardietal2021
f10471,l216,p230,ɨpotɨra,ɨ p o t ɨ r a,gerardireichert2021;gerardietal2021
f10472,l216,p230,potɨr,p o t ɨ ɾ,gerardireichert2021;gerardietal2021
f10473,l263,p230,putɨ,p u t ɨ,gerardireichert2021;gerardietal2021
f10474,l217,p230,ɨwotɨra,ɨ w o t ɨ r a,gerardireichert2021;gerardietal2021
f10475,l163,p230,iputi,i p u t i,gerardireichert2021;gerardietal2021
f10476,l201,p230,eβɒsiiðɒ,e β + ɒ + s iː ð + ɒ,gerardietal2021
f10477,l218,p230,iptjiu,i p t j i u,gerardietal2021
f10478,l219,p230,potɨra,p o t ɨ r a,gerardireichert2021;gerardietal2021
f10479,l220,p230,potɨra,p o t ɨ r a,gerardireichert2021;gerardietal2021
f10480,l241,p230,puti,p u t i,gerardietal2021
f10481,l221,p230,putɨr,p u t ɨ r,gerardireichert2021
f10482,l222,p230,potɨk,p o t ɨ k,gerardireichert2021;gerardietal2021
f10483,l199,p230,paβóaʃîìr,p a β ó a ʃ îì ɾ,gerardietal2021
f10484,l199,p230,ʃîìr,ʃ î ì ɾ,gerardietal2021
f10485,l168,p230,iputɨr,i p u t ɨ r,gerardireichert2021;gerardietal2021
f10486,l169,p230,mɨtɨ,m ɨ t ɨ,gerardireichert2021;gerardietal2021
f10487,l223,p230,ɨβotɨ,ɨ β o t ɨ,gerardireichert2021
f10488,l224,p230,ɨβotɨ,ɨ β o t ɨ,HGN;bridetal2022;gerardireichert2021;gerardietal2021
f10489,l225,p230,potɨ,p o t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f10490,l226,p230,potɨr,p o t ɨ r,gerardireichert2021
f10491,l213,p230,potɨr,p o t ɨ r,gerardietal2021
f10492,l244,p230,ɨpotɨt,ɨ p o t ɨ t,gerardietal2021
f10493,l227,p230,batʃíá,b a tʃ íá,gerardietal2021
f10494,l245,p230,putɨr,p u t ɨ r,gerardireichert2021;gerardietal2021
f10495,l173,p230,potɨ,p o t ɨ,gerardietal2021
f10496,l264,p230,potɨt,p o t ɨ t,HGN;gerardireichert2021;gerardietal2021
f10497,l229,p230,ʃìn,tʃ ì n,gerardietal2021
f10498,l253,p230,ɨwotɨr,ɨ w o t ɨ r,gerardireichert2021;gerardietal2021
f10499,l209,p230,kʷebit,kʷ e b i t,gerardietal2021
f10500,l20,p230,tsetsa,ts e ts a,HGN;gerardireichert2021;gerardietal2021
f10501,l20,p230,t͡set͡sa,t͡s e t͡s a,HGN;gerardireichert2021;gerardietal2021
f10502,l228,p230,ibelit,i b e l i t,gerardietal2021
f10503,l228,p230,lit,l i t,gerardietal2021
f10504,l228,p230,tit,t i t,gerardietal2021
f10505,l228,p230,ʔipti,ʔ i p t i,gerardietal2021
